Entry,AS_1,PS_1,Role_1,AS_2,PS_2,Role_2
Q02218,0.3098023243596977,0.5709260606412379,3,0.2888858055419732,0.26913579864659454,3
Q02818,-0.8430680104951787,0.5802654927811126,1,0.22263292765651954,0.036700171480060106,3
P02652,1.0275309755810556,0.34429837899232396,3,0.9237825414173582,-0.31583925153819337,2
P04179,0.5630023120009406,0.11268167328611867,3,-0.6765938390160553,-0.7670373380341289,0
P05976,-1.612566707321359,-1.3830235392887893,0,0.5399303567377718,0.6130201605305388,3
P07339,0.7523041582661918,0.35543751964916837,3,-1.191365993870189,0.0112490382069943,1
Q14767,0.3954550607800167,0.43482430851870646,3,-1.3821081155019534,-1.2835301821017993,0
Q7Z417,1.0264601875353776,0.09047043147262457,3,-2.901242823117725,0.09919960627238211,1
P63313,0.8153039169553464,0.4526258719822174,3,-0.6882043573282726,-0.5968704172498356,0
