Entry,Distance,P1,Q1,P2,Q2
P56192,1.4557953337148666,-0.4917343969745482,0.3680821935436552,-0.08482941264199925,-0.7677979354489223
P67936,2.3298581400187848,-0.6459317458560793,0.09687672201924191,0.6164229985643058,-0.7612133893665781
Q07866,1.5925438253473199,-0.5580419858534418,-0.7122153455931886,0.1445685515978574,0.3360605045577706
Q9HBL0,2.4642642465415556,-1.0,-0.18125024729138564,0.529977741753772,-0.5325796600646181
Q9UKY7,1.918090298739031,0.11786011293398922,-0.7649080925891474,-0.7096313294502284,0.34565402252189764
