Entry,Distance,P1,Q1,P2,Q2
P56192,1.9593623335951014,-0.8211566001548328,-0.17940662324298956,0.3128578810655916,-1.0
Q02818,1.8435904271740724,0.6099585199021925,-0.4705952807668353,-0.6399352813851658,0.05983465115396958
Q07954,2.0826426430383345,-0.7718520194096974,0.739458716971305,-0.2656515198916292,-0.6119863234672592
Q13263,1.6922816156467773,-0.48362973563370487,-0.9648805383090893,-0.3383905198787062,0.3278635144150571
Q7Z417,1.6963516164850885,-0.19257176533115092,0.20453178288682597,0.36819524023802097,-0.9710072347344832
