Entry,AS_1,PS_1,Role_1,AS_2,PS_2,Role_2
Q92804,1.5325165961192013,0.16906091050737615,3,-2.748953442714008,-0.2750612002115851,0
P37837,-1.300142183819636,-1.795226850595224,0,1.1405608981762532,0.873520926987748,3
P07339,0.29572929987172714,-0.5110202141071802,2,0.06971223354807599,0.8392414994451229,3
P15374,-0.6986971655708514,-1.0973407277590432,0,0.012807744788513986,0.138728579621759,3
