Entry,AS_1,PS_1,Role_1,AS_2,PS_2,Role_2
P05976,-2.2543267423894435,-1.0149060842434299,0,0.574957229403207,0.24766237297333582,3
Q07065,-1.1065833354601038,0.23956780601311323,1,0.025648861273970702,0.8426669068181454,3
P81644,0.2698124471306498,0.006599353986910472,3,-1.7390014353852195,0.4236957278416824,1
P17096,0.5919476069741982,-1.4519446149710244,2,0.055147395477532335,0.5033806069080367,3
