Entry,AS_1,PS_1,Role_1,AS_2,PS_2,Role_2
Q92804,0.6380558490297954,0.032759280439499605,3,-2.9018841673322036,-0.41526145166105977,0
P07339,-0.1479521178305072,-1.4234245721446381,0,0.2808226998078087,0.7451862097383337,3
P37837,-1.54486388412323,-1.5608546622795245,0,0.6882825021284162,0.8777136154971021,3
