Entry,AS_1,PS_1,Role_1,AS_2,PS_2,Role_2
P05976,-1.731827944106202,-1.665028796411562,0,0.26022609147575615,0.10390693453668831,3
P37837,-1.3883198605391778,-1.7697708353647847,0,0.08976281186633983,0.9525322407422578,3
P17096,0.3667706992000861,-1.670312937556556,2,0.27891545823522534,1.1313507621920458,3
P09104,0.856895076172191,0.41341590559724395,3,-3.66812583618872,0.5219545803389387,1
