,Regulator,Target,Weight,Sign
375,P36957,P40926,0.029202117126635636,
376,P36957,P42765,0.02253240691428744,
377,P36957,P56192,0.0024042394103862327,
378,P36957,P61981,0.030237944978857387,
379,P36957,P62854,0.008141391813617291,
380,P36957,P62917,0.010272782979132153,
381,P36957,Q02218,0.019243317214686154,
382,P36957,Q02818,0.020278422833937156,
383,P36957,Q07065,0.012473914118888917,
384,P36957,Q07866,0.00757822693883377,
385,P36957,Q07954,0.01641699270100265,
386,P36957,Q13162,0.0061940966527535635,
387,P36957,Q14011,0.01328119588498706,
388,P36957,Q15459,0.014860302395420192,
389,P36957,Q15843,0.008294861817887942,
390,P36957,Q96L92,0.01644643031817801,
391,P36957,Q9H0U4,0.017550453978777726,
392,P36957,Q9UHD8,0.016760919958662003,
393,P36957,Q9UJZ1,0.0015508720158065024,
394,P36957,Q9UNH7,0.023576146228702556,
395,P36957,Q9Y3D6,0.029277782341896978,
396,P38606,O15143,0.022703067981998608,
397,P38606,O94925,0.006972027935765804,
398,P38606,P02652,0.023349768218489636,
399,P38606,P04179,0.0024751136606749485,
400,P38606,P12956,0.0016357828057445736,
401,P38606,P18859,0.0003614315969370698,
402,P38606,P21281,0.00175152524119272,
403,P38606,P26022,0.02446218049993029,
404,P38606,P26447,0.010000380404579689,
405,P38606,P30085,0.002151345344286067,
406,P38606,P35222,0.013442308526359312,
407,P38606,P36957,0.0024345154831984244,
408,P38606,P40926,0.018441961265087944,
409,P38606,P42765,0.011641472245268913,
410,P38606,P56192,0.016894618640620477,
411,P38606,P61981,0.02059164979422676,
412,P38606,P62854,0.001894467624372972,
413,P38606,P62917,0.001153819479811171,
414,P38606,Q02218,0.005934490222959072,
415,P38606,Q02818,0.004037270055774989,
416,P38606,Q07065,0.00697606255846689,
417,P38606,Q07866,0.011923254999823317,
418,P38606,Q07954,0.0008991534620836011,
419,P38606,Q13162,0.0027044200169932227,
420,P38606,Q14011,0.01083374657161822,
421,P38606,Q15459,0.0041725286341369365,
422,P38606,Q15843,0.00579112868664726,
423,P38606,Q96L92,0.023960277182004188,
424,P38606,Q9H0U4,0.037402789889988575,
425,P38606,Q9UHD8,0.0006417672805045929,
426,P38606,Q9UJZ1,0.019770353065260288,
427,P38606,Q9UNH7,0.002372721862886646,
428,P38606,Q9Y3D6,0.02886190761931871,
