"","ctr_1","ctr_2","ctr_3","ctr_4","ctr_7","mg_1","mg_2","mg_3","mg_4","mg_7"
"P13693",8.7241983498713,8.63421300842342,8.73425030690492,8.27023855503987,7.77026734677716,8.41745221193588,8.10629189665515,8.48184793891114,8.54550938674428,7.79932349945332
"P13797",8.99483551860435,8.90972590737366,9.05007719102864,8.99438375235797,8.64282718462357,8.86067169715686,8.86261479378229,8.96555590166223,9.1119034782176,8.66719739203821
"P13798",7.55543638855938,7.56598133404301,7.73844148786206,7.61197923131259,7.4059621064379,7.47960668933323,7.46646809659241,7.24189852834039,7.80711605016274,7.34038250169729
"P13804",7.89165200281793,7.83750253151156,7.85369885402985,7.80882398883291,6.92465498379754,7.74870737974893,7.89163160794337,7.8082447923771,7.89888233426356,7.19133234539199
"P13861",7.54081835376849,7.5907346046832,7.50863854780581,7.37526164062782,6.99658372616141,7.47527780184386,7.36038232661852,7.39103515969508,7.21171865386903,7.47805837759073
"P14174",8.41600560839026,8.38934245280943,8.25913059114582,7.86119316082912,8.41824312225846,8.01644459903085,7.89000726705975,8.10274868213796,8.3376270034432,8.44364117347645
"P14314",8.75559012670447,8.6864681316186,8.58271722036895,8.39056009279504,8.15808093075192,8.35282932754141,8.32140377036435,8.45493945541246,8.59777615713806,8.43757218913124
"P14550",7.28061552422897,7.7455045762662,7.72814680469247,7.04173043246134,7.52151990273108,7.02668472595717,6.72422063187658,7.77070989611423,7.3104861179677,6.70065246204781
"P14618",9.55070620484755,9.60551159898668,9.49985642840097,9.40880063042541,9.14172802399818,9.54735913337761,9.52537951890958,9.49657121431765,9.41188762528313,9.34311124229528
"P14625",9.57363748793401,9.41781212170017,9.43584607559822,9.22283890603431,9.11661717833136,9.43955509564216,9.21864409111449,9.22946490201444,9.34302208054218,9.27352447430137
"P14635",6.75698993944265,6.86022650215101,7.50121607615547,7.11477359624252,7.24506304193241,6.94359995731181,6.9398349877211,6.68182975437219,7.17616936574079,6.88858383240474
"P14866",8.49947365150274,8.55369675270027,8.45537991875976,8.09997545387905,7.57967288928311,8.30196666392907,8.26456708710396,8.30895015291199,8.39794346931015,8.07275298942669
"P14868",7.71913350305506,7.61585297319204,7.2547407932975,7.51329610179058,7.27019955248358,7.79540028178952,7.41911636441307,7.5539955039529,7.53015033147571,7.39409258623772
"P15170",7.45269600054923,7.65361179953484,7.51282680244178,7.32490277969714,7.45718224395081,7.37442483901615,7.25447999832813,7.32561783403867,7.40900459308514,7.38468117622107
"P15311",8.55363457894511,8.534540097902,8.46489617240475,8.31585878713942,8.12483268380401,8.3638856862299,8.48103790795682,8.47797112419051,8.39339795501463,8.27950907341033
"P15374",7.74358629340675,7.80658669520682,8.00163250620643,6.84172939870278,7.61808715485386,7.4421034715264,7.02715470653026,7.24205508769471,7.70395900589901,7.56182601155102
"P15531",8.07786069973715,7.84550201236635,7.91225534859181,7.34524359363679,7.65787158798286,7.81714827594577,7.46386839131289,7.71842792944241,7.68827889239302,7.80408724373994
"P15559",8.23478385304836,8.31225768597557,8.35633977051962,8.23420743965099,7.96471069143937,8.09195322856048,8.3022800233389,8.33335536640497,8.33581323983874,8.1685426316204
"P15586",7.59694346151356,7.76426391328739,7.72572513098015,7.71971101707923,7.52137324700748,7.50792162456701,7.74506423132162,7.7492694937214,7.75358383579079,7.22034204435854
"P15880",8.58598403445906,8.48162194845744,8.33592068375857,8.30294862195364,7.53435634883882,8.36228973344066,8.33517784579889,8.49234565992549,8.31608156520996,7.85014012961402
"P16070",8.14811832093746,8.27725218985349,7.86543461974324,7.59273067185539,7.16714603816049,7.84259663648018,7.68131874193717,7.56956888102372,7.86021902173688,7.60899220983654
"P16152",8.06920907803577,8.13701363381939,8.1904996429115,8.11059056574689,7.64191879533317,8.08525303969897,8.13395936409777,8.02572518145835,8.06392904339156,7.73445666172713
"P16401",7.10518076047155,7.8543673033207,7.16381231444056,7.6686856036052,6.7582206237925,8.43480315252324,8.34703638935472,6.66582945166569,7.05062314666208,7.22503704235368
"P16949",7.27019457214091,8.26599681145853,7.5655379974958,8.58423582036781,7.24926112947955,7.02833802164249,8.27489278721834,8.44832040705281,8.36578855451115,7.8768645487292
"P16989",7.99984067472568,7.77660868822679,8.01355367757798,7.68013588638092,7.53793381599844,8.06531302188948,7.76957939502198,7.63283414078631,7.16408319025327,7.15455719595347
"P17096",8.12896755010771,7.67560855495327,8.14840489547275,8.03354727993553,7.6279588588471,7.98864110247239,7.61841452446162,7.66762814928671,7.50634292403938,7.33549765074293
"P17174",7.3217977971566,7.87733303385439,8.13786602183522,8.06263798911294,8.02260646152442,7.81865999923939,7.36827418303066,7.67494943327246,8.12703450799627,7.93050606460398
"P17612",7.21955271032117,7.15941230497172,7.27477707691931,6.78825614169791,7.16198832707253,7.33216416050042,7.31187142409813,7.20875057680346,6.63164289539453,6.90127111128798
"P17655",8.26358922322466,8.30201055023176,8.15683975980146,8.16820725845692,7.97069180607914,8.19664461342984,8.22876625620127,8.1804419623994,8.164897097009,8.0872457793167
"P17812",7.95575244920905,7.98587202136831,7.98790575203575,7.87036738035719,7.55164335462517,7.93488489869946,7.93477705532823,8.01821456888688,7.80182701378903,7.67600525359756
"P17844",8.42993013890715,8.24332706193122,8.10823990445062,7.93451611668886,7.33415042385925,8.37088124982919,8.26777417237453,8.29327237058411,8.17884292892292,7.15348895121287
"P17858",7.14064731279845,7.48093349619039,7.35762202284848,6.99666184039927,7.28234044099924,7.2279626529751,7.35800448183307,7.52046599706324,7.36392559250817,7.06784347601334
"P17980",8.39718257644719,8.35113207765355,8.37173536188002,8.27206744784351,7.71401383875349,8.22178891717185,8.33625025138594,8.30834187605153,8.29643778524145,7.82135377353775
"P17987",8.5151603454202,8.62962863776001,8.61560602069599,8.4968519227743,8.3726305375566,8.4740015793987,8.63071853735812,8.54929796621297,8.48261508213478,8.29367578918535
"P18077",6.94380881271066,7.31418417787791,7.4931012935857,7.02166062499076,7.00574441090648,7.36942766531345,7.0270272265591,7.20056342307933,7.31513627497685,7.14815930376533
"P18085",8.79088931862104,8.80457023781837,8.83248063491527,8.80031005630613,8.49207408638369,8.8045460953547,8.70684699583023,8.80620523016624,8.97802422925139,8.76729012114707
"P18124",8.37735346079876,7.94620378483529,8.31981869085558,8.19384173998983,7.92382016259653,8.16235027556741,8.4657742246133,7.88207916880745,7.89910169419701,8.16884494534006
"P18206",9.12337210806024,8.99140970867237,8.99678180933376,8.78695301268403,8.81871567941934,8.93892358998512,8.89709696201386,8.79926549806393,8.87723748835338,8.68540870579597
"P18564",7.31530580044682,7.78480852302385,7.3871566783232,7.13323592733161,7.25627763005262,7.10491380473225,7.44003422060983,7.51950134829046,7.36778444394321,6.94564986770713
"P18621",8.61974324263298,8.54911293366033,8.52480739282365,8.30734012154331,7.45193817666264,8.77114867026022,8.17011821506071,8.3653168745857,8.15015824500159,7.73507600226614
"P18669",8.67831539135089,8.7404935538287,8.65192084459657,8.71747859295637,7.95355559115692,8.24481215198205,8.62761091223203,8.67501214353073,8.7408736135724,8.3315212095798
"P18754",7.43654802078312,7.29358196602643,7.31596126642211,7.07982007509451,6.92671056133608,7.4064680253752,7.18947579347362,6.96431983414027,6.95540287229938,6.74556797527482
"P18859",7.51938519901237,7.72933049849664,7.77979008638803,7.67668845194663,7.21307430113016,7.49678394709608,7.3322411212839,7.49114376923544,7.51896281724973,7.0345971542362
"P19105",9.07237142222221,8.9826928384434,9.0946315686992,8.71424122065589,8.84945790696348,8.92074326219615,8.74157830853805,8.84215736798674,8.95936339126064,8.76914598066131
"P19338",8.81946876841539,8.93844133695272,8.89225604159646,8.91180199243077,8.60332127168208,8.75530962579655,8.8811923692096,8.88132782366933,8.83188477156509,8.55504088401453
"P19367",8.26395394379909,8.20470152929302,8.16611664264629,7.78354293728771,7.28756205031488,8.10493779561389,8.09569220790951,8.03342221717882,8.12633817484399,7.78826235481828
"P19404",7.14170098821454,7.18383970355323,7.2521347263725,7.3024901615082,7.13484437303249,7.22981705590717,7.25949182955212,7.17276612287942,7.27307518733792,6.7636102671882
"P19623",7.94931337226584,7.93009054711531,7.97023722501938,7.95864316576098,6.87778780074408,7.94038949890056,7.73819940788298,7.90126436202686,7.98968024202906,6.97252316910633
"P20042",7.63283197499908,7.38407303292143,7.38584590062582,6.99758921329999,7.07505849186998,7.469641270699,7.30861189229223,7.41028217419838,7.02652431395255,7.05900312040987
"P20073",7.88084550729634,7.47125350071514,7.52240520771956,7.30446363985565,7.51738508458233,7.48368615382466,6.81932408345947,7.30039634224862,7.6106724337072,7.28908489096339
"P20290",8.24514672669252,8.36139809454471,8.29452613841287,8.08694118053893,7.89563955827797,7.91194253269537,7.7420155902949,8.24953547426621,8.425516776208,8.04729426707421
"P20339",7.1270775459715,7.1229555418219,7.09210358652187,6.98052310705186,7.10330932881735,7.16828810856458,7.16971454106367,7.07224368414293,7.05447554719232,7.10114475023095
"P20340",7.68237492195783,7.81056813906307,7.64566827365919,6.82357610849804,7.3946342876308,7.80283446980945,7.75358787793409,7.63321682191763,7.61367813571626,7.3243451051531
"P20618",8.13560697697183,8.24090081374473,8.12667694531924,7.41202797439328,7.53073065025525,8.05707504638839,7.95575487712167,8.03621072087584,8.04672965021214,7.74021348199086
"P20674",7.50260433147604,7.77787263436668,7.67270170332511,7.55487472185895,6.87850521252552,7.32965958896121,7.09269508379449,7.63582284765991,7.54203232660089,7.140753665684
"P20700",8.13458889188178,8.0772741961814,8.05294497568711,7.80436423239407,7.36086645590235,8.09329680761873,7.95819420124106,7.89152795425198,7.80236885704285,7.37414777824846
"P20810",7.66848931160739,7.84571682724002,7.62428287592213,7.64864024493804,6.83354882226182,7.46949325318673,7.51414067184823,7.73438287521357,7.7441378741036,6.85171572776636
"P20908",7.32758275941717,7.23684735566293,7.54340197037266,7.35837205864568,6.88315043748385,7.29795393463002,7.13751917532011,7.18869889135211,7.7675337095425,6.89660458489104
"P20962",7.1344588061451,7.34116274253456,6.93931715822208,6.95662260147206,7.78081830172047,7.19080245379634,6.76294922407081,6.82939088471648,7.4588294118327,7.57833916296261
"P21281",7.58731391874191,7.47663587105133,7.41008425406819,7.4532559126984,7.36723242974921,7.59194448439421,7.54940239008558,7.5468378498429,7.2125788339054,7.24085041927445
"P21291",8.51344092732267,8.30341958499257,8.72295283050115,8.5448462617463,8.55654922542206,8.46457308624209,8.34140700278157,8.50096244347075,8.56290786447311,8.22928306783303
"P21333",9.87362717052056,9.77926355870421,9.73288468572188,9.63496122650623,9.62065238893241,9.84031700186295,9.83278785971372,9.72993985263768,9.65531544303629,9.53739070032809
"P21399",7.30416045016687,7.38032697154234,7.42704176905656,7.36971045160833,7.12235552213995,7.41990243717503,7.54085762909241,7.37476213487042,7.64735078868233,6.82432927699959
"P21589",7.32957058175381,7.80511690059,7.12569872926424,7.16046039050079,6.83487987547719,7.13831091809108,7.20363460801276,7.13097976977177,7.00600796122366,6.88357942205741
"P21980",8.17320562514988,8.15154913960786,8.14549443147523,7.86778737638297,8.42057097444211,7.98842546980748,7.8108503854644,8.07352208363228,8.00367263380173,8.006698371668
"P22061",7.82871137409996,7.97432711677293,7.42018457754787,7.01365657652302,7.71555673836462,6.87212368672547,7.44357451632611,7.72744658931426,7.70145219863852,7.59363831476615
"P22087",8.10872859514839,7.92674853468524,7.91094053166927,6.92688229306893,7.49810539790295,8.02621839854917,7.86808616280895,7.00911472367764,7.43895688985323,7.6425487865866
"P22102",7.56324774974517,7.57799647998557,7.4579415565603,7.34479544683771,7.41245128360119,6.8956718246071,7.58081943067952,7.389587428097,7.52153785792779,7.19163184030245
"P22234",7.9202338338759,7.99758283543396,7.68597051865152,7.8874878172121,7.72231421331547,7.69303185162091,7.57805956308609,7.84188588898213,7.82350559094485,7.78028943716672
"P22307",7.74783085313809,7.69985057978669,7.67313073679832,7.69903133592208,7.42812904421493,7.60629771207095,7.69350363650233,7.65872106469116,7.74268273978523,7.29466933725597
"P22314",8.9502614820972,8.95642717679036,8.95854763495108,8.93920812893218,8.72521970425507,8.97559298878181,8.99409281567211,8.96023522883351,8.9823465898861,8.6508271718029
"P22392",8.65575637727349,8.56125177402167,8.54315754616625,8.47964324974552,8.50341690627388,8.41255833291217,8.51536884607384,8.39845950954055,8.62015825808403,8.72785211267491
"P22626",9.17244230422685,9.0893164826027,9.1041940643764,8.93314519807438,8.67077255414145,8.94961508177679,9.10522698079063,9.11669520942867,8.94962333697401,8.64158029977299
"P22695",7.53277068192432,7.37930781487279,7.28087198685567,7.25914936329284,6.95872719269801,7.8346460883506,7.38972430278556,7.06450784152401,7.2014438976336,6.86754485562177
"P23193",7.39261708301833,7.51567204544761,7.37696977251347,7.29699473294357,7.15748916191016,7.13294262015954,6.89214626357286,7.20333812780085,7.32360476705756,7.07586440327362
"P23246",8.58532617707126,8.60429978423473,8.54130965743824,8.34968147390985,8.16778082874902,8.53430686384949,8.56359008799136,8.49606783564221,8.47516742464083,8.21932466360159
"P23284",8.88940548273661,9.09331188263189,8.88925308292926,8.59186865254856,8.64943423298294,8.75484109517483,8.68473483717574,8.76994660704957,8.8816574188957,8.53426614621458
"P23368",7.16835634548779,7.30257547218812,7.07033983659081,7.03037094332845,6.86271000772666,7.06635742997114,7.12958134135539,7.09020841898863,7.01464661443082,6.94929901255875
"P23381",8.21079985628652,8.07094038288978,8.04180970239778,8.02926365138472,7.88663360773036,8.14678160997092,7.9551151815212,8.01033086312903,7.93462609057231,8.07657279216263
"P23396",8.8739315047464,8.87086393761458,8.82097901173828,8.48395549774955,8.58713350764475,8.81112830108622,8.79496486339622,8.76502954177747,8.63858264654753,8.5452592845873
"P23497",7.07293053164312,7.26420290998893,7.30003118166806,7.17467060797389,7.13774211382663,7.00882237820643,7.29096539522386,7.32842961150622,7.3317726211448,7.29031677373526
"P23526",8.17465960823417,8.07508206874704,8.11382873374757,7.92901090128405,7.88764372189073,8.08396508159954,7.86696429139687,7.90318350419441,8.06066124598814,7.94040033643659
"P23528",9.3987978716059,9.41400883838189,9.47334155265182,9.4334113178435,9.42450460484187,9.31802578866856,9.46557671073336,9.47460324437369,9.51912976582886,9.28640139665007
"P23588",7.74212579905039,7.31728826512735,7.04073372293518,7.66016882269077,7.18450107046132,7.05159506227073,6.85672020734786,7.53265517071506,7.49775243343323,7.61158518022318
"P23919",7.25035216411479,7.14057002366336,7.1557993136403,7.0657516328153,7.16781321466491,7.09129081031358,7.42689474653219,7.06712774609379,6.94454866483277,7.07867252687559
"P23921",7.18931046837815,7.26799171835892,7.27124406322709,7.05046605262765,7.24530479790987,7.36527145145077,7.38148156592952,7.19078369404143,6.78604324533066,6.70302860956705
"P24534",8.60897899145747,8.73371080554729,8.70070266788601,8.57977172840473,8.04787724392731,8.42591903386558,8.51855814032558,8.70248916547782,8.63227455285751,8.10698400956536
"P24752",7.47634080571157,7.49155723689711,7.38563411737775,7.0936963863251,7.38115362599493,7.19982993050713,6.89809659468165,7.15819121569437,7.12469470099283,7.24606412679178
"P24844",7.71165672337705,7.85523130999486,7.87209218351424,6.95679799848248,8.13615566147894,7.75271737473584,6.73720095332281,7.90391456093874,7.93768069585622,8.21011661980552
"P25205",7.71887127556431,7.69369214396386,7.73304631024738,7.60797906406896,7.10488639257854,7.68910899880715,7.75758165700987,7.59166323382103,7.44678183694332,6.90963236346456
"P25325",7.06760709949745,7.00152087655841,6.78444181233998,7.12484399048874,7.28063054196619,6.99384432991555,7.09470893788943,6.97419394917984,7.01068311767879,6.81940691601575
"P25398",8.00496724121009,7.97360541613638,7.87633211857883,7.84707838581999,7.33116660426603,7.60126549180626,7.87936468219322,7.78677487805029,7.88527610020641,7.42517469803471
"P25705",8.75250986908983,8.8701498441475,8.75120982310725,8.63379145018975,8.62660773846564,8.67272962786638,8.8179806240016,8.72017215725882,8.79540687347157,8.66860272633185
"P25786",8.00999143953897,7.93221843387446,7.99655623705,7.73319858458119,7.94244188626078,7.77184639185622,7.54212209917901,7.75435945362818,7.70778372578143,7.78676362678713
"P25787",7.84715861617372,7.95624114754368,7.87154705916711,7.76871775297961,7.91706554682182,7.59149681321412,7.91555581123811,7.9190395018207,7.89999937809992,7.55968563481879
"P25788",7.84223262090166,7.84271526151081,7.8875860061889,7.55280722250892,7.59040978578724,7.62803452432597,7.50952163333943,7.43166134205582,7.81763359040654,7.70059310372742
"P25789",7.84463551740844,7.78028285228474,7.84590195332715,7.61546363681379,7.53281517946864,6.85549231215481,7.88772413592958,7.89726726641248,7.82728398791487,7.61916830061698
"P26022",7.83070116605337,7.78816150380041,7.76818030391661,7.76558639460212,7.05094225163913,7.80547279338131,7.65357395456744,7.78482887504853,7.73703833427702,7.0519784926652
"P26038",9.15332131340596,9.18544859590443,9.04014379450034,8.82222608549612,8.78493487228942,9.00497328641676,9.04399931779149,9.0028814824915,8.93929507356277,8.87977193225192
"P26196",7.85831768253756,7.92371497224189,7.8872487806303,7.46730008752791,6.75183053553393,7.89961615005644,7.92221714557123,7.77073314121477,7.42942726877104,6.92148555834221
"P26358",7.15619336050278,7.35208561322022,7.07809763860814,7.36950537601459,6.79600127357362,6.98581239105825,7.43968848453711,7.06529155421525,6.97285541644841,7.01211952477057
"P26368",7.92219423847486,7.89149820039259,8.1270675669342,7.81036554375511,7.16003573316168,7.81231884670189,7.88561231720314,8.05585001939047,8.13499406150542,7.2811351667724
"P26373",8.67540454125584,8.58651684417115,8.42183329256317,7.11306102180108,7.90176476579068,8.46330607999311,8.306123060438,6.69615331334487,7.93011303594568,7.85483852108817
"P26599",8.58330258975508,8.5923006735916,8.52641205335783,8.46960115890681,8.09451384626973,8.51838870791681,8.58726511326836,8.62465386135143,8.45527197075693,8.06915328640054
"P26639",7.77196115256861,7.53743411084167,8.05097550449414,8.15701944097249,7.65819087967261,8.22111210740702,7.90209585546548,8.09597278918847,8.03722585200585,7.16282274507524
"P26640",8.00903240678134,7.97744653746099,7.77361724671544,7.36959192324789,7.33955067937432,7.91031417009045,7.58884360720941,7.75029388042603,7.63181298536765,7.29047996499706
"P26641",8.89981842260828,8.84619189203581,8.84247566242481,8.74870973191884,8.47952242022151,8.7412454247775,8.82454924074173,8.79945530889381,8.60693082075566,8.33555936127574
"P26885",7.55546681663569,7.02092741015222,7.11887473494712,7.53731638205838,6.88868360672616,7.58076579718155,6.87863142620288,7.18210760846939,7.39058889728076,7.37677978755357
"P27348",8.33474135927574,8.14697617472734,8.24984597251843,8.2738259606964,7.88095593015617,8.35376507494993,8.36699789712582,8.33801329513273,8.23980040890571,7.81771815034988
"P27635",8.28353254120792,8.32260797830141,8.04497107140485,7.64184857743443,7.55608590344839,8.05664616976497,7.67690005090887,8.04098556545217,8.07308615229741,7.65595556622973
"P27694",7.24818516946323,7.30029783602962,7.18430087117433,7.02435137439112,7.05040018321873,6.9433093715965,7.33482639362699,7.15581254637005,7.19569278136804,7.10944093395799
"P27695",7.31740204941459,7.36657026879274,7.3718626780208,7.08832809061839,6.96792810701967,7.63699392370223,6.99771896775662,6.82216935906992,7.34419508208134,6.90248169862569
"P27708",7.66417370553198,7.33973622450401,7.50732447974826,7.01100750394087,6.96829762280086,7.7541430934956,7.77042770725348,7.54864800023761,7.0716044043665,6.92648979312348
"P27797",8.99523893426918,9.10024400631194,9.03152100816524,9.02102543886796,8.73766331492825,8.94117927231106,8.99766491432803,9.00423353393057,9.10512390586958,8.96088913823389
"P27816",8.58030883821652,8.55799084419925,8.64636616936894,8.50505299819015,8.40755592656978,8.47778220932936,8.37286811919103,8.38739535565653,8.47222353896065,8.3479788056959
"P27824",7.48288475384154,8.28380728938501,7.33806615155812,7.2202991817673,7.12941562230125,7.23905645030868,7.36928214448775,7.50728777904942,7.27246319924184,7.15597013555362
"P28066",8.41953895487632,8.3993279733067,8.50642868805327,8.36399055714011,8.11620656442457,8.28862225651311,8.23580624012404,8.33173461488712,8.43875760535267,8.17669009538081
"P28070",7.70752034656085,7.87679740502312,7.10890740842906,7.41099823911386,7.39128834950239,7.58704497163702,7.3031019699222,7.56107503137296,7.53091350626755,7.22834570037419
"P28072",7.72539084646246,6.8556805276057,6.80360536110581,7.07532310762887,7.4890736937533,7.84422535326017,7.65653647315248,7.48032056720391,7.52700846111729,7.61371794061184
"P28074",7.1376314044311,7.880043986177,7.87913842358979,7.74972748097923,7.60716505205826,6.86816253666524,7.69883073708733,7.88382766124355,7.76062589139223,7.81851652738607
"P28161",7.03900946242473,6.91622837052982,7.07788398738242,7.36490953534383,7.24029459847639,6.91445092652878,6.91363480880168,6.89748302935795,7.41014550287784,6.91123085042141
"P28300",7.68924089389612,7.70783878445371,7.60270537108017,7.56468918117855,7.46410687043652,7.49371344841426,7.58530996110955,7.45880062065558,7.58353832520497,7.36619253573949
"P28331",7.22584251063266,7.67404664900752,7.32332386497282,7.13161148876524,7.08713047531895,7.16466804254779,7.17237053921125,7.32146367081453,7.24519922981616,7.22953430097208
"P28482",7.60959345074236,7.51476047915363,7.5935729085983,7.02011742527209,7.04764132226211,7.59433670963678,7.4466974555724,7.54913803120215,7.51348023077078,6.83091108971515
"P28838",7.40949559262666,7.36711794322294,7.36554371641676,7.32173614273806,7.20642555704621,7.1667121304129,6.94978740122411,7.31453913155193,6.95788328027003,7.25494707328382
"P29218",7.27930749487865,7.00859867796586,6.93811099903762,7.17747981009085,7.48511933049026,7.05551413612602,7.01878986759105,7.10728359049036,7.08592587131677,7.06412992243618
"P29401",8.90884923515714,8.84921614341638,8.83545503118077,8.79809269455755,8.59058314098526,8.77410753611621,8.91488809192421,8.84109071330065,8.8385650013711,8.52516150020339
"P29558",7.10340217073801,7.03695671000909,7.3149170802632,7.01584766044071,6.88664896100532,6.99067680889677,7.31458015729774,7.37144101681913,6.97143525477761,7.30917488788858
"P29692",8.91969329284151,8.95471111962047,9.02737314662233,8.98011498274917,8.39934623976924,8.92560941586286,8.89903254233048,8.91460498501477,8.96340137562142,8.45203657440234
"P29966",7.90611680934344,7.64605190197108,7.99517640405765,7.84944450463368,7.49709726030455,7.98189122978512,7.74136540621406,7.80667807063191,7.84743632223937,7.15854482428198
"P30040",8.00820172382656,7.98566013525899,7.8520130878586,8.01318338169737,7.62249882486651,7.86232101038236,7.91155187087338,7.80240513955366,8.03858527335765,7.61149577266452
"P30041",8.84166448227797,8.89373692696645,8.78579802744525,8.66988740103029,8.7850057077032,8.75533564055035,8.64219406079738,8.76262152430637,8.81188895309565,8.72449638742114
"P30043",7.03317225856306,6.77102030003262,7.0595684395782,6.83059960750623,7.00730040826556,7.02479996358441,7.11897645014227,7.28777985516784,6.91668897566585,7.00638493946422
"P30044",8.01873157402334,7.80446020407763,7.89662743429329,7.83328682886465,7.40456550638407,7.81676952647807,7.825439027115,7.68137980136551,7.76130988659406,7.52661908333525
"P30046",7.1157155396383,7.26113654215414,7.03144892795577,7.15524246424201,7.19699051600898,7.16173103251587,7.19684013349128,7.38159452160672,7.49580504877197,7.30493544675388
"P30048",8.07722013766722,8.21646534820983,8.13953899945718,8.14084193535062,7.70393305532598,8.206346907016,7.79980033916556,7.79573322793129,8.0830001096358,7.78968226161961
"P30049",7.6503174154578,7.64747556594499,7.93656392076841,7.61169887446023,7.69646205593146,7.06805336332031,7.58904232872518,7.82823749274386,7.54354048131982,6.95901153957035
"P30050",8.63534590760937,8.56713830115909,8.49470266984284,8.45887108396005,8.23893932168895,8.60253566560493,8.62084797442602,8.56811110865094,8.38360168349937,7.67915109034793
"P30084",7.94673360954654,7.99601135494076,7.94984234729762,7.81201112972006,7.35613686666986,7.97616149971499,7.87694648303888,7.87969062012098,7.91926185926209,7.45974378496792
"P30085",7.91224957097963,7.91883934493833,7.94618881012225,7.88658782843728,7.65154981341138,7.95787292154494,7.88122630534928,7.72286115969904,7.89126473247047,7.61832584678383
"P30086",8.1600912355421,8.23003758591745,8.40602357569418,8.14240226687128,7.56946167407424,8.06104356535379,8.13107531031276,8.23550672316546,8.25272552676378,7.56832358699579
"P30101",9.42338691770191,9.34510463814663,9.3870821726396,9.32194902731898,9.15981646629752,9.2992061352928,9.31543484830223,9.26460544004142,9.32729225543502,9.17851140540293
"P30153",8.48469890401859,8.6338179246824,8.51561777840836,8.31224212830598,7.83042084233395,8.44382874826856,8.09860213085525,8.56024337280046,8.43651670596167,8.00007405052571
"P30419",7.46122261806657,7.51560699627445,7.42480022396023,7.24570983381466,7.04323887273572,7.47498551290627,7.40529264548624,7.35132968265798,7.31256468174603,6.90306445156694
"P30520",7.6171948878746,7.71946310390692,7.63501600401558,7.34168146890418,7.41829463632967,7.60691067378315,7.7353694373118,7.63779346967703,7.77160036859987,7.2309198579659
"P30533",7.38483766805649,7.3967890343392,7.38154791407273,7.00945146312408,7.21492277516545,7.44658136710313,7.41301299823682,7.27852176663283,7.25345322226379,7.06313268223554
"P30566",6.61013242156148,6.65575220464614,6.51228472394589,6.61322854697689,7.08407022934366,6.66022413903134,6.56503916712268,6.58362920336794,6.88963916549748,6.90473480213565
"P30626",7.2598395748814,7.02166053663867,7.38453119236457,7.12823218968563,6.98971025880167,7.0626932769735,6.87476604471986,7.4105655985965,7.02708378797593,6.97584496940145
"P30837",7.37796718768171,7.47456940632285,7.43272920224133,7.41738281832024,7.47903710776352,7.18821213109865,7.44152924536473,7.35565209966803,7.45655039491161,7.78813438006213
"P31150",8.18554101347989,8.13124622087123,8.2388804510332,7.76962457101134,7.18047973608962,7.92243983366353,7.12509221924992,8.02118468211405,8.09108063536963,7.7253935382804
"P31153",7.59316159512424,7.45007878234337,7.69470311377825,7.38373567138866,7.32114997843577,7.72504468839362,7.6448000242189,7.56801662183349,7.49995969132603,7.32702637664867
"P31350",7.70320337306638,7.85795492856188,7.6618371069837,7.38434166184223,7.9454340030136,7.66331633080689,7.42424887522496,7.74656690947538,7.54193484599083,7.08460194089854
"P31689",7.52952283238998,7.5518497722543,7.58505342051509,7.35915347070353,7.08284413012699,7.54201735635318,7.46806039417296,7.42762541668091,7.39358434002522,6.59552877365768
"P31930",7.85201454444376,7.75989351608045,7.71351225512572,7.27418802957733,7.11272791322239,7.61608571769404,7.59913863045345,7.53100563637616,7.48490749051345,7.14543910228381
"P31939",8.39919761321935,8.40477415971082,8.47022995930376,8.26608970543016,8.19496222557318,8.35055780506674,8.33505150657432,8.3373388668274,8.28291793332536,8.11023286184268
"P31942",7.85924130336625,7.91777958439836,7.98510806538512,7.98790232383562,7.96282830682572,7.84315653720725,8.01563972833155,7.98764919568355,7.88414258403362,7.52523459252088
"P31943",8.79714271719975,8.93324259058874,8.91870356560639,8.79875041839497,8.3686215026476,8.7552228987625,8.77241022473772,8.85836170928177,8.81834245553376,8.4664671932386
"P31946",8.04485665368809,8.02541229361817,8.0223224930705,8.13057463869313,7.46427462134223,8.27011842780231,8.09521750274378,8.16338913597594,8.16228079699223,7.50685260410904
"P31948",8.50839883406042,8.51390695866317,8.4976972401564,8.21174279686554,8.1262978669274,8.30047117599979,8.27005406074555,8.29643487170248,8.37869013314099,8.18642820554227
"P31949",8.45232602260455,8.75383999960402,8.54026108158125,8.15106526366643,8.10563785801772,7.90034083091641,8.32434910311807,8.50700433916622,8.73747282808988,8.45806795195311
"P32119",8.11303145894851,7.92255747515255,8.10681104909526,8.07996284173113,7.86234390269309,8.11210152284886,8.08276509347524,8.11819564225014,8.00434459699995,7.86756970848263
"P32322",7.31499049953658,7.22240783141531,7.29781099817083,6.85362095266987,7.424565508103,7.4885790022807,7.10630387450425,6.86574574393416,6.98763922608733,7.35230721118913
"P32969",8.33998622495418,7.89574162841445,7.60283446644405,8.09972546135377,7.9253856841848,8.06808059399682,8.2663462372971,8.20301143823204,8.13688405211097,8.15774151338227
"P33176",8.13544424165053,8.31598040336046,8.20479187861481,7.96975115521267,6.96664328238231,8.21281751494416,8.14475427343611,8.08311844489415,8.02711113477566,7.64474612826593
