-6.273117019997760391e-01,-6.841227946482839606e-01,-7.347765735054148095e-01,-7.764830165445864019e-01,-8.063230497930802265e-01,-8.215377503926513114e-01,-8.198875818012805183e-01,-8.000182921036116390e-01,-7.617447245106778730e-01,-7.061667761285128631e-01,-6.355709317994051588e-01,-5.531341083830514371e-01,-4.625057031508161831e-01,-3.673716112437785952e-01,-2.710918385939220521e-01,-1.764638547409380642e-01,-8.561933770449825509e-02,-2.993398378192679843e-05,7.941600632936229864e-02,1.523025311426332573e-01
-1.665324507769259110e+00,-1.658012588594120373e+00,-1.644042663375837598e+00,-1.622580365349332254e+00,-1.592818278315153879e+00,-1.554019334737874125e+00,-1.505568257150268430e+00,-1.447028555326130839e+00,-1.378200850356280593e+00,-1.299176603815510589e+00,-1.210380108571036839e+00,-1.112591333689591178e+00,-1.006943316506639263e+00,-8.948904077939838775e-01,-7.781475407030271629e-01,-6.586051130974255319e-01,-5.382280564148016477e-01,-4.189502275999883452e-01,-3.025757612259312168e-01,-1.906973830005547210e-01
1.058031871917439748e-01,7.714986539517221242e-02,5.174086332488714302e-02,3.092020751233515163e-02,1.612019900655647930e-02,8.746350842356309663e-03,1.002486213177322671e-02,2.083171357950119873e-02,4.153591979076320939e-02,7.189596200892434119e-02,1.110419704136715868e-01,1.575560216053245588e-01,2.096356772008991509e-01,2.653031126894860314e-01,3.226134597837025941e-01,3.798233607636672948e-01,4.354984682337127433e-01,4.885577929012654419e-01,5.382665629467450197e-01,5.841952575833018191e-01
-4.957795828407904892e-01,-4.897441714277885882e-01,-4.827046869123332584e-01,-4.746655150353826791e-01,-4.656363638109763947e-01,-4.556322797151812765e-01,-4.446735939141435168e-01,-4.327857980856881781e-01,-4.199993511099846533e-01,-4.063494196173418338e-01,-3.918755570178451553e-01,-3.766213271334799551e-01,-3.606338798503836429e-01,-3.439634872585461967e-01,-3.266630495126301437e-01,-3.087875801087951455e-01,-2.903936804217426282e-01,-2.715390131914094951e-01,-2.522817842112683451e-01,-2.326802407830270703e-01
-1.091699752786475131e+00,-1.031193292134081396e+00,-9.604244802911325873e-01,-8.798190682373911997e-01,-7.902116679067103799e-01,-6.928399119933799088e-01,-5.892999732194503792e-01,-4.814648451958862818e-01,-3.713734100026278018e-01,-2.611037656483450320e-01,-1.526470103823944768e-01,-4.779694425736802366e-02,5.193268948990892309e-02,1.453574777496048354e-01,2.316380759505675124e-01,3.102670984469851900e-01,3.810346718677912747e-01,4.439810066435108116e-01,4.993436332544627376e-01,5.475053248432583120e-01
2.593894235828195782e-01,2.371977566089014111e-01,2.160774133175737965e-01,1.968812968181870016e-01,1.805663295801457346e-01,1.681215698856459717e-01,1.604651366257567879e-01,1.583228618207912497e-01,1.621126947378725980e-01,1.718643352328909080e-01,1.871984448618804198e-01,2.073739522823841996e-01,2.313916321007373211e-01,2.581265951759914579e-01,2.864580873377908787e-01,3.153720228664639302e-01,3.440245966785286935e-01,3.717676662132601839e-01,3.981443985371384553e-01,4.228663018294116505e-01
-1.007800425031088132e+00,-1.067250543807692686e+00,-1.118642037779386644e+00,-1.159379949759318240e+00,-1.186843399491521733e+00,-1.198606183811340209e+00,-1.192695663338283918e+00,-1.167852720647792886e+00,-1.123743178261239706e+00,-1.061070949926561813e+00,-9.815592527167218417e-01,-8.877955406358144508e-01,-7.829686879389823329e-01,-6.705511264647254777e-01,-5.539857808708625875e-01,-4.364273032050405288e-01,-3.205658889681695101e-01,-2.085390515361420505e-01,-1.019192903080650137e-01,-1.756532598209847862e-03
-8.075710200704655506e-01,-8.269408915092564261e-01,-8.398955424248257806e-01,-8.451052049241456476e-01,-8.412917059387692298e-01,-8.273381414959690705e-01,-8.024124647750621175e-01,-7.660889479312809058e-01,-7.184463715637181558e-01,-6.601210415485425642e-01,-5.922981598052805552e-01,-5.166364101046323487e-01,-4.351349507779880277e-01,-3.499646799104485506e-01,-2.632923388401020581e-01,-1.771248315749605062e-01,-9.319330088931976341e-02,-1.288547415887109082e-02,6.277560875829901743e-02,1.331155507406344141e-01
-5.632645358052659201e-01,-5.653988477215936559e-01,-5.456837495771573732e-01,-5.009854672693871969e-01,-4.304248773727985533e-01,-3.360889669577080685e-01,-2.230231886217821646e-01,-9.837491264745734654e-02,3.002585064355178801e-02,1.550978745610361864e-01,2.714743256485304679e-01,3.758319417323215950e-01,4.667058928005002327e-01,5.440374083889655266e-01,6.086724968004879610e-01,6.619380753562142949e-01,7.053381660407878062e-01,7.403631617534218723e-01,7.683856600316762986e-01,7.906145018502883648e-01
-4.130251241847328281e+00,-4.080535319440227404e+00,-4.023539575876728058e+00,-3.958520742633929501e+00,-3.884703260913306089e+00,-3.801292902993201217e+00,-3.707496114129103404e+00,-3.602546176621513219e+00,-3.485737187871129628e+00,-3.356466543248926016e+00,-3.214286050503637249e+00,-3.058960908731314099e+00,-2.890534522990461763e+00,-2.709395517115205987e+00,-2.516341473010536678e+00,-2.312632119549172582e+00,-2.100023319094500796e+00,-1.880772767167136372e+00,-1.657609353315655731e+00,-1.433660991663837425e+00
