8.127174680999999623e+00,7.167267487000000159e+00,7.674333665999999887e+00,7.686678525999999678e+00,7.247463295000000194e+00,7.543752137000000246e+00,8.630185658000000259e+00,8.541701862000000034e+00,8.668572895000000500e+00,7.563655316000000184e+00,8.151896991999999287e+00,8.578011971000000457e+00,8.500545219999999347e+00,8.029550148000000220e+00,8.255154017000000621e+00,7.805570335999999720e+00,8.602806106999999258e+00,7.742151898000000365e+00,8.341807518999999616e+00,8.611595641999999273e+00,8.073757759999999450e+00,8.461348160000000007e+00,7.586149997999999783e+00,8.632856022000000351e+00,9.261047697000000412e+00,7.234376050999999919e+00,7.609810146000000053e+00,9.331287904999999938e+00,7.930335730000000360e+00,7.615835473999999827e+00,8.296346443999999209e+00,7.610490262999999977e+00,7.508432356000000141e+00,7.929625693000000197e+00,7.273100711999999746e+00,8.629124781999999882e+00,7.715383710000000228e+00,7.778279388999999711e+00,7.563589612000000351e+00,7.390585544000000340e+00
7.846986382999999954e+00,7.241748725999999969e+00,7.494822148999999989e+00,7.377014963999999786e+00,7.791514065000000322e+00,6.909186328999999738e+00,8.333683447000000299e+00,8.690267098999999718e+00,8.604862009999999728e+00,7.447401473000000216e+00,7.767661271999999784e+00,8.471857520000000363e+00,8.391523081000000772e+00,7.931113369000000191e+00,8.244169859999999517e+00,7.570850391999999651e+00,8.527861707999999652e+00,6.958764211000000088e+00,8.166019538000000466e+00,8.095009793999999204e+00,8.203425162000000270e+00,8.405733007000000256e+00,7.649884063000000012e+00,8.497821290999999277e+00,9.167700001000000043e+00,6.756955991999999966e+00,7.246948310999999698e+00,9.104045711999999568e+00,7.872717692000000156e+00,7.845461839999999576e+00,8.333309011000000766e+00,7.572945394000000441e+00,7.897646751999999992e+00,7.747168322000000273e+00,7.953926508000000339e+00,8.354644119999999674e+00,7.745281201000000060e+00,7.640272323999999671e+00,7.281459735000000322e+00,7.496190273999999931e+00
7.752721465999999673e+00,7.133953315000000295e+00,7.564398602999999888e+00,6.785174711999999886e+00,7.500805551000000015e+00,7.070314543000000285e+00,8.367922587000000689e+00,7.374296990999999579e+00,8.486841776000000337e+00,7.478416702999999721e+00,8.136051238000000296e+00,8.486556505999999445e+00,8.266502732999999381e+00,8.144028904000000679e+00,8.352335292999999439e+00,7.445735974999999840e+00,8.537012009999999762e+00,7.678235529000000170e+00,8.099564597000000532e+00,8.120828639000000848e+00,7.470229203999999790e+00,8.476356554000000543e+00,7.773443503000000199e+00,8.512147208000000020e+00,9.312719527000000497e+00,7.438391718000000097e+00,7.606008209999999714e+00,9.086213455999999411e+00,8.174993750000000503e+00,7.553074546999999583e+00,8.369587878000000813e+00,7.256990964999999960e+00,7.221574753999999707e+00,7.449575942000000062e+00,7.406311705000000245e+00,8.428700149999999169e+00,7.946467321000000084e+00,7.432869099000000368e+00,7.799864956000000404e+00,7.306810528999999832e+00
7.533854011999999933e+00,7.560700783999999786e+00,7.361051484999999950e+00,6.550720309999999991e+00,7.510579573000000231e+00,7.232941637999999784e+00,8.424222479000000874e+00,8.664085459000000711e+00,8.592977530000000641e+00,7.296980203000000387e+00,8.168531338999999392e+00,8.572387582999999367e+00,8.427428427000000610e+00,8.110418575000000629e+00,8.120519503000000583e+00,7.049374135999999957e+00,8.436317898000000426e+00,8.208674431000000382e+00,7.849252778000000319e+00,8.155213077999999172e+00,8.165184700999999379e+00,8.223181501999999199e+00,7.661801532000000137e+00,8.372567773000000102e+00,9.380042858999999567e+00,7.659128545999999815e+00,7.377727337999999691e+00,8.963789552999999799e+00,7.980624534999999575e+00,7.290786563000000164e+00,8.394415294999999944e+00,7.398887197999999721e+00,7.848208065999999761e+00,7.632896996000000378e+00,7.734383848000000228e+00,8.360661137999999326e+00,7.932990947999999598e+00,7.073641708000000250e+00,7.781946489000000078e+00,7.430166119999999985e+00
7.391794145000000427e+00,7.195817223999999790e+00,7.130505775999999685e+00,6.804879558999999745e+00,7.396805653999999564e+00,7.713491284999999920e+00,8.373588754000000023e+00,8.688687423999999382e+00,8.438728392999999883e+00,7.566468764999999763e+00,7.746469167999999961e+00,8.446673948999999126e+00,8.249199958000000166e+00,7.437273389999999651e+00,7.784765672999999886e+00,7.194866142000000409e+00,8.225532551000000581e+00,8.766394097999999246e+00,8.159447481000000835e+00,8.454659776999999821e+00,7.842278155999999889e+00,8.398039792000000503e+00,7.351158308999999669e+00,8.446821204000000805e+00,9.464902537000000393e+00,7.187106436999999737e+00,7.676799757999999585e+00,8.895150256000000866e+00,7.909651352000000024e+00,6.975605484999999994e+00,7.870391664999999648e+00,7.142274369999999983e+00,6.071834110000000173e+00,7.027051870000000200e+00,7.326349790000000084e+00,8.115989905999999365e+00,7.473205500999999806e+00,6.942472256000000286e+00,7.303168245000000169e+00,7.246581856999999793e+00
7.178727323000000382e+00,7.326116041999999773e+00,7.083632752999999838e+00,7.668432851000000383e+00,6.974084303999999790e+00,7.623293727000000075e+00,8.037622349999999471e+00,8.154373255999999515e+00,7.951902740000000414e+00,7.534305778000000231e+00,7.417962257000000115e+00,8.149483540000000303e+00,7.860860201999999575e+00,7.497947374999999859e+00,7.530210250999999744e+00,6.975470851999999944e+00,7.928348823000000323e+00,8.230353327999999635e+00,7.852350072000000125e+00,7.953670736000000296e+00,7.693698712999999856e+00,7.919584615999999855e+00,7.431367504999999873e+00,7.674604353000000323e+00,9.367042901999999671e+00,7.077922593000000262e+00,7.155996061999999824e+00,8.745424136000000459e+00,8.030125855999999729e+00,7.361570261999999865e+00,7.223605123999999655e+00,7.014253392999999726e+00,7.190143778999999569e+00,6.829676050999999859e+00,6.882925608999999945e+00,8.067608509999999455e+00,6.913249040000000178e+00,7.342766938999999660e+00,7.664548597999999657e+00,6.954514671000000092e+00
7.632190295000000013e+00,7.127124176999999783e+00,7.433227102000000031e+00,8.070463489999999851e+00,7.394735761999999824e+00,7.853049096000000340e+00,8.733318970999999209e+00,8.378986834999999189e+00,8.145222784999999632e+00,7.302254485999999822e+00,7.801244394000000248e+00,8.665328066000000717e+00,8.449639375000000285e+00,7.654312090000000346e+00,7.752469117000000409e+00,7.409314349999999827e+00,8.085039500000000601e+00,8.483527288999999527e+00,7.973433476000000297e+00,8.497453499000000576e+00,8.024726227000000378e+00,8.314817782000000435e+00,7.808064285999999576e+00,8.366811449000000067e+00,9.516472672000000799e+00,6.808130421000000432e+00,7.436313836000000066e+00,9.237672939999999500e+00,7.992871670999999623e+00,7.108976560000000333e+00,7.627734775000000411e+00,7.199137861999999721e+00,6.220517336000000341e+00,7.070418174000000278e+00,6.908942834000000310e+00,8.345918115999999998e+00,7.489428915999999603e+00,7.136419638999999648e+00,7.473268261000000301e+00,7.108466194000000016e+00
7.356890837999999988e+00,7.083760219000000191e+00,7.351135098000000312e+00,8.420020872000000267e+00,6.996222787999999859e+00,7.740932090000000265e+00,8.599783329999999282e+00,8.497146723000000179e+00,8.222779148000000760e+00,7.157195026000000126e+00,8.013709512000000146e+00,8.458310061000000601e+00,8.437314055999999951e+00,7.718378785999999714e+00,7.954476575000000160e+00,7.413445407000000209e+00,8.261604568999999287e+00,7.835678006000000195e+00,8.248528800000000771e+00,8.463408148999999270e+00,7.671435040999999622e+00,8.152534269000000222e+00,7.636984883000000224e+00,8.431964040000000438e+00,9.685045294000000027e+00,7.229199380999999924e+00,7.474423307000000349e+00,9.364011282999999963e+00,8.194165207999999367e+00,6.809721562000000006e+00,7.999403938999999575e+00,7.806231005999999972e+00,6.718958466000000129e+00,7.030565498999999718e+00,6.780784674000000400e+00,8.504990456999999893e+00,7.546536972000000176e+00,7.172913601000000305e+00,7.234263357999999755e+00,7.142224262000000046e+00
7.825101517000000229e+00,6.879236532000000182e+00,7.642957854999999689e+00,8.438150140999999493e+00,7.114675798000000384e+00,7.886506183999999919e+00,8.742724268999999993e+00,8.765748114999999174e+00,7.887152531999999994e+00,7.165920727999999684e+00,8.188894456999999960e+00,8.629071060999999432e+00,8.444721063999999444e+00,7.663485877000000279e+00,8.022139826000000085e+00,7.741138515000000275e+00,8.067656952000000103e+00,8.170495449000000576e+00,8.378178691000000455e+00,9.136036411999999274e+00,7.795897184000000202e+00,8.261828438000000219e+00,7.741567522999999618e+00,8.446321973999999955e+00,9.577781536999999901e+00,7.061754142999999928e+00,7.654351000000000127e+00,9.473943374999999278e+00,8.399737033999999269e+00,6.748348887999999768e+00,7.636147349999999889e+00,7.609000447999999750e+00,7.116071059000000254e+00,7.456617399999999840e+00,7.319632826000000314e+00,8.768568003000000388e+00,7.466263324999999895e+00,7.644607992000000074e+00,7.564862474999999975e+00,7.057062345000000292e+00
7.785357623000000338e+00,7.039703270999999596e+00,7.255988829999999723e+00,8.404549619000000860e+00,7.252923044000000097e+00,8.379440791000000388e+00,8.728565116000000401e+00,8.475485667999999251e+00,7.648732353999999845e+00,7.325472057999999898e+00,7.806665748000000349e+00,8.313892436999999802e+00,8.417508587000000375e+00,7.233506676000000191e+00,7.900793532999999869e+00,7.336626867999999746e+00,8.314698115000000556e+00,7.543639977999999857e+00,8.294158163000000528e+00,8.633727264999999207e+00,7.577040290000000233e+00,8.081552181999999362e+00,7.585721277000000207e+00,8.302516660000000215e+00,9.738946698999999541e+00,7.132566798000000041e+00,7.637014254000000335e+00,9.413477839000000458e+00,8.220591710000000774e+00,7.829111446999999835e+00,7.873249708000000346e+00,7.530079403000000227e+00,6.863919145999999749e+00,7.549112500999999753e+00,6.946226062000000034e+00,8.437370494999999693e+00,7.412861436000000026e+00,7.429676019000000409e+00,7.072401412999999692e+00,7.085888387999999871e+00
