7.784824809999999928e+00,8.275093165999999556e+00,6.839205569999999845e+00,8.032657324000000543e+00,7.362240794999999949e+00,7.736174974999999954e+00,7.861487743999999722e+00,8.739244800999999896e+00,7.960777206999999578e+00,8.813015313999999378e+00,8.759576046999999477e+00,7.835135922000000086e+00,7.608284178999999980e+00,7.677015994999999648e+00,8.686827391999999648e+00,7.453623568000000255e+00,8.681750734999999608e+00,8.005793243999999476e+00,8.097101832999999971e+00,8.788978143999999659e+00,8.664158873999999955e+00,7.307673675000000202e+00,7.651590239999999987e+00,8.581179194000000621e+00,8.112130733000000760e+00,8.260903822999999591e+00,8.504046305999999333e+00,6.980114333000000393e+00,8.684541877999999215e+00,7.627593094999999934e+00,7.097947672000000097e+00,9.553106961999999314e+00,7.121096957999999866e+00,7.581564603000000346e+00,9.216174068000000830e+00,8.236580848999999205e+00,7.709239044000000263e+00,8.552835323000000045e+00,7.340911374000000045e+00,8.390199929999999640e+00,6.482748867999999831e+00,8.267599581000000697e+00,7.365568662000000266e+00,6.554388740000000269e+00,8.458585606999999840e+00,7.353084746999999588e+00,8.549784260999999219e+00,7.710316490000000300e+00,8.423062028000000367e+00,7.330864734999999577e+00
7.897571291000000215e+00,8.216594848999999812e+00,7.184808685000000139e+00,8.024656163999999592e+00,7.139253415999999852e+00,7.522606611999999693e+00,7.667259913999999732e+00,8.510120224999999650e+00,7.975911680000000281e+00,8.699968317999999812e+00,8.698609473999999508e+00,7.898881153999999682e+00,7.820711585999999826e+00,7.565029441000000077e+00,8.706025318000000013e+00,7.502303934000000396e+00,8.659168883999999622e+00,8.012460926999999344e+00,7.944471133999999601e+00,8.723092576000000875e+00,8.720802854000000437e+00,7.332442698999999564e+00,7.641859289000000111e+00,8.595090384000000583e+00,8.013189657999999937e+00,8.076638689999999343e+00,8.359138552999999305e+00,8.062711367000000351e+00,8.503118177999999361e+00,7.645685194000000351e+00,7.049715943999999901e+00,9.479991114000000607e+00,6.953116962000000179e+00,7.519569327000000136e+00,9.065079903999999189e+00,8.910147757000000723e+00,7.586591939999999923e+00,8.608831457999999159e+00,7.376333114000000357e+00,8.426575552999999275e+00,6.399086456000000034e+00,8.499509467999999401e+00,7.780596292000000247e+00,6.508820112999999630e+00,8.380970254999999369e+00,7.302016006999999753e+00,8.515406250999999926e+00,7.809722899999999690e+00,8.239920787000000857e+00,7.101221348000000155e+00
7.833710083999999796e+00,8.322196560000000076e+00,7.509887297999999767e+00,8.076019406000000345e+00,7.400566805999999609e+00,7.724210359999999831e+00,7.855465105999999587e+00,8.837680304999999237e+00,7.813158539999999874e+00,8.648012683999999339e+00,8.555045791999999594e+00,8.096232922000000443e+00,7.871767739000000041e+00,7.497691008000000323e+00,8.642290480999999858e+00,7.331879020999999774e+00,8.748589039000000511e+00,8.040133734999999504e+00,8.043830465999999291e+00,8.507199547999999112e+00,8.681805635999999993e+00,7.422257817000000202e+00,7.886877408000000145e+00,8.448289867999999814e+00,7.863046802000000390e+00,8.306173255999999228e+00,8.679213023999999166e+00,7.941226981999999879e+00,8.439862630000000365e+00,8.011819540999999489e+00,7.332968461000000104e+00,9.555317204999999703e+00,7.231346775999999643e+00,7.627243395999999898e+00,9.207469549000000697e+00,8.198581609999999742e+00,7.502137504000000234e+00,8.540333864000000830e+00,7.607415793999999565e+00,8.529931223000000173e+00,6.564048185999999951e+00,8.333891477999999964e+00,7.805061315999999749e+00,6.764303970000000277e+00,8.401531642000000133e+00,7.092792156999999875e+00,8.645336251999999888e+00,7.664367304999999853e+00,8.222953379999999868e+00,7.063960064999999844e+00
7.863669554000000339e+00,8.135582125999999192e+00,7.610267010000000276e+00,7.765841578999999939e+00,7.437202148999999984e+00,7.564009701999999891e+00,7.592319274000000284e+00,8.520787746999999968e+00,7.768712487000000166e+00,8.461603459999999188e+00,8.506504456000000047e+00,7.597939267000000108e+00,7.767447170999999706e+00,7.541373069999999679e+00,8.448396747000000317e+00,7.373148295000000019e+00,8.605605173000000718e+00,7.979828111999999862e+00,7.790749166000000336e+00,8.338271023000000781e+00,8.529625298999999217e+00,7.305255608000000400e+00,7.430030437000000099e+00,8.239497110000000291e+00,7.561860892000000334e+00,8.309924132000000796e+00,8.554989111999999452e+00,7.805225086000000090e+00,7.936964667999999890e+00,7.889997832999999794e+00,7.189284899999999645e+00,9.316296851000000601e+00,6.809090654000000242e+00,7.290641006000000424e+00,9.019878320000000116e+00,7.868700424000000027e+00,7.122339559000000264e+00,8.314501134000000349e+00,7.506316724999999579e+00,8.261933613000000065e+00,6.855082423999999897e+00,7.686101200000000411e+00,7.850425973000000113e+00,7.040642573000000404e+00,8.075361250000000268e+00,7.256064104000000015e+00,8.472161124999999515e+00,7.495399136999999712e+00,8.104389829000000489e+00,6.683992872000000141e+00
7.701688456000000293e+00,7.645307616000000195e+00,7.456524693000000426e+00,7.739980457999999786e+00,7.030653713999999610e+00,7.644271540000000087e+00,7.551832087000000193e+00,8.395148856000000492e+00,7.450721216999999896e+00,7.956046887000000289e+00,8.311345322999999397e+00,7.708153052000000116e+00,7.298351876999999988e+00,7.454332562000000273e+00,8.264345556000000315e+00,7.160357637999999803e+00,8.506955427999999486e+00,7.742011328000000248e+00,7.452584168999999648e+00,8.294550006999999781e+00,8.440024273000000576e+00,7.341752388999999823e+00,7.305972940000000193e+00,8.039301433000000330e+00,7.408446707000000409e+00,8.106358396999999272e+00,8.265341219999999822e+00,7.517839292999999756e+00,7.780267117000000177e+00,7.514712001000000363e+00,6.672616882999999888e+00,9.368297920999999917e+00,6.847766054000000047e+00,7.419677433000000377e+00,9.055952113000000026e+00,7.304674388999999657e+00,6.910125350999999583e+00,7.666175114999999707e+00,7.613861456999999611e+00,7.790750616000000406e+00,6.636380167000000441e+00,7.666525344000000075e+00,7.990064441000000350e+00,6.830614684999999575e+00,7.465986681999999597e+00,7.086927694999999972e+00,8.323503686000000457e+00,7.380127886000000359e+00,8.031132492999999428e+00,7.264359058000000147e+00
7.702415392999999888e+00,7.586554072000000204e+00,7.582168092999999942e+00,7.404846678000000182e+00,7.261428032000000421e+00,7.623945599999999878e+00,7.154780031999999679e+00,7.992542867000000051e+00,7.534915395999999710e+00,7.131508979000000359e+00,8.182164306000000664e+00,7.519153851999999638e+00,7.444591539000000147e+00,7.373012043000000126e+00,7.837962534999999953e+00,7.070875939999999638e+00,8.393353321999999395e+00,7.575887234999999720e+00,7.182641014999999740e+00,8.137967450999999741e+00,8.603216946999999948e+00,7.412528327999999611e+00,7.481495415000000371e+00,8.302742866999999194e+00,7.432456024999999578e+00,7.994382256999999825e+00,7.864501229000000038e+00,7.753277655999999851e+00,7.822135784000000314e+00,7.481967477999999616e+00,6.718164406999999727e+00,9.313297721999999723e+00,6.899168921000000232e+00,7.297001954999999818e+00,8.745321055999999871e+00,7.453126133999999681e+00,7.235204633000000385e+00,7.587868126000000046e+00,7.139582203999999876e+00,7.763072895999999723e+00,6.588072237000000442e+00,7.841414337999999873e+00,7.734557427999999568e+00,6.717310602000000408e+00,7.378556767000000072e+00,7.212070252000000181e+00,7.861796083999999851e+00,7.415969003999999920e+00,7.359061175999999982e+00,7.128464983999999838e+00
7.233092466999999637e+00,7.534865595000000305e+00,7.547609704000000086e+00,7.694011717999999611e+00,6.985499532999999595e+00,7.616721916999999564e+00,7.147020033000000439e+00,7.990343732999999560e+00,7.605307079000000137e+00,7.213402443999999747e+00,7.785504533000000116e+00,7.203139626999999656e+00,7.246055123999999736e+00,7.112282747000000072e+00,7.781791786000000322e+00,7.093681723000000439e+00,7.980016012000000103e+00,7.577598244999999899e+00,7.201903542000000158e+00,7.997864274000000329e+00,8.484029917999999171e+00,6.902748775000000059e+00,6.973359606999999905e+00,7.658538820000000413e+00,7.224602611999999979e+00,7.770297623000000264e+00,7.893633679999999764e+00,7.461589584000000386e+00,7.528834573000000141e+00,7.036353347000000369e+00,6.709628078999999801e+00,9.298129770999999266e+00,6.947698980000000191e+00,7.218570231000000170e+00,8.670736253999999477e+00,7.620377998999999569e+00,6.884322551000000345e+00,6.442095230999999700e+00,7.197968308000000093e+00,7.612820671999999789e+00,6.458486474999999949e+00,7.137538660999999784e+00,7.661970032000000153e+00,6.752241953000000407e+00,7.432230425000000196e+00,6.985499532999999595e+00,8.019628737999999757e+00,7.203354079000000354e+00,7.484483220000000436e+00,7.192426092999999909e+00
7.394670514999999611e+00,7.484994852999999893e+00,7.558899097000000289e+00,8.257242938999999282e+00,7.614297932000000380e+00,8.178399030999999653e+00,7.392954686999999581e+00,8.258537434000000843e+00,8.154269711999999615e+00,7.261406006999999718e+00,8.245617900999999250e+00,7.617059525000000164e+00,7.150306720999999754e+00,7.296485842000000055e+00,8.325237933000000368e+00,7.044297378999999637e+00,8.139233613000000034e+00,7.767496172999999615e+00,7.257018140999999645e+00,8.180608368999999769e+00,8.482986472000000333e+00,7.328728786000000106e+00,7.007896309000000379e+00,8.217814066000000750e+00,7.438290602000000362e+00,8.001211036000000831e+00,7.899971642999999766e+00,7.652795624000000352e+00,7.741754153999999666e+00,7.505639404000000070e+00,7.089098501999999691e+00,9.521133366000000819e+00,7.248756193000000181e+00,7.822597458999999809e+00,8.928785647999999853e+00,7.882900227000000370e+00,7.591197736999999890e+00,7.748683973000000336e+00,6.990231203999999643e+00,7.828584335000000394e+00,6.712124156999999869e+00,7.718396710999999577e+00,7.823605040000000344e+00,6.824947758999999614e+00,7.236031449999999587e+00,7.281489973000000226e+00,8.103500442999999720e+00,7.169028007999999730e+00,7.741189141999999634e+00,7.209390206000000134e+00
7.431275982999999918e+00,7.483004131999999586e+00,7.381072417000000385e+00,8.102234979000000337e+00,7.379190191000000176e+00,7.864178798000000192e+00,7.504033628000000178e+00,8.559453256999999482e+00,7.848366238999999744e+00,7.394813477999999662e+00,7.663729788000000376e+00,7.634864780000000017e+00,7.357907353999999955e+00,7.374002345000000069e+00,8.052025850999999790e+00,7.038655977000000341e+00,8.396707318000000697e+00,7.794127559999999733e+00,6.872961266999999985e+00,8.254362234000000242e+00,8.381383714000000040e+00,7.121793463999999574e+00,7.343821977000000167e+00,7.756556166000000196e+00,7.246190466999999913e+00,8.136041057999999992e+00,8.711869823000000679e+00,7.414358323000000084e+00,8.076364621999999827e+00,7.104321399999999898e+00,7.286564021000000224e+00,9.575394365999999380e+00,7.214443113999999824e+00,7.738036118000000130e+00,9.201922722999999138e+00,8.011997106999999119e+00,7.431098751000000391e+00,7.633051067000000245e+00,7.413716643999999967e+00,7.619694548000000012e+00,6.901615183999999736e+00,7.319140742000000088e+00,7.881289287000000421e+00,6.981982232000000010e+00,7.216195063999999881e+00,7.136498371000000063e+00,8.460317779000000371e+00,7.145929817999999933e+00,7.974117416000000347e+00,7.590176179000000189e+00
7.467987185000000139e+00,7.439520123000000318e+00,7.244809426999999857e+00,7.471734654999999670e+00,8.159750887999999591e+00,7.715982127000000190e+00,7.501444618999999925e+00,8.218709571999999852e+00,7.903634992999999831e+00,7.223754679999999873e+00,7.075902738999999997e+00,7.560044093000000132e+00,7.158998000999999611e+00,7.604456997999999857e+00,7.704125993999999977e+00,7.047192840000000125e+00,7.384649204999999661e+00,7.624494370999999937e+00,7.257438407999999619e+00,7.973446032000000017e+00,8.357436230999999438e+00,7.395655975000000382e+00,7.270248298000000275e+00,7.156120644999999669e+00,7.260794280999999906e+00,7.677425787999999862e+00,8.193337184000000661e+00,7.289215421999999833e+00,7.873872603999999775e+00,7.304541287000000160e+00,7.197692159999999895e+00,8.886376764999999622e+00,7.042177889999999607e+00,7.985450924000000228e+00,8.927144311999999360e+00,8.139460914000000713e+00,7.712919430000000354e+00,7.393163895999999902e+00,7.285565577999999931e+00,7.515291051000000166e+00,7.023204108999999917e+00,7.364684682000000038e+00,7.648119794000000304e+00,7.162219332000000271e+00,7.280196075000000100e+00,7.872943395000000066e+00,7.478530966000000113e+00,7.011739823000000094e+00,7.344393314000000395e+00,7.291226566999999825e+00
