8.127174681256100541e+00,8.109866217917080178e+00,7.247463294728030192e+00,7.454656444352740330e+00,8.763839694295320726e+00,7.585415720202090206e+00,7.681701306215770408e+00,7.897754083397160230e+00,7.308119769318410341e+00,8.051955983317320431e+00,7.789250850638680390e+00,7.921717166751849781e+00,7.737421095283350425e+00,8.588873366236359885e+00,7.000156631608709823e+00,7.548178213114380419e+00,8.341807519347250732e+00,8.137090050630179761e+00,8.798261214063829883e+00,7.234376051095759763e+00,7.609810146248140228e+00,7.930335729582219884e+00,7.325064042125999819e+00,7.615835473890429697e+00,7.598722849869010254e+00,7.610490262807419803e+00,7.764095064439399785e+00,7.838900511873100108e+00,7.477499872112860047e+00,7.176707815286730074e+00,8.325078851041169514e+00,7.796536395987169854e+00,7.332600687386300109e+00,7.303017980266219844e+00
7.846986383220030170e+00,8.141031645994070587e+00,7.214758820154569818e+00,6.909186328538480026e+00,8.610117038563439351e+00,7.418927563897989685e+00,7.638656252067719699e+00,7.744059399389960241e+00,7.369567202496890346e+00,7.974403201818789810e+00,7.818746881864029774e+00,7.983844395187429832e+00,7.648353621372620204e+00,8.539742240758130265e+00,7.166079838116310441e+00,7.611104570297920091e+00,8.166019538141480183e+00,8.163902080675560669e+00,8.292431452137469350e+00,6.756955992308830261e+00,7.246948311101140128e+00,7.872717691732759704e+00,7.221116815348739948e+00,7.153185603630589640e+00,7.666486482665599844e+00,7.572945393517760415e+00,7.746540179719180408e+00,7.695733720813869638e+00,7.386178550196699888e+00,7.530322160811410370e+00,8.140783167508640616e+00,7.909515089119819820e+00,7.236462511641059692e+00,7.208945102272309668e+00
7.752721466292130437e+00,8.240450177686330591e+00,7.500805550547280376e+00,7.374132456677910064e+00,8.618360165591910871e+00,7.579708860552580418e+00,7.636061392190580221e+00,7.876866099462559667e+00,7.359573485034339946e+00,7.814165762161380258e+00,8.066717515687720663e+00,7.928881505402419982e+00,7.776036930370739952e+00,8.386858744076160832e+00,7.025575528969089767e+00,7.460879531896179806e+00,8.099564597283169576e+00,8.061881313450200537e+00,8.167483582453549218e+00,6.904681416873930111e+00,7.606008209887200167e+00,8.174993749763340034e+00,7.350613806314769683e+00,7.172840549663460408e+00,7.427850851580330094e+00,7.256990964550119827e+00,7.437604640098940401e+00,7.749733528159450380e+00,7.399675719793370021e+00,7.453581136674199747e+00,8.121308307080930433e+00,7.765628977735279825e+00,7.316987933566050373e+00,7.306810529278640054e+00
7.533854012399359590e+00,8.324321786677300494e+00,7.510579572984140029e+00,7.232941638334610346e+00,8.436809795081080310e+00,7.607856803139400270e+00,7.297850552448600148e+00,7.828510548361809818e+00,7.110041222262739602e+00,7.984560309643759624e+00,7.942469815453249815e+00,7.826318941171660271e+00,7.756271973153579857e+00,8.370445535219449340e+00,7.137678021801150408e+00,7.747876259806660393e+00,7.849252777827969929e+00,7.870918986230149628e+00,7.720364143342029806e+00,6.912754660965400255e+00,7.377727337743110070e+00,7.980624534667009939e+00,7.365319766372969923e+00,7.183054250808529773e+00,7.642984966846629646e+00,7.398887197909400193e+00,7.145810420523630135e+00,7.708276667037299745e+00,7.108259129454809866e+00,7.521888985891480139e+00,7.843317178927120104e+00,7.748348499084640295e+00,7.270482141592490066e+00,7.430166120152439824e+00
7.391794145490740320e+00,7.761080816534329685e+00,7.396805653660360136e+00,7.713491285267830122e+00,8.088892597123189532e+00,7.376610995498650070e+00,7.326456382576120419e+00,7.135351491289830150e+00,7.258991603543989868e+00,7.708394565939250320e+00,7.708628530860310413e+00,7.151902068365579623e+00,7.563519826690339620e+00,8.354286945701579370e+00,7.180452992392850398e+00,7.570818969514570007e+00,8.159447480838730726e+00,7.309446284947539674e+00,7.798762670518610385e+00,7.187106436811670385e+00,7.676799758018129971e+00,7.909651352163559856e+00,7.163819253709360346e+00,6.975605484796900235e+00,7.502322795047129844e+00,7.142274370189640287e+00,6.626975009521919979e+00,7.931286132048599669e+00,7.342781182297840381e+00,7.385783960136800275e+00,7.853042640591890056e+00,7.914573186918279823e+00,7.375212909859479637e+00,7.145276040893620006e+00
7.580357596032389900e+00,7.603820437061090232e+00,7.667574192727710347e+00,7.623293726964250006e+00,7.483832530286600004e+00,7.383659212603579824e+00,7.618979221869209617e+00,7.495668735752540002e+00,7.134194773639809917e+00,7.609273234860670421e+00,7.614662198486129796e+00,7.248719024242790354e+00,7.764228967358699940e+00,8.265642823273310569e+00,7.487840166817529841e+00,7.296376168444219878e+00,7.852350072199329567e+00,7.447370825584069820e+00,7.548440671816069703e+00,7.321518127803660292e+00,7.770914725307900284e+00,8.030125856171089538e+00,7.117967741612130084e+00,7.529754415999989625e+00,7.647530291549550441e+00,7.014253392554159916e+00,6.600360559444670372e+00,7.776937317729940347e+00,7.441254693647960217e+00,7.290239658149459956e+00,7.572638463881809834e+00,7.893752080777510116e+00,7.407103564555129971e+00,7.338807675927100149e+00
7.632190294773519845e+00,7.862785099811190115e+00,7.499722830150179931e+00,7.853049096445340105e+00,7.789329230955379657e+00,7.329652969367879578e+00,7.493221377308850073e+00,7.500946487922869998e+00,7.277765167710719574e+00,7.679211302394760352e+00,7.691846602462150351e+00,7.120516156702949573e+00,7.648076307199540125e+00,8.308271425919469877e+00,7.313529738293119919e+00,7.320083585333460263e+00,7.973433475927789615e+00,7.480500255582869684e+00,7.877698384158460243e+00,6.808130421457740056e+00,7.436313836335670224e+00,7.992871671248109600e+00,7.064540612143599851e+00,7.108976560189040228e+00,7.565956709876830111e+00,7.199137861856150344e+00,7.109450192032650051e+00,7.809185656194260083e+00,7.619317898555880042e+00,7.244403246256860385e+00,7.777929073514060043e+00,7.626836335823440116e+00,7.280697319666430189e+00,7.209166890628419644e+00
7.624189118100029638e+00,7.934793971429019876e+00,6.996222788161220230e+00,7.740932089983590281e+00,8.032156103743519182e+00,7.391542163320630188e+00,7.387503508804769581e+00,7.545641865123050351e+00,7.145424118382200263e+00,7.814970761035049840e+00,7.885114450400090291e+00,6.897649470149990414e+00,7.565282698297809638e+00,8.459294526259219182e+00,7.289528059205699684e+00,7.364376983768630147e+00,8.248528800375870773e+00,7.661101294720349841e+00,8.175031481997750760e+00,7.120111252131110291e+00,7.474423307347009882e+00,8.194165208381219756e+00,7.226142319346969600e+00,6.809721562042989618e+00,7.617694678407099573e+00,7.806231005794280087e+00,7.447183914428229912e+00,7.962471095855280012e+00,7.488497936254069565e+00,7.348551363897340316e+00,7.905744924896390025e+00,7.789082850042650108e+00,7.337228391219779766e+00,7.142224262359049725e+00
7.825101516929160006e+00,8.127386448406770825e+00,7.114675798349219704e+00,7.886506184148130316e+00,7.844654980131649857e+00,7.214995860953139939e+00,7.642846726117769940e+00,7.555232164955150154e+00,6.997642616635170398e+00,7.749195382851319813e+00,7.984596854372689734e+00,6.782035281270839988e+00,7.766756064031979712e+00,8.491112129207669668e+00,7.373462666559309930e+00,7.346765493159930216e+00,8.378178690597149370e+00,7.551541348957020006e+00,8.254406292538559953e+00,7.256649160114760022e+00,7.654350999768260166e+00,8.399737033621299531e+00,7.274404480178749743e+00,6.748348887720870160e+00,7.617196945759250326e+00,7.609000448483469903e+00,7.090929733597629792e+00,8.163664369754499717e+00,7.718288857253869928e+00,7.289605538929479600e+00,8.020331861264059725e+00,7.516158807569410349e+00,7.538396337625700383e+00,7.057062345361080347e+00
7.785357622930430210e+00,8.000627381549870520e+00,7.252923043884759835e+00,8.379440790633749359e+00,7.416900749911410351e+00,7.352779573400519908e+00,7.710905623704520373e+00,7.491872081170810382e+00,7.045978263890919635e+00,7.833751026958760022e+00,7.797102953207629916e+00,6.987781261215779693e+00,7.778345167894920031e+00,8.580041258460630260e+00,7.265846133544459740e+00,6.918510391178619656e+00,8.294158163392989280e+00,7.479340891463309937e+00,8.299235337281229974e+00,7.265462118818930115e+00,7.637014253913259942e+00,8.220591709877970388e+00,7.028263856241320440e+00,7.829111447394209833e+00,7.793467862951450442e+00,7.530079402959949597e+00,7.281130563621889706e+00,7.864157603643099570e+00,7.509652091916150241e+00,7.238209585287719960e+00,7.822365950928459988e+00,7.425669861469319954e+00,7.417505048683390001e+00,7.085888388324709908e+00
