Entry,AS_1,PS_1,Role_1,AS_2,PS_2,Role_2
Q02790,0.5,0.8732592274432704,3,0.0,0.8708318301477247,1
P14314,0.5,0.0002995823558293864,3,-0.5,0.2257214680571238,1
P14174,0.5,0.6124599396643209,3,-0.5,0.6951195205904313,1
Q01518,1.0,1.909174510752564,3,0.0,-1.5456816946220608,0
Q6NYC8,-0.5,-0.010987429406379867,0,1.5,0.547016673105464,3
