Entry,AS_1,PS_1,Role_1,AS_2,PS_2,Role_2
Q07065,0.5,0.8972497643966397,3,-1.0,-0.7009826261803429,0
Q99879,0.5,0.35526844198495056,3,-2.0,2.6899941913443866,1
P62854,0.5,0.04647455645717091,3,0.5,0.8245885234957249,3
Q7Z417,0.5,0.3333923616258314,3,-1.0,-0.25268884740582553,0
