Entry,AS_1,PS_1,Role_1,AS_2,PS_2,Role_2
Q02790,0.0,-0.054004506335168845,0,1.0,1.702216933226417,3
Q7Z417,1.0,3.6968436690762605,3,-0.5,-1.2940462376441744,0
P62854,-0.5,-0.051839608903232026,0,0.5,1.5059108564507602,3
Q07065,-1.5,-0.1565614660222825,0,0.5,0.8832484531968472,3
Q13200,1.5,0.013356732866015797,3,-0.5,-0.18028484975322412,0
Q99460,1.0,0.29388582837983135,3,0.0,-0.6680293775848134,0
P05787,-0.5,-1.3172051750063323,0,1.0,0.616092465251441,3
Q6NYC8,0.5,0.9624114563345563,3,-0.5,1.4032917746325655,1
