Regulator,Target,Weight
O00232,P05783,0.013212762545852373
O00232,P05787,0.024839753563259834
O00232,P07339,0.0034897318361517583
O00232,P13667,0.014725085640180182
O00232,P14174,0.011637135995366525
O00232,P14314,0.020714045153467912
O00232,P14866,0.02558583681372677
O00232,P17174,0.01964592462807081
O00232,P22061,0.024044256570405605
O00232,P23284,0.043541049965678355
O00232,P31949,0.02041687240955885
O00232,P40939,0.01768658015894417
O00232,P50579,0.0010452109334132657
O00232,P60903,0.06820139875714253
O00232,P62854,0.05694304780240932
O00232,P62888,0.02685811088834995
O00232,Q01518,0.02695559704348858
O00232,Q02790,0.1276430984417329
O00232,Q13200,0.058955065792236284
O00232,Q16629,0.007190170949407121
O00232,Q6NYC8,0.09245342752282495
O00232,Q92804,0.012979487387274865
O00232,Q96AC1,0.008205675063698953
O00232,Q99439,0.010907190386601245
O00232,Q99460,0.036269787773719926
O00232,Q99613,0.07674770926451874
O00232,Q9NZM1,0.04112342187080825
O00232,Q9UMX0,0.09127692755747445
O00232,Q9Y2W1,0.01670563728423543
P05783,O00232,0.03557795294034627
P05783,P05787,0.18763152077542608
P05783,P07339,0.04620053131172278
P05783,P13667,0.0011161023760814274
P05783,P14174,0.17972426985003753
P05783,P14314,0.062351943226826315
P05783,P14866,0.022425464704146986
P05783,P17174,0.01333687754538103
P05783,P22061,0.059008094268438574
P05783,P23284,0.038511058489462686
P05783,P31949,0.07424004887701265
P05783,P40939,0.002944870555225831
P05783,P50579,0.0022839426281187724
P05783,P60903,0.013849594586004607
P05783,P62854,0.019011751525120496
P05783,P62888,0.0049911513799693425
P05783,Q01518,0.004158355303283535
P05783,Q02790,0.01809708979142022
P05783,Q13200,0.01369804875779506
P05783,Q16629,0.009335383512081049
P05783,Q6NYC8,0.021275632424508792
P05783,Q92804,0.001946218545740707
P05783,Q96AC1,0.001470572781074946
P05783,Q99439,0.018263505290046993
P05783,Q99460,0.002163864800946025
P05783,Q99613,0.026334802245272886
P05783,Q9NZM1,0.04716976437662085
P05783,Q9UMX0,0.040111437617242396
P05783,Q9Y2W1,0.032770149514645276
P05787,O00232,0.071926893516634
P05787,P05783,0.023617804631776
P05787,P07339,0.03544694870564098
P05787,P13667,0.01126088477988166
P05787,P14174,0.03483728309153361
P05787,P14314,0.06163156191343913
P05787,P14866,0.020360088228299853
P05787,P17174,0.04631201538235089
P05787,P22061,0.026557602769970927
P05787,P23284,0.03604648587930297
P05787,P31949,0.11910920839101115
P05787,P40939,0.003807294704893378
P05787,P50579,0.020783519226161774
P05787,P60903,0.006410620340082308
P05787,P62854,0.02421474074001584
P05787,P62888,0.013091847472932213
P05787,Q01518,0.0019859304480835376
P05787,Q02790,0.028593455574841144
P05787,Q13200,0.02757815225989874
P05787,Q16629,0.023496905501547007
P05787,Q6NYC8,0.04150731222956514
P05787,Q92804,0.008693397856479998
P05787,Q96AC1,0.030958515843378207
P05787,Q99439,0.032549677101335585
P05787,Q99460,0.023430947824487767
P05787,Q99613,0.053731023223971455
P05787,Q9NZM1,0.09890653577322298
P05787,Q9UMX0,0.05284657421465967
P05787,Q9Y2W1,0.020306772374602104
P07339,O00232,0.09178607511204491
P07339,P05783,0.03334147103144131
P07339,P05787,0.010861356314892991
P07339,P13667,0.09467179975927904
P07339,P14174,0.027149016579814382
P07339,P14314,0.039262412019676105
P07339,P14866,0.006887172327410335
P07339,P17174,0.0431362746928052
P07339,P22061,0.06983097283152856
P07339,P23284,0.008004300107093836
P07339,P31949,0.02912959784199088
P07339,P40939,0.06528788118995407
P07339,P50579,0.019238257367802356
P07339,P60903,0.03130992847669176
P07339,P62854,0.00240188588002673
P07339,P62888,0.01042225985852449
P07339,Q01518,0.08840809256643209
P07339,Q02790,0.024716151094815716
P07339,Q13200,0.02472273564475837
P07339,Q16629,0.02401812633344864
P07339,Q6NYC8,0.011030395279385338
P07339,Q92804,0.02072594189793292
P07339,Q96AC1,0.13533805685293515
P07339,Q99439,0.018838037287830206
P07339,Q99460,0.016422068993317475
P07339,Q99613,0.0022027198299013778
P07339,Q9NZM1,0.01583732952406435
P07339,Q9UMX0,0.022349218664928564
P07339,Q9Y2W1,0.012670464639273033
P13667,O00232,0.0262135408431793
P13667,P05783,0.02721802603384931
P13667,P05787,0.09114292611635239
P13667,P07339,0.025330118890982533
P13667,P14174,0.007799881013828228
P13667,P14314,0.0815662105785039
P13667,P14866,0.012376208462511707
P13667,P17174,0.061353000785393914
P13667,P22061,0.03309385744332901
P13667,P23284,0.10012642383089802
P13667,P31949,0.003403157293999213
P13667,P40939,0.0036269240420011236
P13667,P50579,0.004250972346964875
P13667,P60903,0.13091917879728282
P13667,P62854,0.0556530944246892
P13667,P62888,0.0020112218448981854
P13667,Q01518,0.04032859447031126
P13667,Q02790,0.012964623831332789
P13667,Q13200,0.033523205968830495
P13667,Q16629,0.0005251192819124423
P13667,Q6NYC8,0.11221231688189993
P13667,Q92804,0.01240558774422952
P13667,Q96AC1,0.0017843751527996195
P13667,Q99439,0.010980518478167218
P13667,Q99460,0.011471728333539202
P13667,Q99613,0.06093789394481709
P13667,Q9NZM1,0.0008081868583867258
P13667,Q9UMX0,0.0066655397712929694
P13667,Q9Y2W1,0.029307566533817116
P14174,O00232,0.02659219001646791
P14174,P05783,0.016750420643852973
P14174,P05787,0.043186448106511045
P14174,P07339,0.01203496954015905
P14174,P13667,0.011589440311948938
P14174,P14314,0.02005115042507986
P14174,P14866,0.017247996177503954
P14174,P17174,0.014679829980274497
P14174,P22061,0.036086111520749094
P14174,P23284,0.002232984985058319
P14174,P31949,0.08496651977478656
P14174,P40939,0.016345073469834197
P14174,P50579,0.005931401929509492
P14174,P60903,0.013465921576665596
P14174,P62854,0.08660023670469226
P14174,P62888,0.011179076097030534
P14174,Q01518,0.028138461095016023
P14174,Q02790,0.038225019061905036
P14174,Q13200,0.09024683700431574
P14174,Q16629,0.03457058454199616
P14174,Q6NYC8,0.04972455135799974
P14174,Q92804,0.020148654419462037
P14174,Q96AC1,0.014484516409004644
P14174,Q99439,0.0895290792359747
P14174,Q99460,0.002354353401448673
P14174,Q99613,0.06382370619288241
P14174,Q9NZM1,0.03418491213648229
P14174,Q9UMX0,0.03676510690408795
P14174,Q9Y2W1,0.07886444697930034
P14314,O00232,0.046960859774898875
P14314,P05783,0.042975194752801975
P14314,P05787,0.01925787731008748
P14314,P07339,0.05182882119298251
P14314,P13667,0.037919724373523776
P14314,P14174,0.0038069487250791557
P14314,P14866,0.006212959274916021
P14314,P17174,0.0600024102620203
P14314,P22061,0.014647743602185926
