"","ctr_1","ctr_2","ctr_3","ctr_4","ctr_7","ctr_8","ctr_9","ctr_10","ctr_11","mg_1","mg_2","mg_3","mg_4","mg_7","mg_8","mg_9","mg_10","mg_11"
"P08123",7.91377640098107,7.9537701070378,8.14459664174685,8.28542376830021,7.45011603481496,8.25397347966542,7.68263086712922,8.52644809763171,8.31130909696799,7.15663549879283,7.08394838996112,7.98510733945639,8.23165106027647,7.3582976568806,8.1289159756073,8.18955478797305,8.79850871535441,8.56324987263709
"P08133",9.35808330365115,9.35275098956791,9.27418932278674,9.07875437583099,8.90792453072257,8.68458112701566,8.59253909951551,8.73643523243868,8.82779305439799,9.30574702223639,9.19425480647519,9.25551913795316,9.24818955104251,9.05281450789765,8.59318522408542,8.98738826210044,8.54830293754494,8.94643417802228
"P08195",7.12083409509515,7.80536834246209,7.14737612707914,7.03758686200187,7.46704657692049,7.26852402398767,6.68523776792206,6.91617620357915,7.31970279354219,7.57223869312164,7.751116240294,7.2444998251469,6.95417726867738,7.36040842933499,6.91749660778736,7.27997885804647,7.28834826953196,7.11780426455868
"P08238",9.47842739443071,9.45333549198945,9.426376342763,9.27504296137103,8.99422746485623,8.69690432492507,8.54590157021086,8.84903287522727,8.90534611851403,9.46523593118995,9.00424515607725,9.3343109447542,9.36672883235246,8.94572675627193,8.58376280532835,8.94430038845087,9.07278433698586,8.90974953734756
"P08621",7.77546941205614,7.86249873801825,7.87290562693938,7.67212744650616,7.23266758539026,7.13109895252489,6.84544846513066,6.93807489567397,6.81846541598287,7.81366284239061,7.8399788707826,7.72585196367223,7.56821166349934,6.96250591359868,7.22977108583656,7.30767205566532,7.54302568540238,7.18033435626364
"P08670",10.5100941172421,10.5437248862576,10.5361674298215,10.5519500004376,10.2748139907218,9.94842645667159,10.0527033997781,10.3450276481517,10.405836831771,10.5211745388143,10.5882592906069,10.5163152674122,10.5321223259163,10.2700118256759,10.0412707712982,10.3510101616736,10.5193361728428,10.4685775974672
"P08758",9.61043487623612,9.53819137300939,9.64041250295247,9.54726509717571,9.27649188959427,9.04923678825519,8.9666058351946,9.41639140257306,9.2060647541249,9.54566831099735,9.45978820012296,9.59157342548141,9.63226335268836,9.43532430182984,9.01409707497138,9.21213965568989,9.35487924806631,9.24026384412881
"P08865",8.96540627347855,9.06861023411184,9.17997057872789,9.01582387256831,8.7027235468584,8.85750190268483,8.24508813557106,8.49360755280281,8.49519655220621,8.84980361752374,9.00928927345827,9.1108722229769,9.06785817447417,8.72449094201203,8.27013065409024,8.33461126533195,8.42917674694969,8.33988087720784
"P09104",8.58373627452251,8.67540861248205,8.68201329562827,8.64492527901104,8.3715445699868,7.96360797030511,8.2756842524415,8.44648018113562,6.86437399849868,8.53656529597481,8.68504119346266,7.36986244650152,8.65887529751044,8.68346246810313,8.14946961112447,8.37394811792821,8.49203695057821,8.76047681879091
"P09211",9.15869367710958,9.10358708271587,9.19093577116174,9.03401620222464,9.11366343862357,8.94602442228329,8.74241402022767,9.14109604914664,9.10364074777442,9.06777085034412,9.05480330906028,9.12348345638472,9.29219106878665,9.21225646095372,8.80786255440593,9.05497436348603,9.21390973244862,9.29526758346708
