,Regulator,Target,Weight,Sign
0,O94925,P00568,0.0008468048441990317,
1,O94925,P04179,0.0005775333034708344,
2,O94925,P06753,0.011180617114677384,
3,O94925,P07339,0.003916787931020568,
4,O94925,P12956,0.011658412992517566,
5,O94925,P13010,0.06557703421385164,
6,O94925,P15374,6.348063929168816e-05,
7,O94925,P18859,0.03783918337909661,
8,O94925,P21281,0.0012015720382152083,
9,O94925,P23246,0.01245521932829114,
10,O94925,P26022,0.0578879325394954,
11,O94925,P27816,0.05674765978129562,
12,O94925,P30048,0.038336345243955704,
13,O94925,P30085,0.09478257087943463,
14,O94925,P35222,0.05819300127167168,
15,O94925,P38606,0.00012058754062624279,
16,O94925,P42765,0.0003513858965459811,
17,O94925,P46379,0.04836844879885842,
18,O94925,P49756,0.0009252176289403402,
19,O94925,P53621,0.002264362774758066,
20,O94925,P61981,0.011015867413515613,
21,O94925,P62328,0.0011727355220544045,
22,O94925,P62854,0.02016286106330262,
23,O94925,P62906,0.030276690203756337,
24,O94925,P62913,0.06808478137698412,
25,O94925,P81644,0.0003286006352016297,
26,O94925,Q01995,0.0005559783232886869,
27,O94925,Q02218,0.0009241022612456521,
28,O94925,Q02818,0.056884773377294466,
29,O94925,Q07065,0.0023814721166640386,
30,O94925,Q07866,0.009391604035368276,
31,O94925,Q07954,0.009517251492852851,
32,O94925,Q13162,0.00041593423654540427,
33,O94925,Q13263,0.03867040047502492,
34,O94925,Q14011,0.0020705532636816947,
35,O94925,Q14444,0.048199247919038866,
36,O94925,Q15233,0.0005992071684216952,
37,O94925,Q15459,0.029466822229473312,
38,O94925,Q15843,0.0033396722675223573,
39,O94925,Q16629,0.011330736227991987,
40,O94925,Q7Z417,0.04205212727294174,
41,O94925,Q96HC4,0.02109104692484904,
42,O94925,Q96KR1,9.048912749596731e-05,
43,O94925,Q9UHD8,0.046720975753129036,
44,O94925,Q9UJZ1,0.0017231597091578556,
45,O94925,Q9UMS6,0.0006025931417764551,
46,O94925,Q9UNH7,0.001248503107239912,
47,P00568,O94925,0.002939536951721791,
48,P00568,P04179,0.011127396816993413,
49,P00568,P06753,0.001987678892522681,
50,P00568,P07339,0.0016166098571133766,
51,P00568,P12956,0.027367479533251308,
52,P00568,P13010,0.025918372604978587,
53,P00568,P15374,0.1208991985285259,
54,P00568,P18859,0.021939330858885636,
55,P00568,P21281,0.011252497430579912,
56,P00568,P23246,0.021465746609716573,
57,P00568,P26022,0.036696575468903196,
58,P00568,P27816,0.010789377753751016,
59,P00568,P30048,0.001901123130667093,
60,P00568,P30085,0.0010413344653818226,
61,P00568,P35222,0.009290363819505687,
62,P00568,P38606,0.02657966012675908,
63,P00568,P42765,0.0032870903725036138,
64,P00568,P46379,0.0315417245756101,
65,P00568,P49756,0.039006378320490614,
66,P00568,P53621,0.04453277228840625,
67,P00568,P61981,5.338138824132058e-05,
68,P00568,P62328,0.009101952300446104,
69,P00568,P62854,0.018756146050128788,
70,P00568,P62906,0.03990718847955588,
71,P00568,P62913,0.030649956168516738,
72,P00568,P81644,0.034327294978203395,
73,P00568,Q01995,0.020791875048945942,
74,P00568,Q02218,0.0033465239750046145,
75,P00568,Q02818,0.0005186766903101349,
76,P00568,Q07065,0.020290546722509347,
77,P00568,Q07866,0.010476064284240945,
78,P00568,Q07954,0.006393338985495074,
79,P00568,Q13162,0.011074075873266007,
80,P00568,Q13263,0.010364325652216313,
81,P00568,Q14011,0.02305927427043673,
82,P00568,Q14444,0.010173569529737015,
83,P00568,Q15233,0.011895045094001442,
84,P00568,Q15459,0.032841578866280266,
85,P00568,Q15843,0.01158345552525732,
86,P00568,Q16629,0.0013011351019125684,
87,P00568,Q7Z417,0.04977534536286316,
88,P00568,Q96HC4,0.009136954579206647,
89,P00568,Q96KR1,0.009281729234272097,
90,P00568,Q9UHD8,0.043973933680641314,
91,P00568,Q9UJZ1,0.007953567486609563,
92,P00568,Q9UMS6,0.002809980654784344,
93,P00568,Q9UNH7,0.0030196478627983287,
94,P04179,O94925,0.030593372329184385,
95,P04179,P00568,2.1235146958769158e-05,
96,P04179,P06753,0.02146222861258082,
97,P04179,P07339,0.025946978384246203,
98,P04179,P12956,0.01416748274216852,
99,P04179,P13010,0.016185413561874515,
100,P04179,P15374,0.018248217908302288,
101,P04179,P18859,0.0006981013921026129,
102,P04179,P21281,0.010314953359218804,
103,P04179,P23246,0.01284186891351896,
104,P04179,P26022,0.005290101647159226,
105,P04179,P27816,0.047834945163614646,
106,P04179,P30048,0.0011705433023360768,
107,P04179,P30085,0.0039045352423538403,
108,P04179,P35222,0.04563333768552855,
109,P04179,P38606,0.007358569982483309,
110,P04179,P42765,0.018961927694798306,
111,P04179,P46379,0.022071076995722878,
112,P04179,P49756,0.0014044301368363265,
113,P04179,P53621,0.024028661028423666,
114,P04179,P61981,0.0021219715407835267,
115,P04179,P62328,0.014168837919898748,
116,P04179,P62854,0.011765621267460575,
117,P04179,P62906,0.026004146715295492,
118,P04179,P62913,0.013054714277297015,
119,P04179,P81644,0.01736670540633304,
120,P04179,Q01995,0.011449514850699479,
121,P04179,Q02218,0.07903596302006292,
122,P04179,Q02818,0.09637188303022264,
123,P04179,Q07065,0.006950207667477693,
124,P04179,Q07866,0.022255651187595156,
125,P04179,Q07954,0.009194018368603408,
126,P04179,Q13162,0.04918839173877174,
127,P04179,Q13263,0.018671604520490503,
128,P04179,Q14011,0.008129035873182415,
129,P04179,Q14444,0.01195049923475038,
130,P04179,Q15233,0.013546444086688874,
131,P04179,Q15459,0.03591867775965088,
132,P04179,Q15843,0.0031882586699311633,
133,P04179,Q16629,0.03807539722191208,
134,P04179,Q7Z417,0.01650804479818179,
135,P04179,Q96HC4,0.03631310501045747,
136,P04179,Q96KR1,0.016594211795979936,
137,P04179,Q9UHD8,0.04144174390381416,
138,P04179,Q9UJZ1,0.018220359387109194,
139,P04179,Q9UMS6,0.03284489641567731,
140,P04179,Q9UNH7,0.010762751418550418,
141,P06753,O94925,0.01143685848449907,
142,P06753,P00568,0.03332479556533342,
143,P06753,P04179,0.014986309222363705,
144,P06753,P07339,0.15847691008589698,
145,P06753,P12956,0.011756467861437995,
146,P06753,P13010,0.001812179050160419,
147,P06753,P15374,0.04942539970257925,
148,P06753,P18859,0.02168949373261419,
149,P06753,P21281,0.0061902234120660765,
150,P06753,P23246,0.00017240933934434754,
151,P06753,P26022,0.010049659743705284,
152,P06753,P27816,0.013481765820628901,
153,P06753,P30048,0.009208122574831933,
154,P06753,P30085,0.001232450967039559,
155,P06753,P35222,0.004599889528205908,
156,P06753,P38606,0.00812558014391002,
157,P06753,P42765,0.02685419538194485,
158,P06753,P46379,0.003026134867748659,
159,P06753,P49756,0.00016073229224258754,
160,P06753,P53621,0.008791073319926936,
161,P06753,P61981,0.051277679996014215,
162,P06753,P62328,0.02181281365663352,
163,P06753,P62854,0.005964841934684817,
164,P06753,P62906,0.002147472645892721,
165,P06753,P62913,0.0014683587108900397,
166,P06753,P81644,0.05761787298578992,
167,P06753,Q01995,0.022705250697013464,
168,P06753,Q02218,0.027928560611916776,
169,P06753,Q02818,0.017427011845593834,
170,P06753,Q07065,0.015412005803259703,
171,P06753,Q07866,0.008044878354450315,
172,P06753,Q07954,0.007361010747409331,
173,P06753,Q13162,0.06987823802965439,
174,P06753,Q13263,0.00898329010407618,
175,P06753,Q14011,0.043476142891650894,
176,P06753,Q14444,0.007514579625438486,
177,P06753,Q15233,0.0009621724232606838,
