,Regulator,Target,Weight,Sign
598,P27816,Q14011,0.006274912839072794,
599,P27816,Q14444,0.012725677339699934,
600,P27816,Q15233,0.0017788494181124393,
601,P27816,Q15459,0.05256525997729221,
602,P27816,Q15843,0.0006069556569674594,
603,P27816,Q16629,0.018899287133661433,
604,P27816,Q7Z417,0.011827321329450524,
605,P27816,Q96HC4,0.048306216712638156,
606,P27816,Q96KR1,0.0031869147099237104,
607,P27816,Q9UHD8,0.018576766324179837,
608,P27816,Q9UJZ1,0.040851372092983645,
609,P27816,Q9UMS6,0.0038142235681252724,
610,P27816,Q9UNH7,0.01434883955541793,
611,P30048,O94925,0.03413707612163119,
612,P30048,P00568,0.00462404187809199,
613,P30048,P04179,0.0032891636560082064,
614,P30048,P06753,0.0035176581704251756,
615,P30048,P07339,0.002224723649701469,
616,P30048,P12956,0.01771274026742456,
617,P30048,P13010,0.014518848339297886,
618,P30048,P15374,0.008506585534131323,
619,P30048,P18859,0.0031772845291822005,
620,P30048,P21281,0.006358090652611602,
621,P30048,P23246,0.0031505023258760817,
622,P30048,P26022,0.013589474214415592,
623,P30048,P27816,0.0009158608840536078,
624,P30048,P30085,0.025577279957562676,
625,P30048,P35222,0.027231268991834444,
626,P30048,P38606,0.08698072695257199,
627,P30048,P42765,0.06953767115244562,
628,P30048,P46379,0.003205108704498162,
629,P30048,P49756,0.01646221388442149,
630,P30048,P53621,0.07149085044456027,
631,P30048,P61981,0.0016698891757527313,
632,P30048,P62328,0.0013521234100860604,
633,P30048,P62854,0.009140332494935533,
634,P30048,P62906,0.0017589528380150524,
635,P30048,P62913,0.09010894148604458,
636,P30048,P81644,0.05026782929057397,
637,P30048,Q01995,0.003485701661128398,
638,P30048,Q02218,0.008185071364528049,
639,P30048,Q02818,0.025570776586316558,
640,P30048,Q07065,0.016279748189897726,
641,P30048,Q07866,0.014789710181470062,
642,P30048,Q07954,0.006475490831738689,
643,P30048,Q13162,0.0023546170138278306,
644,P30048,Q13263,0.004841329954777254,
645,P30048,Q14011,0.01241521902153901,
646,P30048,Q14444,0.03811069143687547,
647,P30048,Q15233,0.0009266454439412787,
648,P30048,Q15459,0.007892974741484333,
649,P30048,Q15843,0.009803519616835217,
650,P30048,Q16629,0.036612047682909765,
651,P30048,Q7Z417,0.014234376093014447,
652,P30048,Q96HC4,0.017588335485634404,
653,P30048,Q96KR1,0.10233820900112525,
654,P30048,Q9UHD8,0.00896458985398483,
655,P30048,Q9UJZ1,0.06538969090845155,
656,P30048,Q9UMS6,0.009256907864177492,
657,P30048,Q9UNH7,0.011834341193702946,
658,P30085,O94925,0.04102336061399383,
659,P30085,P00568,0.020551257120960904,
660,P30085,P04179,0.009526491817697132,
