,Entry,ctr_1,ctr_2,ctr_3,ctr_4,ctr_7,ctr_8,ctr_9,ctr_10,ctr_11,ctr_14,ctr_21,mg_1,mg_2,mg_3,mg_4,mg_7,mg_8,mg_9,mg_10,mg_11,mg_14,mg_21
20,P18206,9.009323393381013,8.890739496406654,8.91184447618652,8.831332170149253,8.989685589799322,9.120837060254738,8.939149695524222,8.937121530322903,8.991416591681551,9.010087846998525,9.027838678188946,8.884812350363143,8.876079213847293,8.775515788432608,8.888336777794805,8.851790186602168,8.864760194956592,8.955269125362936,8.965361650033696,9.002382074932761,9.014814449087053,8.928441942385668
21,P08133,9.138618433899493,9.14547610488496,9.084754963179355,9.023417089841105,8.979921507316984,8.852589773309592,8.890985179145098,8.780562118957064,8.911503840522625,8.962089819628146,8.932996024497784,9.146840934035067,9.070813359702715,9.128173014749729,9.157063700382624,9.123916943498132,8.888336777794805,9.061226225119116,8.545715235696314,8.96512641051614,8.67306700813015,8.95789927227338
22,P11021,9.684773571499294,9.600428325732132,9.677880581511591,9.786453274595646,9.7219671637521,9.544526913157487,9.632528150305392,9.779841704615796,9.852376287348502,10.074340942365078,9.791851988564446,9.623166559760085,9.593064431658718,9.671755831890126,9.753774504556974,9.830210019553611,9.647764277555773,9.84846623780176,9.822749801175968,9.813060323751392,9.800820142274144,10.062845113277051
23,P14618,9.431315506535524,9.4979657387799,9.410169639567997,9.456320475374374,9.31896022852754,9.133826214076395,9.463698930919374,9.49795194048344,9.516442820309122,9.549518221241424,9.549677489710556,9.48956476556334,9.502877569254077,9.47093943756505,9.423655392573378,9.522091960012432,9.397035735379093,9.455469185557659,9.54383222047354,9.596487133736543,9.608119360712598,9.44484079328659
24,P35580,8.279507247601757,8.220735530213101,8.111363344325131,8.119552797667117,8.335959106148248,8.135736743509474,7.516773278301586,8.36150118846166,8.521674080333172,8.90188858828864,8.682217302298147,8.339650157613685,8.22970743346007,8.101781431327968,8.090645957573315,8.14050804303818,7.462742301833842,8.377269815439007,8.685392371625692,8.752209837016578,8.71563570812853,9.012795058145413
25,O43707,9.545368977370694,9.5675439155731,9.612571954065176,9.627887925189315,9.46996920949996,9.329743550011235,9.302504092355713,9.360498744468002,9.561566450067122,9.483487447679593,9.531466143487293,9.521020337311873,9.50056577686232,9.6176397726552,9.642978642076487,9.408748606184243,9.302179353813202,9.53644480414908,9.503722606486479,9.535686453823558,9.54913819132602,9.485778193291923
26,P12814,9.291146761731886,9.261167670527776,9.258685162607472,9.17475737631066,9.257966409508178,9.180641902729832,9.289120518067948,9.223210297775863,9.398877073087318,9.294289827100718,9.295501126169624,9.227037844930226,9.160618572399473,9.21929629794334,9.304748959487096,9.147769046260148,9.24878221406855,9.271888052660483,9.38888237082715,9.482287462163018,9.39898106665813,9.32006315959498
27,P13667,8.859582576079434,8.855585778720569,8.823839248267651,8.766063188572542,8.6155607998873,8.499742053124383,8.915515912998456,9.044343734895108,8.995933395477346,9.037187370937113,9.072396966521762,8.727606314999152,8.728386251422904,8.758419816843979,8.895096426495352,9.036628895362162,8.970188753096892,8.932620872235985,9.016113666358908,8.952903786329385,8.97609308687365,9.209220023064994
28,P02545,9.319688893249499,9.276415844653448,9.32602846833701,9.191814171998342,9.149249912590282,9.017492446477275,9.233605219162271,9.224066664334767,9.368435654101805,9.388101201570517,9.366180057989114,9.348129551869214,9.313276515649052,9.190107488314045,9.096388546687367,9.124275932006338,9.153540486438022,9.304705898212765,9.415140352195873,9.408816379979935,9.315676520348013,9.446055386031947
29,P10809,9.1136760118971,9.105816637433685,9.138933940256925,9.093911741049379,9.061979947074878,8.997844904040718,9.091631790626808,9.272166625140787,9.215928229339918,9.238723375395397,9.27616298031914,9.08400399060803,9.05545478494124,9.071513805095089,9.160948480864697,9.267969158685094,9.081023086451333,9.118694507897837,9.114911084081891,9.136117842896477,9.064233296034752,9.631058009180597
30,P30101,9.30558780207234,9.240474363467879,9.298460069461452,9.369030221809153,9.337399354471897,9.408121196675815,9.54451451767044,9.539490112889759,9.507640019563205,9.59781580652951,9.543943942482906,9.242913946818925,9.293428854151601,9.239599751885043,9.338954252377608,9.354338976788082,9.548082170520596,9.449432113117169,9.489466281303129,9.48135662107913,9.475366058278924,9.786396461372304
31,Q14764,8.703437551658997,8.73024917098499,8.727874576159454,8.778990075778468,8.731226030226471,8.666087216430306,8.63099706839864,8.733790903406895,8.852845818014996,9.052309099647324,9.04879127384841,8.69193862058912,8.758707559475985,8.832438653504223,8.74629939854591,8.763293191598201,8.690594738870024,8.782343606643359,8.777085923343817,8.727264651875533,8.772952149678247,9.300095257323717
32,P07237,9.174786417367336,9.18406650569166,9.181700704415961,9.365282020572183,9.364400889249685,9.248855680106432,9.342856758301524,9.712026429180364,9.653038761229755,10.063821056343711,9.629164857207314,9.11230330337593,9.234896745731588,9.281919242436253,9.362463624755213,9.371935583802964,9.437512745264804,9.477483016074943,9.669865214655632,9.600700696065237,9.699560243559649,9.908023671139036
33,P07355,9.594966809551275,9.520876381688343,9.504756220497207,9.524383138517184,9.434457122687698,9.346039856569805,9.376394442037267,9.160768561861127,9.437004965477303,9.187210399650052,9.391623077546976,9.599293428204096,9.595021986784182,9.601647215470564,9.576364389089749,9.531427820568062,9.29530314463715,9.452246574520437,9.398512899363423,9.601897100353282,9.461948495203762,9.219007878256889
34,P55072,8.979170364938069,9.070000903802345,9.01957320209564,8.916048417756326,8.790946308529056,8.803040375459661,8.861588171635084,8.997587319256692,8.957343853304138,9.098297536494698,8.969816471410333,8.965446305077382,9.034788831251184,9.020444155366574,9.024198232206869,8.942841098959134,8.826554206536384,8.834700393354906,9.090081618038822,8.989307402685286,8.923275112587444,9.04292973334316
35,Q9P2E9,8.778802204013239,8.704845175473386,8.655906418180216,8.565020928345294,8.782106974926334,8.410372265301955,8.383546091724474,8.74007042943519,8.786233081943605,8.62346638337013,8.600885810368249,8.813227271481924,8.648096426491898,8.539816028062056,8.562150059232883,8.61340836783607,8.592321127981748,8.88019599804344,8.942558637439602,8.894985821897357,8.774407465921632,8.320229396719268
36,Q9NYU2,8.098851307028005,8.187971701647397,8.098436045340364,8.150817819901667,7.93822442463749,8.01363761245353,7.0600175425316,8.63572495453114,8.208710019906402,8.638768712897848,8.48251628660637,7.942974832427472,8.002382074932761,8.138839312414321,8.121756758487816,8.237468333249568,7.467312062980552,7.733686674334263,8.127914294371593,8.131618664349126,8.333003684755699,8.764422735649093
37,P02452,8.091526272631091,8.069779060881514,8.433737840519429,8.588002641121356,8.203929937244627,8.718252500097751,7.847430749978361,8.81985967127508,8.599184146987167,8.706333658648298,8.754424789277259,8.073718350346123,7.511696239973098,8.35328133954529,8.67909159706871,7.913151312999839,8.726327767799114,8.768874790118874,9.134113329842323,8.929832585743263,8.75947142364275,8.70898995436434
38,P06733,9.348168516025162,9.4979657387799,9.512591018200945,9.563457352807072,9.412242085209915,9.323437744589585,9.617692143352613,9.41974102514065,9.473924693416157,9.421488757760626,9.584376461020028,9.387443219918934,9.46158855777154,9.494210269229326,9.495377802944073,9.52981519664463,9.605197267388379,9.445650899094503,9.454509485685906,9.427778137224173,9.43980621139333,9.411063857460924
39,P53621,8.37489491856698,8.399552586605935,8.270748690228748,8.184350674046957,8.099404372345543,8.458275156139177,7.919778677123267,8.254354692053166,7.82540015020634,7.270399307397509,8.146283113159587,8.450818553829668,8.408307818523753,8.414488672236953,8.348168516025162,8.28515207852509,8.195733648273212,8.146562113157557,8.254137030885468,8.079651477073845,8.322674031751424,7.263801707916311
40,P98160,,,,,,,,7.2265483538414115,7.882011961626659,8.143919938385837,7.945936110894762,,,,,,,,,7.979156695771502,8.083932401638625,8.22130989029693
41,P22314,8.838376774777812,8.856148638247037,8.873971265187858,8.984356262146918,8.894376992584876,8.77961813330073,8.42186705591872,8.863608329772651,8.854937283891722,8.777803675749723,8.730685396203913,8.921259773146156,8.972845932717643,8.936051052897469,8.99357729817741,8.816546193647264,8.462143336829197,8.732827837302287,8.742159316178757,8.778238100595292,8.704613746030669,8.534089594760568
42,Q9Y4L1,8.677177920691877,8.554852434372055,8.591187083070457,8.584772080866149,8.748893182755292,8.43009118803395,8.437401719156304,8.977385180920546,8.702439153314046,8.778404514969763,8.607873031484806,8.530980469795939,8.50605833179034,8.556905269055449,8.691134559489416,8.867491058154675,8.695735524464757,8.745746023055533,8.821323523951671,8.7523558041535,8.675567556920825,8.617010831199085
43,p_1,7.207445853984251,7.477960080114487,7.571464253995603,8.03977092693158,7.761965405522486,7.63045838644608,7.301138555715016,7.311139058288992,,7.2571503820570005,7.902291236804763,7.965300500015835,8.13946977558943,8.041511112959324,8.54318615217934,8.63297327967893,7.826282177412611,8.212533836186607,8.237116270535058,8.286725855353824,8.360650205119748,8.899858788666057
44,O00410,8.57082303952521,8.62353872358549,8.595264683361364,8.515091939823924,8.283617786365644,8.404114997505596,,8.197197827487804,8.166785219735432,7.136276535660293,8.164085057458859,8.472156504015247,8.493346500366718,8.57552267698974,8.647793595035239,8.462832075378275,8.079579166970131,8.036628895362162,8.095901279225878,8.16250466452115,7.7116975874690565,7.734503800620367
45,P07814,8.02246961276777,7.807162809471061,7.667107247680808,7.375901268009488,7.8470356280967914,,,8.037506177691679,7.546986601314178,7.142796035713555,7.57030938543588,8.098885894252321,7.893251179890423,7.60981843458286,7.6100423444394085,8.120080134129454,,7.948207507634444,8.057133367249087,7.853667797932407,8.001127700277035,7.763637602376833
46,P13797,8.882393603762186,8.809970248652032,8.964636703788502,9.03981055414835,8.810387115445836,8.642929233723448,8.763869551333375,8.717578975363937,8.794076561664683,8.613249678937954,8.645058567420241,8.807034150690566,8.841678503368886,8.941357364932692,9.123296172645315,8.833230008967867,8.593064431658718,8.765422658093822,8.67487950375263,8.753874022960144,8.67228262478892,8.703618051075182
47,P24821,,,,,,,,8.046260980192121,8.163280670261907,8.772534400239321,8.683164155812184,,,,,,,,7.212746764784071,7.683056048404344,8.466363368260964,8.988844231201643
48,P27816,8.473048805088538,8.462173304706791,8.564737060271412,8.548008398738203,8.57055461430783,8.550582983999497,8.252221753598688,8.175424829790321,8.471233018649645,7.502577321658626,8.312325482315131,8.42646246149016,8.353088764833949,8.36475730657121,8.482816435838172,8.507896332029873,8.424326168309296,8.731266349075492,8.450664723252153,8.641900263516211,8.321867580630789,8.153906285138868
49,P53396,8.668786475746352,8.603609825420037,8.548057581318806,8.463952681719409,8.4678595832272,8.664181115757959,8.501031861070583,8.683227206041435,8.547159121327418,8.067963089501266,8.399621810671736,8.597695185925513,8.621072371143626,8.523980454684992,8.578283836934505,8.616675022956645,8.333769600873474,8.46536797809504,8.584172858967223,8.641573253178175,8.544278936171903,8.253338005326107
50,Q99715,,,,,,,,7.9262549614379605,6.91747925153495,8.001474096691732,7.7888044930446485,,,,,,,6.955716606131057,7.589066718298308,7.943712103271495,8.03842144564246,8.944566561845088
51,Q7KZF4,8.562827966219992,8.561506853991403,8.431251154695154,8.418881068534358,8.577733007553453,8.357420246145415,8.378906400023261,8.459980197031738,8.508745129469547,8.025182934335449,8.247850566973534,8.638299523672945,8.504742636271688,8.4995083804061,8.363536770872663,8.558156353686574,8.415774383209108,8.587609954556331,8.604506849267864,8.619062010183788,8.516918600197506,8.007235537545952
52,P11142,9.591476434673245,9.652275357482644,9.701239765826044,9.628378711236397,9.300856243118394,9.290435313665498,9.20177935372506,9.3102896237961,9.410068291238362,9.232996110392154,9.422737533946394,9.566755583302415,9.607208316783154,9.618633737597087,9.638938294887355,9.342560843450832,9.255103579956103,9.237493469668728,9.447049444147778,9.431170701483257,9.32547461279533,9.272584149110042
53,P05787,9.38827886345964,9.289967791686733,9.347895693493232,9.318605864055055,9.434377261250225,9.497206180703955,9.514760199518824,9.618968035300037,9.717079393857626,9.257942430573136,9.23011668678622,9.034267397038025,9.14267097791069,9.213358353624391,9.347466625800623,9.520522833630544,9.528582499043846,9.577135486277585,9.604442066260724,9.664811148244846,9.606585564502039,9.182585825457293
54,P04406,9.70385860032752,9.713103958201502,9.73826512242033,9.63912774937052,9.928917920853296,10.131746945100879,10.084897858461355,9.962075602140644,9.96610886596705,9.688660041436071,9.816956798888183,9.630936119064192,9.48732223975182,9.63558426631123,9.804398431861417,10.108057373783854,10.109679769252335,9.97670754000246,9.80315655636743,9.940541386425187,9.974041682005355,9.88286591972163
55,P07900,9.438304964532097,9.501552187466094,9.50044231785749,9.516614689845596,9.289945516176667,9.055569440060989,9.039572736592767,9.14888016912823,9.119189882061166,9.147490820793314,9.223988882570092,9.49602969903599,9.527771635583576,9.499274581892218,9.486430478854434,9.288517501797074,9.217325990227112,9.242913946818925,9.209836595069655,9.125188384168597,9.014520538757925,9.17198958270212
56,Q00341,8.43407365378505,8.381440002819618,8.33310454039859,8.253628730193753,8.34179051989268,8.03450813677917,8.367449107268605,8.264534495078273,8.322880573098306,,8.276116989163544,8.480337571147285,8.378688544748112,8.389980729882017,8.285084503335218,8.50804465434688,7.933431605499517,8.430478187932044,8.424342515757472,8.458879476116882,8.310480891462674,
57,Q99460,8.153265935075868,8.268109729808478,8.181157317880606,7.820083178619522,7.315613531953418,,,7.801177241534614,7.896211956791858,7.992500497975488,8.149434666343168,7.9180041104808225,7.960936692468327,7.948408075047438,8.228117924136845,7.858837851428586,,7.582756316679422,7.869032133168596,7.940307256005959,7.79399980098447,8.475293376659103
58,Q9Y678,8.222248116858932,8.162683865877892,8.108598845973567,8.110488699836669,8.41432141717754,8.415640979896155,8.092790799676886,8.243856232806506,8.102605194126566,7.988402868186805,8.100956103059493,8.288338669395163,8.239974801116938,8.181271771559462,8.186306384269908,8.156821635591626,7.934003275342911,8.376083990362362,8.22385921533063,8.179120729609298,8.094331349277097,7.735415243718834
59,P04083,9.42978456835467,9.349627154065587,9.418582994066993,9.445059047392219,9.342797591459368,8.96337221643029,9.169262864086447,9.21240070278012,9.290702243287855,9.293473048156107,9.328257249731237,9.519145181968529,9.494808327408474,9.431444181617213,9.347212886404863,9.167848798590029,9.16607471735708,9.214366921596604,9.319397574051827,9.3060602815276,9.289923239524004,9.334172172724605
60,Q07954,7.523915470698113,,,7.074670188924007,6.961786412233978,,,7.624952104663122,7.497054109547331,7.836089812050224,7.590284403718162,7.481284935212981,,,,7.026165408839252,,7.163071882003819,6.8035663583812,6.758381941774675,7.836621562520851,8.421422933126056
61,Q13200,8.3278287400942,8.331751125024443,8.412073962537521,8.270585679884825,7.099991233544684,7.636608238426431,7.256092065339013,7.949560763036211,8.282848602834644,8.058046230395282,8.32797162362301,8.42865304526201,8.346216013155006,8.194764024110887,8.183582992351017,8.070555015835032,7.895234642642808,6.7875383996525995,8.131201490026234,8.149988456491476,8.180956951334075,8.234770295160917
62,P00558,8.856837601402574,8.793573881716318,8.900279714681053,8.811809515181134,8.649860368042463,8.860338006570993,8.96844558828191,8.881607168546987,9.20539385261468,8.923565215551527,9.11723814213982,8.730717691759377,8.760603401768634,8.90389268951236,8.876471874753836,8.830081588956675,8.909855439443936,8.582483811047702,8.906981153228854,9.099438915553506,9.113174304634361,8.92834975723586
63,P34932,8.354070004306728,8.334594471932283,8.331892724102216,8.378143427967741,8.516680775406828,7.605983437917345,7.223573811054687,8.206771923055582,8.116009679424739,7.561935763313781,7.956566991363096,8.285579810729594,8.354396592081937,8.441726548210395,8.577422858733517,8.398634324538392,,8.385391754215386,8.305437359840312,8.026819159241226,7.809728013215906,8.194403325910006
64,P48643,8.512270712493125,8.594204646978826,8.436051275202242,8.62799021802988,8.54388187824816,8.507059384802115,8.47149707204992,8.511976891256692,8.572604440549203,8.814513952368237,8.681033088063252,8.452981784371246,8.583957842086457,8.539427408845253,8.579360524934513,8.715234295962324,8.486260411831545,8.410760367244588,8.5715224993026,8.444949934049818,8.519315985590957,8.627611614110506
65,Q14697,8.560229533914397,8.576214614492763,8.464504450901034,8.64901340080603,8.7211178288512,8.84664014640526,8.692996650180937,8.97595999370425,8.727638840330147,9.017617573339674,8.746408431663667,8.616758999363144,8.305759672262822,8.341117839133862,8.612783856719735,8.755402208082826,8.642108232875424,8.75748712996776,8.690957643044936,8.653868285645054,8.786815284285504,8.866907317036597
66,O00469,8.625641648992902,8.54854910102937,8.469394872433353,8.585956782654268,8.699924402742477,8.463773578899398,8.573938608354227,8.993766785745262,8.898055676828436,9.188984699472783,8.958444423867094,8.508866250938459,8.519013748840418,8.363912685794345,8.461168253387383,8.452415170075868,8.395745629992168,8.481069806591158,8.721835337154921,8.742489464581775,9.000477461374455,9.10602081914027
67,P07996,7.2394746634651845,6.996060507127386,7.540341990301657,,7.102399399864983,,,6.810366953681625,7.763015967200501,8.603057721685756,8.682145076373832,6.943766483083642,6.783810710326446,7.35351231653885,7.272839105184126,6.57757221729545,,,7.125416197982755,7.429816854306579,7.952026790508263,9.316452626996655
68,P13010,8.549003262025789,8.500716623555478,8.375261133684306,8.449570956531211,8.373482100188978,8.335437840434784,8.051075307675749,8.282282156319097,7.731749883527264,7.188900373175912,8.205420915676342,8.515423426919186,8.48422863769372,8.365038482195706,8.503191242683334,8.499893186149237,8.220081924933815,8.20720335930803,8.215346702862167,7.898878692908451,7.656069439836465,7.2146054502900645
69,Q8WWI1,8.255248376961857,8.19030367826758,8.224973090428833,8.021313365484694,,,,,,,6.982099290774663,8.1210343024723,7.9966254844226725,8.070813359702715,8.027104865879352,,,,,7.150695051142714,7.020899672862536,
70,O75083,8.927755205316668,8.921951652217237,8.97423066903061,8.892990107155237,8.824847972146332,8.909593466806985,8.77110221095409,8.772681024755611,8.70024495684962,8.74195481275146,8.865477082433042,8.882365134582967,8.989952347267186,8.949892326500535,9.054842779228684,8.844725627973226,8.76460946312095,8.754394209465818,8.821605224949169,8.761619665547707,8.809263350635993,8.582358855465685
71,P06576,9.159927952895984,9.188337779040753,9.208575708947574,9.131394081817373,8.973488076183207,9.061150780928548,9.05766610390983,9.219715475855502,9.224118511106381,9.51859289533341,9.151001907992832,9.058805486675906,9.110657037558031,9.22300243921041,9.249418507235987,9.117039167877678,9.037147503632555,8.924961213159515,9.111262513659065,9.082030981267012,9.086003705618381,9.504851298180531
72,P08238,9.256140226634534,9.243831461981921,9.233833414884433,9.21850924719893,9.066921972093997,8.865151371179634,8.842727780832771,8.893728481512166,8.989792312449381,8.901114891385685,9.010384771498376,9.303606390634641,8.883354766093985,9.205880729887538,9.274434970074042,9.01598810538413,8.878590725662752,9.017784353096678,9.070037866607755,8.92836512278642,8.822952240547481,8.941277824729056
73,P08758,9.385051881670654,9.326806774068437,9.443497677808585,9.489072120779062,9.351467757109761,9.224299926079826,9.27804443653288,9.463952681719409,9.293362554711445,9.576916955965206,9.421916374871955,9.382665297166932,9.332781719862915,9.459603551836237,9.53735308003993,9.509431038243717,9.32370575761771,9.28782411566678,9.35204738325048,9.259569989643559,9.293671865542379,9.615834364595674
74,P19338,8.709219064108936,8.838364172651355,8.808305521305746,8.956811708921812,8.770115294787102,8.604031549319823,8.49404322217993,8.801520329527163,8.594503043820088,8.531440595250219,8.573961775051052,8.70230988233115,8.860212192705761,8.857356623232302,8.842927356099024,8.718924981914268,8.565410944234317,8.530545458789007,8.733462095950156,8.580856577457995,8.202570046097483,8.34964656951508
75,P19367,8.160648574436161,8.112839510845115,8.089021500795006,7.8228542977960265,7.428847230144254,7.2998775876710535,,8.169938808941815,7.983030584144306,8.418814847441423,8.07838430874819,8.055875039146096,8.076567630444938,8.011739561388318,8.1364986081567,7.937457708473554,,7.96332496274098,7.982474760879849,7.877446217774434,8.099335277685958,8.340899983858712
76,P50454,9.324200116785377,9.311308746000808,9.1929296788902,9.252343224380086,9.455438751466414,9.488452001991119,9.436957330669449,9.607369228176479,9.549897918901907,9.473165692313549,9.597486762305843,9.3432707006508,9.192623200012946,9.157517208532612,9.363085243039334,9.384245857819979,9.402948829344405,9.390334447511853,9.541242160549285,9.498131284151583,9.63183932444855,9.77387417237911
