	level_0	Symbols	ID	ctr_1	ctr_2	ctr_3	ctr_4	ctr_7	ctr_8	ctr_9	ctr_10	ctr_11	ctr_14	ctr_21	Mg_1	Mg_2	Mg_3	Mg_4	Mg_7	Mg_8	Mg_9	Mg_10	Mg_11	Mg_14	Mg_21	Sites	Effect
66	66	YBX1	YBX1	8.713213245341475	8.669939511767957	8.893778401374506	8.60985042877394	8.573347439656937	8.046065730230687	8.205988850752451	8.200221026191876	8.760497875226527	8.645363311345259	8.645058567420241	8.856003453997221	8.606359864851589	8.68278566209135	8.480495608739412	8.352491239988165	8.502822994219365	8.61106446479997	8.720465269808178	8.87464993655673	8.5429871684208	8.576352869800544		
67	67	BASP1	BASP1	7.976794593624339	7.804514250082592	7.8457304085026545	7.731274412396142	7.824477294394357	6.939529236285058	7.45250710370913	7.159025491224905	8.274942566083686	8.16387665564692	7.957765270646993	7.960798871744882	7.789164548963006	7.631372733732714	7.423180315104786	7.458849280081279	7.721901255455373	7.80962704189405	8.121100029976308	8.417471693203293	8.104964845527823	8.011612729219424		
68	68	LASP1	LASP1	8.28744340112945	8.345393337090858	8.405773101373358	8.294311880902013	8.419922721037603	8.330454359721998	8.610021024664146	8.365150901493603	8.36218077659253	7.6277242065126725	8.397783634509514	8.257534585980679	7.9065666755896835	8.404269108905424	8.480121972617974	8.485053860060685	8.48137095683255	8.652565415698534	8.487435348319549	8.476672251730177	8.376631696608534	8.009153331907708		
69	69	OTUB1	OTUB1	7.749720859974408	7.8005864954381545	7.990316651025644	7.965648469800588	8.36189774409588	8.257198426139345	7.481628919507578	8.363837528836141	7.858398826871144	6.968305458630811	7.766018531042229	7.855688721521717	7.9600567399283495	7.893562040517563	8.13833428207102	8.380681472737827	8.17906322239498	7.547774705387822	7.635332923933763	7.873320601815399	7.620063145703663	7.584082338518372		
70	70	PARK7	PARK7	8.067480023931482	8.056447458474917	8.163101715043975	7.7436900300745615	8.075108796416501	7.64846735140684	7.898708730729365	7.971275848738105	8.1773921920761	8.085540306036949	7.959728084371596	7.847196189719209	7.379994040165742	7.8530590733504395	8.027594211826226	8.072286669509891	7.934165027520354	7.99004567368463	8.039414119176136	8.361293324243576	8.093561757565288	7.988077131134809		
71	71	CDV3	CDV3	8.27932466544261	8.220892249219519	8.350984143686027	8.217273326129321	8.118958777766434	8.07382828440111	7.938079203279628	7.553603920969493	8.167080919673257	7.587643627320985	8.135514280998786	8.096388546687367	7.97776017591595	8.24039946573864	8.325884943969	7.453195986339536	7.758790817827381	8.152685756036785	8.13023724788523	8.452108584004117	8.035709837827861	7.777093179301813		
72	72	PFDN6	PFDN6	7.612476564128437	7.6521302556954005	7.686081877334635	7.841340696512393	7.929980590515514	7.966676641791788	7.466986182866968	7.6070258784347855	7.54206568075828	7.517446633919386	7.5071674686681344	7.530775813010409	7.6556377784532454	7.5496039884441215	7.733662617918564	7.827000741951291	7.307474643569412	7.652420410806234	7.413299764081252	7.6182050422592695	7.396530610090025	7.220813896785491		
73	73	RPL12	RPL12	8.527397871520467	8.471218344307873	8.414505394200718	8.501593239327352	8.39866901121082	8.191059581827398	8.410034503205365	8.231265648430266	8.349160922692949	8.29804484260098	8.182471717605374	8.550460730175386	8.600482813465959	8.544985297642722	8.394083775678256	7.8262562609882025	8.403223503703725	8.344195715871434	8.299180310745347	8.28438560999577	8.22081389678549	8.130783914588957		
74	74	RPS10	RPS10	8.062393937253194	8.098401422270078	8.032215703297982	7.838786144946595	7.6497436431317345	7.703540703368265	7.562102447054804	7.727508724388225	7.7448794713710285	7.317352849677771	7.8657729717464875	8.157849480452901	7.961278679085043	7.924393014962341	7.695761776133511	7.457109467418195	7.6604195757954745	7.735055692020228	7.85929444704148	7.688117134324986	6.960908181424043	7.208199417133797		
75	75	RPS15A	RPS15A	8.40031344514033	8.372175286115064	8.222456336679247	8.156851901070011	8.226058310427113	8.236007926032121	8.280259588686137	8.019407108018884	7.472390727626629	7.409882424518243	7.77136697085778	8.319688893249499	7.938299520082884	8.331022171041829	8.404114997505596	8.342383197710955	8.231342137903896	8.171814181051147	7.782436789809906	8.082857148596409	7.62155015432547	7.572302233692734		
76	76	DYNC1I2	DYNC1I2	7.221309890296929	7.336459733848529	7.4533795039767075	6.889357736888932	7.063408424975945	6.459603551836237	7.340364784402067	7.237794993273923	7.923777489555193	7.946506302819625	7.920112886394044	7.809573180922052	7.283346465356046	6.99415431671742	7.070960915800934	7.3577062107846425	7.269396182694991	7.43657606399906	7.795435071943661	7.879021291480248	7.892089034776816	7.888134545203536		
77	77	TPT1	TPT1	8.615139594333925	8.537542065326809	8.651791496206709	8.312008007838724	7.9209108146244525	8.114510904848874	8.373095987078727	8.323623309685443	8.223158342460344	7.4850538600606855	8.22927217882129	8.366497668129632	8.087142279383809	8.458954957021865	8.556193913572846	7.9487307452239975	8.41703967508872	8.261072451390822	8.535863520712452	8.532308393275416	8.08912762904428	8.29556709996248		
78	78	S100A11	S100A11	8.346665866742201	8.65582968092727	8.459633695475459	8.192232822924277	8.262783209850763	9.029261995804175	9.1271372071915	9.022057020601165	8.80962704189405	8.427258840270405	8.774407465921632	7.852516589944497	8.304684365974387	8.48404345874591	8.748397368526343	8.62009439403249	8.96037087355673	8.568741322390673	8.809276826115209	8.73475183859682	8.87261655578322	8.81134036986185		
79	79	HNRNPF	HNRNPF	8.205366787866476	8.227552503379865	7.945443964565363	8.354857239474118	8.135736743509474	8.44244841093007	8.437972408439348	8.25287729256376	7.89871969803869	7.712076998120074	7.859894500306365	8.190331698170292	8.006337660374552	8.098470665650629	8.19835462473694	8.379903507451504	8.291413254570214	8.044814047528638	7.8099769754858555	7.6522947007252045	7.611797630776316	7.346724508958818		
80	80	2011-09-01 00:00:00	2011-09-01 00:00:00	7.97387106211422	7.865565870396205	8.029464946638235	7.817419919352118	7.624117011929127	7.693287157005655	7.181815014999474	7.761995456864509	8.109679769252335	7.860601498446424	7.9990783183702705	8.092931075673553	7.772915521064707	7.715894756440359	7.469439079183608	7.541654115851241	7.166755638665237	7.745051357794347	7.916074762424058	8.071587470514975	8.031610414723481	7.7891786627221276		
81	81	PSME2	PSME2	7.309949384259016	7.367989193531104	7.3070251187186726	7.603263489432861	7.950686074520155	7.231316642909501	7.798850830461413	8.124699808932117	7.724447914464339	6.985659951261867	7.691991583330882	7.454097535646714	7.492732459223175	7.481041114721699	7.64301816471217	8.21412826182341	7.81342085048308	8.076713244690024	7.6341042818288924	7.705333344121764	7.65628990119136	7.593894981695562		
82	82	RAD23B	RAD23B	7.786225977095757	7.927031419511874	7.951347234447463	7.67355537811554	7.814833364847876	7.318313817223999	6.941928631912614	7.3127695570523	7.710185086066562	7.392010683195499	7.624323357009221	7.949902074536133	7.65861231155614	7.6874219350140915	7.531376718081458	7.784724248545718	7.087497472404264	7.665834177482882	7.81665881758969	7.857700284590165	7.888432243793681	7.270911639410481		
83	83	YWHAG	YWHAG	8.062318695658776	7.89289563792877	8.131618664349126	8.254306332331286	8.166962663857166	8.144138137663589	8.035349676522989	8.03678853310772	8.208253193072686	7.800029359244134	8.082066934285113	8.194431082563701	8.051538390515327	7.983319511876811	7.7672375206157716	8.218588016489417	8.117171827514266	8.034106829707644	8.241073080752987	8.390634881151877	8.302114376956201	8.157698479275517		
84	84	CALM1; CALM2; CALM3	CALM1; CALM2; CALM3	8.774575354338735	8.573440225232272	8.88165279790042	8.695253962436349	8.566849787794398	8.160558562107559	8.517433440897774	8.399067708949072	8.502863926138332	8.479229694812041	8.26839073562993	8.64281063073728	8.51642959675787	8.738312726770033	8.755074101758472	8.549076865022643	8.74592536276065	8.763645086535167	8.598440304561372	8.330271691167505	8.38298906196446	8.71307032585564		
85	85	RPS21	RPS21	8.006423252507643	8.11590992187706	8.170965406310842	7.837354815877495	7.886146537347659	7.6850516922326335	7.9344782510304475	7.950306425179196	8.076276255404217	7.480438147177817	7.998943380095222	8.02007110353384	7.836526654818224	7.93724700036772	7.682262437401948	8.156033991923621	7.638299523672946	7.989565495461619	8.14307728417362	7.986054780769695	8.050920836935402	7.911466567282492		
86	86	CMPK1	CMPK1	7.813340759292092	7.830177915464808	7.871169975552317	7.9264196248058605	7.799891684656865	7.717803599687921	7.836077143385893	7.802034453858453	7.863305012035277	7.746252661685883	7.190471770573345	7.90970041350142	7.862608363964942	7.702016725569145	7.9011312513553715	7.7642658225049725	7.865897185168377	7.7376457905618885	7.807906927924279	7.7607164374741995	7.841265592625782	7.75264759133031		
87	87	RPS5	RPS5	7.534267313772363	7.756400262626286	7.520077215158784	7.659840168122544	7.782486957080988	7.4389535077043965	7.750060756064396	7.865074349177635	6.963698126830986	7.394626764272209	7.452200582553092	7.363818737564178	7.8464793790401135	7.675906595366384	7.75781341900478	8.12339424810553	7.724087361278406	7.476947502174075	7.80349808489347	7.550277284887933	7.44399792707814	7.308244176740606		
88	88	RPL11	RPL11	8.443200381940077	8.205772582098419	8.141292960081593	8.321701969500738	8.245339902695324	8.018076063645795	8.085718595165403	7.947757116527084	7.96124069386805	7.79590781130152	8.222222082360712	8.304339704892339	8.388935581235241	8.217088951479171	8.289588952542596	8.209085869762749	7.916190659980537	8.280008953108187	8.089728533074735	8.138776215729349	8.022180839413666	7.562602114778459		
89	89	NXN	NXN	7.296994076670209	7.2473102774556555	7.379232978167667	7.375645327492456	7.578765240209975	6.912923165600507	6.921686475483602	6.978937930575027	7.296511624661298	7.0246498311794445	7.173594138754633	7.469188514747329	7.364475948787014	7.285849740493442	6.954358305862328	7.184691430817598	7.035669834651681	7.283662990058831	7.136625455760932	7.301529147360923	7.112236230868939	6.647363406859503		
90	90	H2AFV	H2AFV	8.138113146487168	8.115876664268445	8.133187498641167	7.795845272395707	7.5646068920356475	7.723044991643445	7.2712140972088335	7.273603076590536	7.416091051942552	7.798643740867619	7.680018063249191	8.376010910646249	8.100887254853593	7.837411654505375	7.485792383835206	7.6066929993140615	7.259522207216192	7.4336738466370615	7.329601248356519	7.350635608258955	7.449987220643427	7.051576958472539		
91	91	RPS20	RPS20	8.34537373055909	8.266936911159172	8.472083283223357	8.058350092210654	8.174728333311894	7.890286853065556	8.101884487167542	7.916937982863775	8.388793672323501	8.106564834846765	8.384084473382558	8.66468897458024	8.199316274253103	8.035989756936427	7.941267881179236	8.200111459623802	8.02444461713135	8.16387665564692	8.156367400133522	8.2520759437998	8.178286128777568	7.882831793618027		
92	92	RPL19	RPL19	8.199618067707931	8.102913702789222	7.974235277443026	8.003632837004409	7.810299741040169	7.163638359628923	7.681774729867794	7.698596350387344	7.735646797183503	7.783152915756492	7.791360768667628	8.101059354908115	8.280919662709337	8.18346914623151	8.058615797010562	7.591220479634285	7.687038207728654	7.793971884645713	8.044618145823884	7.965925705547629	7.865133598083853	7.547676270554694		
93	93	HMGA1	HMGA1	8.027349607774756	7.589670402034894	8.071476967698917	8.074121305906298	7.77584336832537	7.820549543971786	7.341038631677523	6.870158008613836	7.739983503368378	8.642029018195423	8.158663980813989	7.940282341084812	7.6004174273649765	7.646932792140526	7.515728171743949	7.4760196460713155	7.91270020819086	7.808568797597459	7.779408881695875	8.069149889848779	7.558012181565552	8.076931574555655		
94	94	TMSB4X	TMSB4X	8.299616239998413	8.168968646554767	8.496818985699855	8.497731108097367	8.327134064918578	8.011824095594308	8.162892840714255	7.935098978222938	8.789192776022594	8.3241795297179	8.715543750605143	8.459452802248864	7.981524147187821	8.004278372200162	8.070000903802345	8.515940042093318	8.221909546588135	8.562114350588686	8.455758203104137	9.149619341533153	8.642009212267617	8.391323326974092		
95	95	ALDOC	ALDOC	7.852937225981497	7.763689988776926	8.067554376693504	7.662757831681574	7.830043052370365	7.895207002932124	7.8312104768719095	7.580845176707686	8.080121199509481	7.714866008594847	8.026859985984562	7.910917748015453	7.713943921487289	7.562566443285449	7.93633777735778	7.641077313325375	7.699082906224704	7.838912027405999	8.184804957019239	8.450772410377386	8.088525892431257	7.99150517530131		
96	96	RPL37A	RPL37A	7.70963454740572	7.655896826765073	7.682596291460554	7.683857205400346	7.50018156686907	7.525860772931853	7.399379478152629	7.308137378638039	7.102021856924153	7.258086284327979	7.286299250942829	7.7206801443421424	6.9506130908015855	7.730184507745428	7.62394154149401	7.240873600020581	7.276967038147092	7.3799216155042044	7.408528268276236	7.036828433377113	7.223521899211224	7.048985302570711		
97	97	ACTC1	ACTC1	8.896283650304548	8.935250240611644	8.953339203255743	8.980671352785915	9.297760511099133	9.325987466214443	9.421406475408416	9.493499875095045	9.586024382386976	9.04630001965297	9.655032730813671	9.163757523981955	8.848755486424078	9.087674960036757	8.892534242449836	9.27293177938707	9.529520181405683	9.400900469654637	9.699941736041831	9.802589025376433	9.691797355026257	9.831594655305475		
98	98	HSP90AB2P	HSP90AB2P	8.077694865886587	8.325392500017264	8.242963591821484	8.384998193262398	8.570893036218392	8.726702763996299	8.307624381848118	8.412174843950728	7.645942717729486	7.802869464702927	7.987844950171298	8.047975405279086	8.294444180196873	8.285759782545442	8.361822237600816	8.711562605985998	8.397053143018109	8.319147716254982	7.780029127337339	7.653540523484712	7.596893853733629	7.761672295911301		
99	99	HIST2H2AC	HIST2H2AC	8.837702046930868	7.90025239420509	9.068260093774699	9.075108796416501	9.023046584075505	9.349044286602036	8.871882201849058	8.926182901577803	8.86223874654393	8.817452980495236	8.920295548363157	8.975027197715118	6.8292909046557355	9.270259475526624	9.15633710087081	8.753521778452294	8.844632475043564	8.695367834387964	8.761672295911302	8.751863929554984	8.884030286857412	8.744199071460098		
