	level_0	Symbols	ID	ctr_1	ctr_2	ctr_3	ctr_4	ctr_7	ctr_8	ctr_9	ctr_10	ctr_11	ctr_14	ctr_21	Mg_1	Mg_2	Mg_3	Mg_4	Mg_7	Mg_8	Mg_9	Mg_10	Mg_11	Mg_14	Mg_21	Sites	Effect
54	54	TPM4	TPM4	8.545381348494361	8.55348251470629	8.672402681103991	8.598473148016579	8.308799103911129	7.928319024503722	8.40257086822233	8.495488833107508	8.997220324581923	8.681837982120147	8.889833737464764	8.639376905735658	8.458229798223568	8.473486970064569	8.3877278748679	8.58514476406575	8.528415301936139	8.562328558426488	8.91643289133729	8.952152876786068	9.04363730959257	8.931539229715453		
55	55	FAM114A1	FAM114A1	7.880453435716848	7.921670871808735	8.007107382974057	8.027145665774341	8.267030853292765	8.199316274253103	7.4452460350806176	8.162713725583078	7.888280611520539	7.7630984037509245	7.775544916652871	7.901196685071977	7.899021190562832	8.114977744785307	8.149188310536008	8.019324037153691	7.492858129197113	7.921384705036814	8.028286509426277	8.264510876071773	8.008813009052089	7.622317660833844		
56	56	SPARC	SPARC	7.646511551195713	7.537605042151777	7.659021982916067	7.850652360590954	7.905623207245211	7.297344614534694	8.070628844051427	8.13681565772685	8.141982515552805	8.376010910646249	8.18287096398891	7.744144280277382	7.68419882272141	7.6695121296915465	7.7214478649502984	7.793867182390594	7.999104430613782	8.050573076755148	7.763592694718173	8.431797841638305	8.69886576115068	8.372985605966962		
57	57	EIF5A	EIF5A	8.474157965602188	8.483273407582981	8.35224042018223	8.554634506217326	8.321784782959902	8.330961369611591	8.15265519881729	8.125741439128715	8.261358046194124	8.062205808819712	8.298634783124436	8.455012450100254	8.481055460893371	8.547503955893324	8.467030635465846	8.252853030979892	7.810743152365379	8.199179026051127	8.231342137903896	7.971934215022659	8.182785442084683	7.9864089244840155		
58	58	TMOD3	TMOD3	8.073204956488595	8.072433725968388	8.144231618090547	7.9503453788505745	7.96934600954804	7.577043486916584	7.724161135149409	7.943885106316829	7.968557659457595	8.239599751885043	8.20349523519329	8.070074826267529	7.391429144919444	8.018866863150906	8.09760432887441	7.685571569285352	7.474682370353251	7.993317168990859	8.004149341900058	7.967482452712152	7.976693793098472	8.457306491666998		
59	59	RPS2	RPS2	8.478653057295336	8.386659455414193	8.257222446187575	8.344883279369864	7.680426170858145	7.894985821897357	8.108023509346088	8.063370893585704	7.40112471067897	7.269185932813952	7.434089638417891	8.311669112400612	8.315487527750822	8.469424344100162	8.326479236380962	8.000520840936186	7.825601358207652	7.4287015996230545	7.902731546167194	7.1745830891776	7.25589936673046	7.216192302363926		
60	60	CNN2	CNN2	8.068297205031454	8.195733648273212	8.089481202687438	7.931666322689401	8.63297327967893	8.722625697181641	8.63811969986024	8.48297357411599	8.447390626803587	7.849210509072009	8.292056604621468	7.692705948901278	7.400658849764974	7.870076012109881	8.26283063485566	8.557242454229144	8.53356871319458	8.79165556727351	8.456457134303779	8.55201080276033	8.345863628503764	8.181042834030753		
61	61	TPM3	TPM3	8.529160761721135	8.316515493818436	8.651956069533075	8.463758650329817	8.457912160103358	8.142264291170022	8.262901762654138	8.295259136481679	8.635423423947685	8.349957098719464	8.563386147262673	8.477714385297958	8.21685178328438	8.247826022935442	8.336199479466632	8.4342814081363	8.308692442201258	8.7997746269329	8.592010116293137	8.755722444903459	8.736938036523092	8.877037144635965		
62	62	CBR1	CBR1	7.9683381595938	8.04590946703501	8.113174304634361	8.151553704542975	7.790073948426305	7.3846221884515435	7.389325591817493	7.763532810615641	7.870234134365094	7.715326319026051	7.810192179172952	8.036309443724438	8.114744387545127	8.004063300397666	8.074011446008946	7.882621290036535	7.344470871908455	8.010511962737214	7.869859232510904	8.034949146676372	7.937593109720719	7.516297339095703		
63	63	NAP1L1	NAP1L1	8.632639475428075	8.763285701373183	8.757722386256576	8.733052743823059	8.4703369751938	8.23552844690755	7.635403314463186	8.298743943482407	8.482887869376485	8.562934907501182	8.510920164345238	8.581904168221197	8.529558673021164	8.626884178239356	8.683083077779296	8.527178618803964	8.228169289539851	8.343467677469263	8.454311188147566	8.523928468273402	8.338954252377608	8.417853505168477		
64	64	RPS16	RPS16	8.42499590961736	8.447452631226993	8.301138555715015	8.301767669438014	8.07051809701987	8.477150206720067	8.103666913746792	7.837285336339828	7.992186664642423	7.6500353966070485	7.888044633815212	8.580993363122719	8.553470372213122	8.445526365746389	8.079976723632598	8.027471927021278	8.158573556172255	7.971401107927139	7.982998971008745	7.973783420439004	7.964089840210232	7.335979142340353		
65	65	RBMX	RBMX	8.253943462669259	8.333830010445647	8.279050648199027	8.170026898151116	7.929720272605199	8.00552369267328	8.155001836231254	7.864943973124559	7.980253416828985	7.358658068619549	7.9787236161559	8.18791535464999	8.184890082199722	8.047469574619857	8.157698479275517	8.091174360706882	7.930281548067035	7.928319024503722	8.072727689585266	8.031448861859383	8.030235296012245	7.5900947140528165		
