Regulator,Target,distance_score,Difference
SMARCE1,PEPD,0.6455176918022891,0.5363776664106116
SMARCE1,PXN,0.5614375664064388,0.5760124387807644
SMARCE1,CKAP4,0.6994710532155956,0.4007498114845729
SMARCE1,DCTN1,0.569740500046538,0.4727958271855841
SMARCE1,SF3A1,0.4383083485023818,0.4633338413816956
SMARCE1,HDGFL2,0.6907437301398055,0.7410477356996383
SMARCE1,RBM8A,0.6319150103105456,0.599189805497666
EIF3C,ENO2,0.5831242012780724,0.5560015924969869
H2BC14,ACO1,0.6865611543627701,0.5073357354095785
H2BC14,S100A10,0.6902157582065623,0.5505546686887687
H2BC14,NUFIP2,0.6520062138260465,0.4213606295106901
PFDN4,KRT8,0.6692744314689103,0.4777029965342269
PFDN4,PEPD,0.6939942811679638,0.5176032882822292
PFDN4,RPL30,0.6401594486395493,0.9474437067440804
PFDN4,RBM8A,0.6632571248546817,0.4042826614452589
G3BP2,MYL9,0.6679149242985732,0.8697554721922148
G3BP2,RPL29,0.6397915004768884,0.6342950335348434
G3BP2,TMSB4X,0.4602487947361625,0.6138557551981049
G3BP2,RBM8A,0.5035519211789656,0.3686211628364792
RBM8A,ACO1,0.7111873459189778,0.4622141807420006
RBM8A,S100A10,0.4171044688322917,0.6250053680752548
RBM8A,UBAP2L,0.6267316269272387,0.4357429783962444
RBM8A,NUFIP2,0.6433885444102767,0.4437146867285161
RBM8A,SMARCE1,0.6269228455629595,0.5300494606857857
RBM8A,PFDN4,0.6533081694704681,0.4345513272933059
RBM8A,G3BP2,0.4989104654429369,0.4533232110067836
