Protein,ctr_1,ctr_2,ctr_3,ctr_4,ctr_7,ctr_8,ctr_9,ctr_10,ctr_11,ctr_14,ctr_21,mg_1,mg_2,mg_3,mg_4,mg_7,mg_8,mg_9,mg_10,mg_11,mg_14,mg_21
P61019,7.836068304,7.980390437,7.764125444,7.595037624,6.719390993,6.840709953,7.525908828,6.831027852,7.369590356,7.2774295,7.478860498,7.765980244,7.88590239,7.588689794,7.690860717,6.976831,7.292898985,7.061402187,7.389745967,7.3515637,7.188410316,6.695550694
P61086,7.689162259,7.434301645,7.490538705,7.576361802,7.433372421,7.352259364,7.157948442,7.222577766,7.687526929,7.078859834,7.159543701,6.707568877,7.638721009,7.583491651,7.38696406,7.278429443,7.037561114,7.21782151,7.28575041,6.583017082,7.532099209,7.706949031
P61088,8.180282362,8.26573996,8.251462714,8.097756522,8.131579461,7.95856588,7.162867412,8.16137675,7.732090244,7.355225097,7.964256329,8.024748864,8.006410019,8.11732435,8.067411129,8.08852405,7.748718644,7.971596649,8.030922947,7.981464021,7.89851581,7.694823212
P61106,7.482285317,7.528561049,7.382673999,7.315262864,7.066791375,7.171719239,6.759840845,7.299314214,7.029278796,7.110005621,7.181007007,7.247530453,7.237711808,7.48161116,7.284148648,7.330363812,7.057273569,7.015429597,7.131668595,7.372800073,7.164151747,7.161322461
P61158,8.802079698,8.736987684,8.732855719,8.355122426,8.30430148,8.343986485,8.154460383,8.349142463,8.373320463,7.826709319,8.455347297,8.512631785,8.505579933,8.612495677,8.60509771,8.510627932,7.888651758,8.374500558,8.337421874,8.397819343,8.371402123,8.628594782
P61160,8.6586734,8.663183076,8.56502843,8.303202432,8.329649003,8.186455152,7.943127759,8.247712043,8.36375502,7.682516838,8.345036403,8.551199158,8.46181992,8.52789249,8.527342116,8.308843978,7.594122642,8.353210361,8.358190449,8.40982391,8.295778122,8.570896904
P61163,7.856091878,7.910114902,7.835616363,7.942781539,7.481920973,7.477225792,7.286563847,7.841581086,7.603933423,7.574986557,7.643844848,7.839543827,7.820610352,7.906133752,7.801150483,7.781477741,7.572189806,7.097860971,7.574942948,7.659053648,7.621466137,7.452064739
P61221,7.778521113,7.166453846,7.410620812,6.972829846,7.751019084,7.39741141,6.797972995,7.381232919,6.879957918,7.590444291,7.97856568,7.673155674,7.582920846,7.498912566,7.151290016,7.626595752,6.531892345,7.447837774,7.191770754,7.273807701,7.198897975,7.249770358
P61247,8.243569651,8.327273646,8.107218926,8.004307047,7.905388836,7.899720492,7.391079404,7.975767647,8.000760142,7.884307781,7.92332818,8.546333713,8.485797896,7.969349916,8.065275121,8.09401945,7.237610967,7.933503005,8.174647182,8.376163027,8.18538407,7.704685707
P61289,8.123829197,8.236282644,7.985304164,8.062133536,7.173431851,7.109230934,7.021258942,6.627513742,7.406019822,7.319681465,7.459291692,8.020543984,8.287946161,8.122135596,8.015597551,6.958431704,7.146882983,7.44251818,7.436684017,7.397072747,7.269250631,7.356325057
P61313,8.286411655,8.021044039,8.187375893,7.87133706,7.729461349,7.539908364,7.397119362,7.788516313,7.42079324,7.088930347,7.522676407,8.181289155,8.118871925,7.898634204,8.025933935,7.693024916,7.288487303,7.608657802,7.418661853,6.686895043,7.46767907,7.30906658
P61353,8.339535443,8.054771816,7.777768064,8.034235065,7.402674637,7.06810306,7.587759011,7.684424123,7.481814517,6.725797875,7.462338896,8.199240891,8.283684336,8.20745136,7.623413229,7.128705598,7.170263509,7.460736006,7.792387494,6.754354045,7.774003707,7.830622225
P61513,7.899532617,7.834122653,7.847512099,7.735631299,7.444525257,7.387473888,7.15530538,7.275785496,7.039541796,7.144001162,7.27796849,7.859536194,7.049440684,7.842743695,7.704443718,7.188768647,7.039556863,7.32418865,7.415230783,7.026382016,7.216599339,7.099341832
P61604,8.563078652,8.783429292,8.801523936,8.829349649,8.329211695,8.299988493,8.132410749,8.562767794,8.24064235,8.334554991,8.454051821,8.70555776,8.890537743,8.932135832,8.781275734,8.379386923,8.067243225,8.190045862,8.25844549,8.235091394,8.273120072,8.582077244
P61923,8.350228654,8.051474008,8.140997645,8.195738543,7.640405014,7.142232723,7.109310457,7.781309947,7.767509512,7.572162125,7.797877946,8.195322882,8.327653948,8.218215089,8.079134628,7.458186289,7.060031603,7.591016092,7.787356185,7.930525028,7.647562198,6.889740888
P61960,7.968347917,7.434132684,7.900533863,7.611603691,8.229929552,7.754256401,7.820244339,8.131397249,7.812048149,7.771993397,7.635393307,7.904346792,7.265686126,7.643548625,7.899597378,7.725401779,7.744385924,7.567409563,7.680433134,7.670632463,7.713000398,7.460405273
P61970,7.699529551,7.331491701,8.030266923,7.132745956,7.851509073,8.000155179,7.722572376,8.123386286,7.525582683,7.562042715,7.449294494,8.002558693,7.759408811,7.309568733,7.741661703,7.954171422,7.659279118,7.713006047,7.505618363,7.479470444,7.514152417,7.576458807
P61978,9.097769871,9.111032655,9.104644923,9.03744194,8.675895121,8.499639385,8.270234278,8.57296592,8.572952653,8.561851677,8.735723239,9.050013132,9.140515986,9.169222503,9.03465875,8.60746809,8.213110545,8.458820111,8.745017583,8.663712319,8.644167122,8.550538249
P61981,8.260903823,8.07663869,8.306173256,8.309924132,8.106358397,7.994382257,7.770297623,8.001211036,8.136041058,7.677425788,8.072826336,8.341807519,8.166019538,8.099564597,7.849252778,8.159447481,7.852350072,7.973433476,8.2485288,8.378178691,8.294158163,8.215975432
P62081,8.401388296,8.354232639,8.291890251,8.310313465,8.433464759,8.006475859,8.255010265,8.297137975,7.592998782,7.874381442,7.959922277,8.265716818,8.390607807,8.450372534,8.295359699,8.024586428,7.881709826,8.202683151,8.334831345,8.081336769,8.062230202,7.99422697
P62136,7.973157645,8.219655727,8.036568408,8.137175182,7.849979733,7.732085243,7.535854743,8.004259127,7.531093523,7.33861208,7.597061413,8.175894071,8.326051992,8.233139905,8.187468034,7.989096318,7.558173092,7.676846972,7.828648675,7.638600777,7.417423436,7.402132381
P62158,8.990704266,8.773026048,9.072307739,8.753842882,8.503278094,8.010500739,8.236479492,8.361886463,8.428059952,8.345950216,8.258937104,8.798251151,8.63752082,8.865551266,8.847520052,8.487558149,8.460590599,8.69746228,8.606219335,8.317905112,8.374955343,8.775314743
P62191,8.239947559,8.221547864,8.086330628,8.019013589,7.740841173,7.521742433,7.101675647,7.649940554,7.675129716,7.228275056,7.766625684,8.030990697,8.170611452,8.019914836,8.0590459,8.153066673,7.668159431,7.558914404,7.563199076,7.706819373,7.385805449,7.596321159
P62195,8.387046307,8.443558327,8.318961474,7.969042089,7.999229648,7.413059341,7.511294836,8.228324863,7.900264593,7.742200065,8.019066754,8.149589934,8.229718207,8.262060439,8.302948131,8.291351831,7.187165706,7.920946461,8.154273394,8.029297237,8.005031845,7.869305562
P62241,8.986058792,8.956986151,8.753731786,8.496117705,8.372406512,7.864210729,8.051328681,8.275759867,8.102523153,7.946921046,8.245906166,8.942019786,8.931872526,8.817416871,8.639112084,8.227184116,7.970251107,8.338534531,8.389942839,8.298737327,8.314512322,7.998143887
P62244,8.607223811,8.567075752,8.398960864,8.211813049,8.165015515,8.084562727,8.007128998,7.983906555,7.406652345,7.293411318,7.76248161,8.469318086,8.051170576,8.452330154,8.492855126,8.282351838,7.96279559,8.110100865,7.78947758,8.070857865,7.61424615,7.626397234
P62249,8.632514236,8.64410552,8.479332087,8.357705265,8.010629513,8.32127084,7.836361365,7.802591006,7.921875376,7.529789482,7.87902587,8.735322103,8.675088261,8.568501643,8.165294234,7.969706653,7.892401074,7.911201306,7.99022121,7.96194606,7.956457568,7.388385898
P62258,8.676827494,8.546992678,8.775333839,8.519146463,8.367246013,7.845259617,7.851021059,8.415074038,8.422944921,7.962745172,8.427881589,8.535419203,8.437835045,8.469053648,8.590171849,8.629759815,8.150825619,8.307427737,8.304829323,8.649907092,8.423540723,8.44576328
P62263,8.552815319,8.478187987,8.382636532,7.899355453,7.885881905,7.085219636,7.729502295,7.714751995,7.892099673,7.114048564,8.000632757,8.568301237,8.197091528,8.280387938,8.219357443,7.826570146,7.375271283,7.187221105,8.108388404,8.051400538,8.001732696,7.675306394
P62269,8.258468471,8.038497455,8.051365595,8.191641801,7.005783985,7.619973843,7.438947735,7.324413294,6.961521179,6.955885587,7.026104513,8.273501265,8.259334984,7.815380442,8.140590612,7.943852929,7.986108582,7.911086202,7.476107401,7.210400079,7.41955664,7.677114233
P62277,8.674307234,8.705638807,8.499850206,8.439039281,8.298834056,8.260434013,7.995085331,8.380572578,8.084221142,8.038969682,8.293313982,8.733345353,8.731479686,8.611880578,8.276587884,8.349633724,8.037663626,8.182090238,8.118230546,8.158630502,8.214810366,8.1894508
P62304,7.281608533,7.567289495,7.504230739,7.245831598,7.202868099,7.305749212,7.349636191,7.302330658,7.53997535,6.993053477,7.568931378,7.567872724,7.351650582,7.529903473,7.535083413,7.367397428,7.600947121,7.031615555,7.245171906,7.332000646,7.336701581,7.559530032
P62314,7.858793232,7.83221449,7.497994973,7.626682986,7.865203819,7.652746184,7.376207047,7.785104987,7.424817172,7.545616659,7.651224707,7.996633764,7.850763604,7.834356549,7.766199139,8.05432691,7.626040341,7.754606143,7.746977976,7.554356729,7.503802452,7.511525116
P62316,7.350885198,7.453315878,7.526417679,6.906766738,6.925434176,6.79222266,7.104349471,7.508082119,7.19367562,7.487571044,6.989490678,7.294986376,7.464616243,7.349007175,7.386533722,7.836319416,7.257352101,7.403268831,7.010141434,6.798535479,7.481847145,7.006137601
P62318,8.036459846,7.920716415,7.9302166,7.829619664,7.415150181,7.318107728,6.990750912,7.292131897,7.161231065,7.434951408,7.21640224,7.976072602,7.895903114,7.778396949,7.716940069,7.504125879,7.194435005,7.188880331,7.019855215,7.482172767,6.671793615,6.970896866
P62328,8.504046306,8.359138553,8.679213024,8.554989112,8.26534122,7.864501229,7.89363368,7.899971643,8.711869823,8.193337184,8.705578869,8.611595642,8.095009794,8.120828639,8.155213078,8.454659777,7.953670736,8.497453499,8.463408149,9.136036412,8.633727265,8.451269249
P62333,8.159089064,8.184178486,8.144935759,7.943091487,7.291585671,7.755661786,6.807992625,7.972765787,7.530343218,7.201738773,7.718917165,8.216229372,8.017525771,8.023308491,8.101897172,7.959964612,7.346701231,7.575118488,8.013966394,7.662071751,7.863504155,7.273625463
P62424,8.484166195,8.469838948,8.294622494,8.050110273,7.863139732,7.860374218,6.862835726,7.694060848,7.260356794,8.048316919,7.656732248,8.593374677,8.544654622,8.335211792,8.14847513,7.791499844,7.531850615,7.992490613,7.990406508,8.06974562,7.64453589,7.807760278
P62701,8.620907825,8.401040118,8.431494556,8.177240527,8.069522078,7.719500824,7.267585613,7.967128858,7.903437367,7.550512645,7.936870809,8.49741659,8.112945962,8.313947238,8.08226871,8.215671136,7.173819506,7.905641363,8.027617324,7.955944117,7.8707419,7.036559313
P62736,8.350890492,7.409898846,7.393300036,8.515206419,7.013510595,8.768401077,8.474113469,8.396196022,7.740080204,8.067617853,7.035267708,8.411075021,8.55945583,7.238102468,7.026223656,7.964084751,8.265054689,7.194706787,7.482771825,6.835479885,7.273782241,7.06328717
P62750,8.364444272,7.46642844,8.392697174,7.6832323,8.198705131,7.41395215,7.896939747,8.213386392,6.791199246,7.847444054,8.085216348,8.480194532,8.514145883,8.46128529,7.852897996,8.468116716,7.819467228,8.464965381,8.117185421,7.956816628,8.032975766,8.067395762
P62753,8.732015259,8.713848486,8.524156173,8.208908933,8.135135564,7.344828172,7.486496915,8.047432839,8.101600317,6.86622809,8.011439521,8.605584296,8.51978871,8.419914005,8.36180579,7.969666177,7.093561379,8.070304391,8.236486408,8.275185143,8.050285955,7.949515917
P62805,9.201332001,9.65328552,9.440968638,9.011461163,8.440010739,8.441575456,8.062673539,8.507589344,8.174998046,7.525751474,8.448166264,9.613163326,9.523277189,9.328057647,8.876545654,8.441880885,8.176656141,8.417760696,8.518981791,7.752545435,8.147823792,8.40859026
P62820,8.268850997,8.457677715,7.32012993,8.151642124,8.059562135,7.850590539,7.395714325,8.094918274,7.514028341,6.953675884,7.516894062,8.210676779,7.822244051,7.778482358,8.175149014,8.153331129,7.765813177,7.577820784,8.01979094,7.970543219,7.770921282,7.320503227
P62826,8.248710436,8.517034768,8.363505705,8.285211007,8.392603164,8.255853371,7.73388645,8.292950125,7.28221684,7.948397124,7.705300199,8.313905278,8.420026519,8.464076882,8.492456876,8.390464746,8.023433522,8.246876069,7.886992897,7.061186434,8.019167559,7.89866668
P62829,8.425625289,8.32917854,8.263816666,7.835163639,7.933098163,8.010736318,7.621207016,7.977071811,7.234744852,7.345145652,7.743982936,7.85211466,7.608626176,7.795212287,8.178951944,7.792386175,6.947988321,7.354019436,7.868790238,7.632981973,7.759133432,7.435496171
P62841,7.09863572,6.584428116,7.694687762,6.716943037,6.923623871,7.490208036,7.376067272,7.209737233,7.497364544,7.231204198,7.673361727,7.783935391,6.188400475,7.371270804,7.284148648,7.393922696,7.265071401,6.593016937,7.658965994,7.408098831,7.590348298,7.09387651
P62847,8.532702628,8.419822464,8.435086219,7.834802955,7.814329453,7.983287753,7.712684927,8.147270657,7.777829849,7.115323968,7.932535756,8.289116512,8.033973025,8.158403254,8.300862296,8.143274246,7.818599092,7.619453798,7.909560202,7.8608596,7.907439757,7.927370604
P62851,8.35773449,8.287070255,8.144497293,8.273171496,7.718899194,7.566868904,7.614618347,7.592780008,7.657473329,7.375192702,7.833043669,8.322223225,8.258859982,8.199567468,8.235236635,7.443146875,7.4059385,7.697113619,7.127838425,6.988116586,7.642636101,6.996706826
P62854,6.980114333,8.062711367,7.941226982,7.805225086,6.938203126,7.160927762,7.598594413,7.652795624,7.414358323,7.289215422,7.548650004,8.137090051,8.163902081,8.061881313,7.870918986,7.309446285,7.244347701,7.176898466,7.661101295,7.551541349,7.479340891,7.294380763
P62857,8.506805678,8.171649777,8.193246631,8.442216719,7.485405104,7.062099622,7.41536029,8.093027035,7.999993167,7.896694256,8.109708984,8.511709251,8.068361934,8.146423125,8.400801388,7.626218864,7.224421903,7.244754648,8.214061577,8.130426758,7.925145413,8.091136793
P62861,7.202978481,7.363839387,8.23055552,8.012501492,7.888925328,8.351319197,7.752585464,7.528768493,7.446115313,7.317127889,7.675789958,8.07375776,8.203425162,7.470229204,8.165184701,7.842278156,7.693698713,8.024726227,7.671435041,7.795897184,7.57704029,7.686175823
P62888,8.57416058,8.13925071,7.817830699,7.553967546,7.270878269,7.58552566,6.782085845,7.494293532,7.617371299,7.236631027,7.811562045,7.238755851,7.837143353,7.82333671,8.080731025,7.519448437,7.394499126,6.642137437,7.634409859,7.562116123,7.462383881,7.498229351
P62906,8.634683141,8.569258453,8.423393443,8.400498357,7.247518186,7.853278062,7.564641029,7.766997982,7.783083269,7.464115017,8.081571554,8.695922669,8.316649527,8.02221292,8.467196892,7.748562967,7.624454128,7.063827474,8.304851243,7.933869881,8.053764562,7.891999078
P62913,8.651167108,8.396799268,8.316055221,8.377773883,8.184154025,7.870638235,7.819005085,7.912573746,7.891201652,7.673369024,8.212821238,8.453692843,8.508214025,8.336737953,8.377119786,8.150013711,7.657925891,8.217478553,8.097047331,8.126693918,8.014492896,7.616627819
P62917,8.684541878,8.503118178,8.43986263,7.936964668,7.780267117,7.822135784,7.528834573,7.741754154,8.076364622,7.873872604,8.03184352,8.798261214,8.292431452,8.167483582,7.720364143,7.798762671,7.548440672,7.877698384,8.175031482,8.254406293,8.299235337,7.761876127
P62937,9.339081225,9.251791422,9.338321697,9.270704543,8.918226783,8.743999984,9.046187473,9.114474199,8.987671984,8.793381391,9.13077863,9.18978906,9.300113447,9.289539508,9.328791299,8.963763576,8.933560424,8.951004172,9.109017464,9.009322442,9.089439892,9.01188523
P62942,8.298017199,8.144348704,8.282831991,7.842173627,8.134476181,7.765314268,7.937029536,8.198341547,8.306378673,8.209014163,8.261896603,8.270855307,7.952039037,7.945675927,7.98628181,8.014527337,7.805966495,8.353012209,8.310902572,8.416172738,8.305710144,8.194016773
P62979,8.480015363,8.621876995,8.605397784,8.43439425,8.253885335,7.95592929,7.89656732,8.015511438,7.92260232,7.222607646,8.03873494,8.46134816,8.405733007,8.476356554,8.223181502,8.398039792,7.919584616,8.314817782,8.152534269,8.261828438,8.081552182,8.238100558
P62995,8.085681759,8.144114244,8.20368811,8.274308612,7.815500852,7.345883913,7.162564528,7.785085341,7.402087765,7.228718392,7.51334817,7.986425362,8.1224708,8.195461502,8.240896492,8.008872817,7.28037413,7.612826604,7.539977007,7.646439407,7.233136337,6.894835893
P63010,8.514982589,8.396300932,8.459630668,8.206972352,7.690906827,7.952196943,6.845739117,7.963698087,7.622550339,7.914061604,7.882926585,8.44650506,8.394700007,8.447159732,8.411451017,7.833808398,6.935926713,7.836755104,7.768656674,7.289388367,7.763529924,8.055643147
P63104,9.34951951,9.289539455,9.266432425,9.20850384,8.738312602,8.300391593,8.326579591,8.854318798,8.988445257,8.877596053,9.021687317,9.304963603,9.30275749,9.257828966,9.246138043,8.783207216,8.482147016,8.646785182,9.018111866,9.027299718,8.93601931,9.120645296
P63162,7.694218801,7.823856471,7.755015436,7.663011361,7.439826023,7.473006519,7.250466205,7.250022158,7.118601453,6.893801571,7.089870277,7.600600222,7.797376764,7.710478511,7.74331672,7.357734224,7.029717615,7.20267824,7.255307629,7.34217632,6.982071847,6.706433203
P63167,7.706915671,7.841963804,7.626561689,7.615207952,7.137474988,7.148396494,7.379186989,7.037265595,7.389438138,7.046445228,7.406703272,7.573241245,7.527761877,7.416950332,7.321482678,7.086998551,7.127692436,6.846197121,7.2531777,7.658028143,7.281041159,7.107261451
P63172,7.452998076,7.333170486,7.538340161,7.237282825,7.122207211,7.204077708,6.756672115,6.743056948,7.118576325,6.93248577,7.123304536,7.616710381,7.390969328,7.334745447,7.410413424,7.003810399,6.796923211,7.027296961,6.956516397,7.181277061,6.928381695,7.089862025
P63173,8.230926183,8.179163253,8.175747903,8.359230278,7.974089744,7.774091947,7.65461048,7.80985615,7.893056751,7.453175142,7.923231866,8.556742047,8.291873282,8.21537272,8.467251937,7.758578414,7.703248066,7.724040868,8.136819057,8.173927564,8.001944934,7.757932205
P63208,7.627593095,7.645685194,8.011819541,7.889997833,7.514712001,7.084771078,7.036353347,7.505639404,7.1043214,6.706522372,7.328251501,7.586149998,7.649884063,7.773443503,7.661801532,7.351158309,7.431367505,7.808064286,7.636984883,7.741567523,7.585721277,7.319303687
P63220,8.203631604,8.304844645,8.346364621,7.890163182,7.827626112,7.543737575,7.672753518,7.91511177,8.005225188,7.362858021,7.98979782,8.164311685,7.947950649,8.052821224,7.763380432,8.097343592,7.38910092,7.929228517,8.150444347,7.974199204,8.043205351,7.967984489
P63241,8.682887216,8.680760188,8.531530912,8.612275927,8.260031634,8.177770149,7.883733735,8.089770163,8.188678721,7.935481257,8.289146572,8.60707543,8.601643716,8.671964129,8.556435098,8.193465926,7.555918596,8.137259052,8.238789054,7.9600996,8.174943586,8.04346222
P63244,8.844327799,8.626983246,8.641337259,8.61365143,8.421227638,7.671328644,7.973313419,8.249527745,8.380916226,8.291136626,8.387382851,8.810839793,8.514252354,8.473151902,8.487842082,8.378431189,7.954652544,8.273761154,8.34681708,8.346325294,8.335688197,8.340992179
P63261,10.4343009,10.34243182,10.26370653,10.07945427,10.03512781,10.05182747,9.96937394,10.0982689,10.28570479,9.8014011,10.37905467,10.27021986,10.10510394,10.35931659,10.2264731,10.11238812,9.877880596,10.25187479,10.27735242,10.23224499,10.35652576,10.49018258
P63313,7.097947672,7.049715944,7.300464766,7.1892849,6.672616883,7.233556096,6.645578242,7.42977395,7.329361011,7.190849388,7.762173061,7.382544416,7.197906218,6.91746693,6.993620863,7.010114322,7.14038235,6.780402619,7.314406829,7.576961886,7.338999883,7.087379311
P67809,8.92783073,8.871771794,9.084693632,8.667863896,8.509727529,7.898113222,7.935308136,8.163920041,8.683427366,8.509472487,8.635174274,9.015278237,8.728729766,8.809215671,8.57004225,8.292387144,8.225419416,8.546033943,8.728354697,8.861475209,8.534800118,8.637620605
P67936,8.755864921,8.752603731,8.858565826,8.656409955,8.247142317,7.782531664,8.125405748,8.457880748,8.918067249,8.545373836,8.879669582,8.794755671,8.578493505,8.596869382,8.476294969,8.523366505,8.250176778,8.497666089,8.924499611,8.938863093,9.034970468,8.995344345
P68032,9.115410391,9.143258837,9.145532976,9.041183425,9.228764976,9.154499526,9.110634296,9.451473764,9.501691301,8.904107133,9.643993688,9.328567249,8.9745719,9.220000561,8.986431652,9.20620424,9.218620731,9.329905128,9.708717298,9.78803674,9.682509358,9.901829585
P68036,7.979493219,7.834681745,7.83368157,7.82908624,7.582242419,7.722914748,7.569127611,7.698243828,7.590744074,6.978538056,7.658826314,7.867132935,7.854524578,7.879424101,7.867082627,7.442831056,7.409644469,7.320289345,7.532008415,7.667055707,7.632423953,7.577114654
P68104,9.724844413,9.673215167,9.480957708,9.276987098,9.427374969,9.58169294,9.24431131,9.478846344,8.96810591,8.571890114,9.23117914,9.537040054,9.484804414,9.552335806,9.512373927,9.486540608,9.154860219,9.303113123,9.215452205,9.035125424,9.346964064,9.098321059
P68363,10.01020619,10.04666142,9.9819235,9.861233924,9.504202398,9.300388744,9.320305348,9.51579618,9.528078845,9.355904999,9.626060742,9.876647478,10.01080603,9.996727152,9.916994809,9.536976766,9.392670275,9.376013421,9.619951172,9.582964971,9.540978241,9.432732371
P68371,9.791352473,9.912228226,9.774420746,9.58120347,9.458282348,9.536810503,9.246930968,9.432406081,9.290709068,8.783439121,9.333845781,9.797164256,9.577167206,9.77721161,9.896363811,9.543442466,9.342725987,9.32589678,9.432049875,9.486078216,9.304941408,9.191620984
P68400,7.434275624,7.744974194,7.806680506,7.444469636,7.326607806,7.792328637,7.137168147,8.015088468,6.929035152,7.377057044,7.326188416,7.451946803,7.540908747,7.720862957,7.600977559,7.20998748,7.546020147,7.642213232,7.364801256,7.128713687,7.205994534,7.413442865
P68402,7.649752087,7.736753996,7.758857474,7.72785759,7.558891567,7.738221307,7.392176265,7.545488966,7.401310035,7.362539838,7.331215249,7.593702774,7.758571051,7.77842542,7.760965628,7.906443326,7.556022517,7.425965958,7.339173214,7.078499221,7.465731593,7.512878275
P69849,7.486852769,7.697750141,7.313685468,7.213553872,7.56991479,7.439727387,7.097752695,7.288444051,7.250314401,7.238476177,7.202916688,7.773676572,7.707089349,7.467636514,7.013721753,7.196680289,7.108850391,7.363507115,7.404001577,6.779865775,7.357633059,7.294055422
P78371,9.030294546,9.03904627,9.023210074,8.878333905,8.570363727,8.459660046,8.301891804,8.620727885,8.635541054,8.680720932,8.751602103,8.982223716,8.961591207,9.025553774,8.966979879,8.596608098,8.298872973,8.663748683,8.701266488,8.624617112,8.576748113,8.809932851
P78417,8.495868691,8.39688227,8.555718336,8.505649552,8.236966722,8.226114406,7.461880723,8.184941522,8.315415075,8.373820994,8.237045387,8.531241972,8.277714434,8.189229909,8.258071866,8.235545032,7.83214388,8.047731993,8.053032161,8.387894638,8.42864974,8.462302766
P78527,8.528517952,8.500803224,8.1931621,7.83717081,7.263509696,7.094861573,7.255810643,7.024259538,6.826219758,7.59115663,6.786099442,8.398430679,8.362451425,8.191465609,7.868994242,7.054514547,6.988709876,6.68483483,6.793609102,6.928074343,7.375105976,7.474949401
P78559,7.862791183,7.902783541,7.847576587,7.78403314,7.181961332,6.659883168,6.881026016,6.973509763,7.115497495,7.178205374,7.452185862,7.842079751,7.971662914,7.970689238,7.774868261,7.337680205,6.752223321,7.025737801,7.321579981,7.687176196,7.057313672,7.06468339
P80303,7.922440197,8.025660273,8.086228436,7.895000478,7.4983577,7.167650377,6.694308167,8.240280609,8.095406761,8.241412327,8.059813062,7.83184759,7.864037413,8.027744582,8.045362034,7.782016007,7.096294682,7.535468723,7.95903164,8.019041596,8.131795292,8.544450817
P80723,8.173273154,7.986199823,8.014148078,7.783368005,7.766414496,6.811923921,7.206680551,7.127333702,8.202143731,8.035554006,7.948666792,8.103973445,7.899915123,7.742493123,7.501562628,7.405175785,7.469975155,7.750648953,8.12844721,8.404975662,8.097197567,8.068846075
P81644,7.362240795,7.139253416,7.400566806,7.437202149,7.030653714,6.831560351,7.152271145,7.614297932,7.379190191,8.159750888,8.159481674,7.247463295,7.791514065,7.500805551,7.510579573,7.396805654,6.974084304,7.394735762,6.996222788,7.114675798,7.252923044,8.481534153
P82979,7.654611958,7.662693188,7.722127648,7.583715436,7.572510905,6.912284094,6.673907553,7.253567792,7.170736992,7.420315279,6.457373821,7.662488886,7.559619249,7.454611406,7.471106113,7.238304953,6.85030313,7.511128408,7.311323258,7.466815504,6.945007192,7.345355459
P83731,8.604756313,8.391734614,8.31746282,8.149609513,7.541750467,7.751188197,7.432230425,7.350377421,7.035346814,7.133288308,7.060166329,8.571421854,8.33129767,8.227970107,8.031019684,7.284064156,7.35739133,7.361784673,7.327332962,7.252618953,7.163963856,7.438925196
P84077,8.458585607,8.41665849,8.530208125,8.409643561,7.916991729,8.03301798,7.491624639,8.025164865,8.211906074,7.681283318,8.445269363,8.398977224,8.334030852,8.541619494,8.659089426,8.244410912,7.623077871,8.005113176,8.259200896,8.395469573,8.141347877,8.140454856
P84098,8.401585052,8.29154588,8.145411453,8.05756159,7.752342149,7.031912085,7.428385612,7.664515972,7.667592419,7.660814614,7.782452548,8.246756506,8.398662278,8.30262861,8.143707755,7.536594448,7.43624951,7.735112023,8.051896132,7.954100011,7.857596159,7.601595348
P84243,8.23816597,8.243568452,7.661223697,7.590815628,7.27714193,7.250036449,7.302449837,7.457752159,7.403127434,7.342929102,7.490081538,8.266521561,7.696665739,7.393034274,7.253216351,7.285312975,7.467432864,7.389081583,7.488225454,7.275168344,7.243105883,6.968295747
P98179,8.291623068,8.36820105,7.935400895,8.165171351,8.109225004,8.529310276,7.873261643,8.285337064,7.360807649,6.956338405,7.862135487,8.184648111,8.064438296,8.1458464,8.431826062,7.923490718,8.049826704,7.812352909,8.139616965,7.461546058,7.05045031,7.526640752
P99999,7.884690091,7.699905964,7.702893943,8.110040455,8.061357657,7.142367583,7.668201856,8.238655019,7.012974122,7.321916533,7.589150777,7.953985597,7.525640899,7.975235793,8.015736161,7.691167903,7.227548104,7.532575107,7.335295223,7.209181294,7.860774725,7.468314371
Q00341,8.641815577,8.576556147,8.511984259,8.309241964,8.279888915,7.886768152,8.091442505,8.227948805,8.249660003,6.914933812,8.266654524,8.632856022,8.497821291,8.512147208,8.372567773,8.446821204,7.674604353,8.366811449,8.43196404,8.446321974,8.30251666,7.301018201
Q00610,9.388280584,9.402266942,9.2517885,9.144815782,9.145858634,9.04889452,8.812892896,9.231720611,9.092745071,9.112706013,9.1249422,9.296013602,9.301125405,9.297704416,9.269693516,9.170521557,8.801600663,9.027347506,9.122456178,9.113975794,9.156431286,9.187251085
Q00688,8.189334221,7.953227823,7.815590848,7.643277191,7.226363178,6.79030295,7.39978447,7.66379702,7.29361856,6.94155329,7.828223642,8.000252084,7.648454972,7.890305957,7.867715963,7.61201865,7.248512566,7.895458622,7.912224092,7.794476224,7.885431523,7.577704076
Q00839,8.850570032,9.016690783,9.015371138,8.758457531,8.447790091,8.212744654,8.327392079,8.430756438,8.176674509,7.885350335,8.408278706,8.911639158,9.070296627,8.942943095,8.747673408,8.4089613,8.258335053,8.264775087,8.496921328,8.297379252,8.209819149,8.107851095
Q01082,9.128181406,9.099565505,9.082239407,8.793381359,8.658428402,8.218226217,7.410297175,8.754040734,8.692704301,8.251222327,8.731904722,9.039392946,9.012139509,8.959710703,8.96632719,8.706441961,7.695580374,8.552632358,8.834325696,8.788262354,8.662548295,8.818025849
