Protein,ctr_1,ctr_2,ctr_3,ctr_4,ctr_7,ctr_8,ctr_9,ctr_10,ctr_11,ctr_14,ctr_21,mg_1,mg_2,mg_3,mg_4,mg_7,mg_8,mg_9,mg_10,mg_11,mg_14,mg_21
P17096,8.225073402,7.766354507,8.244740548,8.128525012,7.718141466,7.676743868,7.098888951,6.839744986,7.671890973,8.506190603,8.149335805,8.083087925,7.708484292,7.758279752,7.595087709,7.422222594,7.654549315,7.749598701,7.786446933,8.057170955,7.550769068,8.134631545
P17174,7.408360772,7.970463902,8.234077077,8.15795965,8.117454845,7.765392791,7.548825603,7.929772435,7.727061495,7.334535811,7.177460703,7.911097197,7.455386632,7.765687593,8.223117506,8.024265578,7.517791494,7.885479285,7.601130467,7.659914147,7.563637578,7.569712394
P17655,8.361286659,8.400162227,8.253275135,8.264777027,8.064926421,8.316598879,7.908435631,8.18343246,7.911243772,7.920132763,7.996113544,8.293550587,8.326051992,8.277156378,8.261427731,8.18285837,8.012468304,8.222962675,8.18107624,7.988470502,7.871338675,7.98609597
P17812,8.049810441,8.080286106,8.082343881,7.963415896,7.640923711,7.911399878,7.61875947,7.771325984,7.42098972,7.067394757,7.676273978,8.028696181,8.028587063,8.113011028,7.894065201,7.766755896,7.383459083,7.448955911,7.398804,7.298608674,6.949423186,6.907587724
P17844,8.529594163,8.340784945,8.204100701,8.028323039,7.420859439,7.734939005,7.516603427,7.411886778,7.495396519,7.184875163,7.149756054,8.46984716,8.365521085,8.391320739,8.275538439,7.238062071,7.161669696,7.431702252,7.318962919,7.434011614,7.278475996,7.284662301
P17858,7.225068611,7.569377875,7.444608535,7.437688471,7.368436926,6.834551842,7.023903498,7.028305572,6.746661054,6.901386392,7.454111991,7.313416249,7.444995515,7.609377755,7.450986629,7.039178257,7.02636306,7.643589538,7.007739212,7.094995817,7.187120265,7.092449827
P17980,8.496459438,8.449864501,8.47071137,8.369865118,7.805213843,7.518186505,7.235035637,8.00005746,8.057657667,6.840171489,8.050991016,8.318992163,8.434806732,8.406568406,8.394523577,7.913822819,7.298986748,7.502113301,8.07171645,7.942352239,8.020063917,7.943551051
P17987,8.615832015,8.731653625,8.717465224,8.597307139,8.471617129,8.263113358,8.045318039,8.446826334,8.318199396,8.338944964,8.377302051,8.574186644,8.73275641,8.650373233,8.582901981,8.391728927,7.958282865,8.036141497,8.382141551,8.308810239,8.292140979,8.420910485
P18085,8.894820833,8.908663497,8.936903868,8.904352949,8.592472816,8.473035887,8.326980889,8.77972103,8.524084942,8.164112622,8.580429306,8.908639069,8.809784908,8.910317819,9.084168172,8.870942631,8.378489204,8.676902911,8.573207387,8.339590635,8.475884427,8.548651232
P18124,8.47639589,8.040148887,8.418180907,8.290714576,8.017500631,8.14712969,7.86740407,8.331056691,7.794174734,7.767281468,7.669875569,8.258850799,8.56586202,7.975266148,7.992489925,8.265422253,7.700692346,8.062856868,8.084457213,7.924786917,7.647081713,6.75901368
P18206,9.231234446,9.097711903,9.103147516,8.890837989,8.922976175,8.953121463,8.644285119,8.897558412,8.912314574,8.868464156,9.017516735,9.04460526,9.002284131,8.903296041,8.982189866,8.788093161,8.575548459,8.887639179,8.973472635,8.989017724,9.00617523,8.992224931
P18564,7.401792023,7.876845507,7.474492368,7.217569603,6.811203834,7.341148396,7.156241953,7.122388809,6.885871289,7.018478298,7.501115408,7.188912638,7.527995062,7.608401701,7.454891102,7.292726738,7.230821756,7.16953644,7.120412791,7.019232015,7.175382977,7.151267696
P18621,8.721651359,8.650186013,8.625593116,8.405554808,7.540039754,7.552404845,7.450176961,7.582936393,7.936495401,7.474215589,7.763435254,8.874846798,8.266710576,8.464216999,8.246514627,7.826525016,7.29326033,7.937328431,8.119205973,7.874179931,7.778373587,7.747252647
P18669,8.780915985,8.843829257,8.754209385,8.820542199,8.047587611,8.404029516,8.445087368,8.704795928,8.606559651,8.600445192,8.82031921,8.342287593,8.729612045,8.777573684,8.84421381,8.43002178,8.317832486,8.271392443,8.694110321,8.602013361,8.641804029,8.728797323
P18859,7.608284179,7.820711586,7.871767739,7.767447171,7.298351877,7.444591539,6.472874274,7.150306721,7.357907354,7.389356264,7.135969916,7.58541572,7.418927564,7.579708861,7.607856803,6.860133482,7.518705503,7.329652969,6.895251173,7.214995861,7.253021046,7.776250998
P19105,9.179630798,9.088891977,9.202154118,8.817266552,8.954081856,8.828262345,8.636103789,9.047939749,8.901546834,8.407172305,9.013757347,9.026209993,8.844926836,8.946695006,9.065286714,8.872820431,8.825618101,8.9047344,8.968705868,8.769577832,8.989365815,9.283305281
P19338,8.923738167,9.044117305,8.997385978,9.017163014,8.705035237,8.445819065,8.213860817,8.762557495,8.518892875,8.397340448,8.56415877,8.858820494,8.986191504,8.98632856,8.93630096,8.656184047,8.285965442,8.466123014,8.741363281,8.568117996,8.194709229,8.409294761
P19367,8.361655691,8.301702757,8.262661695,7.875564959,7.373720268,7.165646122,7.287581923,8.133771878,7.912799846,8.286484991,8.069147921,8.200759552,8.191404657,8.128398471,8.222412941,7.880340172,7.299562634,7.903186152,7.989696526,7.865751874,8.091573395,8.400485692
P19623,8.043295238,8.023845148,8.064466465,8.052735334,7.452626283,7.352493823,6.904456092,7.104655624,7.459716112,7.411383213,6.934763334,8.03426586,7.829685349,7.994678161,8.08413935,7.203412289,7.325853468,7.066095441,7.139544936,7.241552612,7.274191968,6.974495431
P20073,7.974017902,7.559583437,7.611339892,7.390821679,7.606260418,7.205106172,6.982365175,6.913432222,7.485390779,7.419906613,7.112729587,7.572163076,6.67905054,7.386706296,7.700650669,7.375261113,7.270110458,7.227161596,7.322761774,7.526289428,7.541732011,7.796548074
P20290,8.342626123,8.460251889,8.39258933,8.18255017,7.988986857,8.420252012,7.505836679,7.971235716,7.665832306,7.321260556,7.715100449,8.005482576,7.833546649,8.347066757,8.525128623,8.142434525,7.920567495,7.909078463,7.830584779,7.786962954,7.334203315,7.787405564
P20340,7.77320087,7.90290967,7.736060252,7.154589954,7.482058382,7.035682046,7.277927299,7.24855433,7.701629505,6.843433807,7.034340392,7.895084568,7.845255751,7.723461592,7.703691907,7.410938196,6.880788673,7.366176132,7.131764872,6.866067258,7.225917265,7.452953527
P20618,8.231791324,8.338330012,8.222755716,7.499657708,7.619763763,7.781358501,7.189378619,7.753261704,7.829866151,7.418803917,8.0845178,8.152330939,8.049812898,8.131219942,8.141863233,7.831723235,7.074337457,7.368355196,7.816368873,7.968261204,7.874492505,8.194112725
P20700,8.230761203,8.172768896,8.14815204,7.896632416,7.447891326,6.990160515,7.334716399,7.365138698,7.387717431,7.586344468,7.720473334,8.188980937,8.052281061,7.984826643,7.89461345,7.461329668,7.127926297,6.983924016,7.44878909,7.529035604,7.297920594,7.832402631
P20810,7.759151095,7.938473908,7.714422023,7.73906736,7.467595648,7.400717149,6.741569504,7.192238144,7.484047646,7.342574368,7.362677099,7.557802378,7.602977647,7.825823695,7.835694023,6.914133504,7.20124184,6.897449197,7.471168098,7.712203016,7.408934009,7.114094719
P20908,7.414214128,7.322405992,7.632584892,7.445367438,7.19188596,7.66175681,7.107649552,8.25559178,7.860206444,7.401877755,7.797512301,7.726061205,7.184292406,7.123236173,7.859366459,7.605183237,7.369732851,7.697378312,8.156129052,8.129707785,7.861332549,7.936582734
P20962,7.425853536,7.241015132,7.527829028,7.038868242,7.872808111,7.545253568,7.223802812,7.187728951,7.076316674,6.924586604,7.338695454,7.273474029,7.270609609,6.91013231,7.547012462,7.667935134,7.050816967,7.825502409,6.974483433,7.583989248,7.074309089,7.137292429
P21281,7.677015995,7.565029441,7.497691008,7.54137307,7.454332562,7.311336376,7.39628117,7.296485842,7.378701134,7.604456998,7.510705685,7.681701306,7.638656252,7.636061392,7.297850552,7.326456383,7.051035137,7.493221377,7.387503509,7.289443113,7.710905624,8.260948017
P21291,8.614092269,8.40158792,8.826081156,8.645868898,8.657710221,8.562474639,8.483463454,8.475981737,8.477269305,8.447122746,8.586317706,8.564646681,8.44002445,8.601466257,8.664144036,8.326574914,8.316580627,8.787715773,8.503480186,8.646471531,8.497161862,8.608131435
P21333,9.990359504,9.894880265,9.847953071,9.748871899,9.734393893,9.56913447,9.425953708,9.687770044,9.752379117,9.61452286,9.911058899,9.956655521,9.949037365,9.844973423,9.769466756,9.650147831,9.395140118,9.741826267,9.889483886,9.914224062,9.984541379,9.749736358
P21399,7.390514905,7.467581916,7.514849006,7.456839881,7.313401215,6.993766765,7.273970836,7.398129959,7.30928735,7.408508126,7.957792745,7.507625268,7.630010469,7.461951288,7.737762659,7.087587412,6.952158076,6.599246441,7.028805705,7.798819164,7.972732773,7.874463101
P21589,7.416225452,7.897393983,7.209943296,7.295737574,6.915686195,7.269938548,8.073355386,7.375103522,7.218348246,7.47760218,7.350510419,7.222704594,7.288800582,7.215286772,7.491501581,7.353803663,7.109094481,7.208751407,7.324684005,7.483515453,7.167939574,7.691182825
P21980,8.269834488,8.247921965,8.241795675,7.960805389,8.520124348,8.352482928,8.03369454,8.350402015,8.001489326,7.989942175,8.16179871,8.082869743,7.903195253,8.168972424,8.098297169,8.101358679,7.669713073,8.114690317,8.020845444,8.108847054,8.25146357,8.019841961
P22061,7.921267405,8.068604711,7.507910744,7.410935881,7.806774983,7.917378334,6.477896074,7.900588741,7.15977058,7.221001204,7.555271727,7.593418252,7.531577214,7.818805404,7.792503691,7.683415162,7.57608363,7.672135162,7.251985801,7.093611943,7.042729999,7.389574834
P22087,8.204595169,8.020463624,8.004468729,7.008776324,7.586752794,7.70748201,7.046541299,7.52873295,7.275178011,7.065868697,7.468398764,8.121109484,7.961107708,7.091980959,7.526904995,7.732903885,7.674047029,7.397622565,7.685692918,7.560479991,7.758918006,6.892625778
P22102,7.6526653,7.6675884,7.54611411,7.431630315,7.500086022,7.543244275,7.149409678,7.100244504,7.266487834,7.019289185,6.982006936,6.977196866,7.670444725,7.476951855,7.610462288,7.27665591,6.829331464,7.240034486,7.393553535,7.549098782,7.29813999,6.940402417
P22234,8.013871902,8.092135373,7.776838976,7.980738741,7.813612349,6.512148129,7.313791921,7.931834146,7.139285374,7.649951425,7.744519066,7.783983793,7.667652228,7.934597678,7.916000076,7.872272993,7.052803549,7.746715783,7.444400185,7.675703005,7.600076757,7.650655209
P22307,7.839430663,7.790883136,7.763847394,7.790054207,7.515949135,7.433973484,7.636378338,7.687602858,7.726399419,7.454135642,7.825602958,7.696224227,7.784461156,7.749267362,7.834221686,7.380911582,7.344891011,7.618664983,7.595484446,7.366845235,7.918242264,7.621273293
P22314,9.056077196,9.062315785,9.064461313,9.044893163,8.82837483,8.618176931,8.144065436,8.824370642,8.777035943,8.639831108,8.720703202,9.081708188,9.100426732,9.066168859,9.088541634,8.753102782,8.186066927,8.666877762,8.75006837,8.7652065,8.696271803,8.59505541
P22392,8.758090263,8.662468366,8.644160217,8.579895014,8.603949738,8.80097564,8.681339006,8.772954487,8.642770788,8.090360458,8.852879899,8.512016976,8.616042981,8.497751468,8.722071281,8.831038361,8.584374774,8.678108743,8.704503793,8.883748048,8.690008235,8.782254365
P22626,9.280884782,9.196776194,9.211829668,9.038758552,8.773283971,8.579527042,8.608316262,8.656421269,8.464314199,8.24128555,8.649178792,9.055423153,9.212874796,9.224478609,9.055431506,8.743746587,8.567767488,8.597027606,8.751302329,8.659555856,8.51899383,8.621959652
P22695,7.621827913,7.46655071,7.366951111,7.306388084,7.244888996,6.889877586,7.257616514,6.985803796,6.720494816,7.820850271,7.694234668,7.927272284,7.477090348,7.14802897,7.332601213,6.846427596,7.11245644,6.967960177,7.209440531,7.118751606,7.238051029,8.020222869
P23246,8.686827392,8.706025318,8.642290481,8.448396747,8.264345556,7.837962535,7.781791786,8.325237933,8.052025851,7.704125994,8.158775306,8.635204896,8.664834325,8.596513782,8.575366273,8.316498775,8.05855649,7.983787617,8.251958599,8.162534658,7.77147023,7.369268323
P23284,8.994501718,9.20081883,8.994347516,8.693447217,8.751693375,8.535200643,8.788014112,8.936745588,8.877052579,8.824371531,9.071108042,8.858346424,8.787411325,8.873630523,8.986662052,8.635163697,8.636001744,8.749977031,9.043764338,9.090288806,9.081088093,9.209618919
P23368,7.253105237,7.388911189,7.153929915,7.113488484,6.837023033,6.980629826,7.512972567,6.988779641,7.470261296,7.235400717,7.062630473,7.149900426,7.21387181,7.174033396,7.097578252,7.058964977,7.662320984,7.598860546,6.823725342,7.469083228,7.083251677,7.228695106
P23381,8.307873182,8.1663602,8.136885118,8.12419074,7.979874433,8.479466718,7.865587553,8.299635336,8.077404193,7.923460272,8.086262064,8.243098071,8.04916564,8.105034116,8.028434313,8.1720592,7.961511179,7.86225424,8.238789054,8.39382223,8.200682295,8.063878035
P23396,8.978844797,8.975740963,8.925266266,8.584258244,8.68865609,8.442944848,8.269939856,8.764206887,8.38526979,8.107246038,8.532012665,8.915299094,8.898944561,8.868655325,8.740713494,8.646286804,8.375895543,8.690430742,8.522609654,8.506839246,8.434154023,8.185945893
P23526,8.271305661,8.170550852,8.209755605,8.022752738,7.980896489,7.652664366,7.525366705,7.952208351,8.036189333,7.692173843,8.074904156,8.179538886,7.959972573,7.996619993,8.155959537,8.034276826,7.52702849,8.018705923,7.972370161,7.02056277,8.047200009,8.169207738
P23528,9.509916469,9.52530727,9.585341454,9.544939138,9.535927124,9.122366038,9.328844531,9.34444906,9.28886393,9.124844467,9.303954658,9.428189447,9.577484811,9.586618062,9.631671004,9.396191171,9.163723054,9.604856834,9.359579591,9.326161871,9.316640197,9.221137365
P23588,7.83365816,7.787683185,7.609361738,7.750732236,7.269440836,7.906202524,7.62382698,7.414067176,7.49989637,6.988079834,7.495306434,7.445031205,7.56212949,7.621711036,7.586395657,7.701574207,7.538450352,7.742078985,7.457820952,7.459599238,7.351909866,7.443111701
P24534,8.710759845,8.836966319,8.803567938,8.681207276,8.143024394,8.062277469,8.000177292,8.179084081,8.258191739,7.709331949,8.224773622,8.525535636,8.619269981,8.805375557,8.734330822,8.202829958,7.832009224,8.074705608,8.141057124,8.219427792,8.078432527,8.367273835
P24752,7.564730887,7.580127216,7.472951806,7.194921073,7.468418344,7.113387036,7.220252498,7.54223984,7.571912616,7.440594298,7.507584681,7.284950923,7.219280384,7.242819929,7.208927397,7.33173173,7.097401298,7.407511063,7.581219541,7.536839949,7.474745178,7.657928481
P24844,7.80282886,7.948100877,7.965161091,7.325839501,8.232346496,8.132957944,8.146000561,8.25338038,7.165046142,8.064643533,8.046244613,7.844374956,7.074417634,7.997359692,8.031525032,8.307181868,8.125568418,8.426998736,8.474883529,8.563448405,8.215148004,8.306103634
P25398,8.099607082,8.067874478,7.969451153,7.939851564,7.417840343,7.081048254,6.921223227,7.767850699,7.78890057,7.572413365,7.747873937,7.691132513,7.972519569,7.878835109,7.978500876,7.512959861,7.41147107,7.767949218,7.681464444,7.627916584,7.63627557,7.703489534
P25705,8.855987637,8.975018427,8.854672221,8.735865653,8.728597011,8.483972389,8.34399237,8.889818685,8.669647081,8.897134232,8.661951845,8.775264183,8.922232429,8.823267608,8.899391797,8.77108849,8.105721128,8.64845281,8.896664673,8.778940216,8.746187831,8.89599877
P25786,8.10469068,8.025998192,8.091096638,7.824625403,8.036342512,7.587437004,7.620333739,7.87176934,8.336080687,7.918940811,8.252411224,7.863730129,7.631289889,7.846036449,7.798910073,7.878823725,7.197586728,8.149030854,7.993293251,8.205573806,8.027489099,8.343999139
P25787,7.939932743,8.050304917,7.964609521,7.860564501,8.010666158,7.813171356,7.357294398,8.020744966,7.315964853,8.061868916,7.568161978,7.681248342,8.009138573,8.01266345,7.993398222,7.649061072,7.441024205,7.718360786,7.836927572,7.629585196,7.791142428,7.9144831
P25788,7.934948509,7.935436856,7.980838091,7.642101339,7.680148463,7.673243178,7.198739018,7.394815885,7.31097552,7.347342512,7.594364796,7.718218026,7.598304,7.519523194,7.910058653,7.791634439,7.451559035,7.730046737,7.197761289,7.244188495,7.350464618,8.025525748
P25789,7.937379814,7.872266331,7.938661223,7.705498517,7.621872937,7.139264013,7.210485606,7.715052406,7.623760965,7.77789823,7.650322138,7.305403193,7.980977854,7.990633809,7.919823144,7.70924698,7.362898403,7.07343571,7.163773451,7.457422528,7.660617844,7.820213622
P26022,7.923280722,7.880238129,7.860020698,7.857396122,6.720806391,7.357600028,7.092029505,7.030052108,7.139375729,7.554793983,7.053002072,7.897754083,7.744059399,7.876866099,7.828510548,7.135351491,7.094428542,7.049298937,7.286554335,7.230750121,6.872229885,7.856083796
P26038,9.26153773,9.294044842,9.147022155,8.926528083,8.888795989,8.742865124,8.612922666,8.9940744,8.84213459,8.686238304,8.909783741,9.111435838,9.15092326,9.109319304,9.044981136,8.984754274,8.681104059,8.738684819,8.994794525,8.863501869,8.781213686,8.821529511
P26196,7.951223739,8.017394197,7.980496879,7.555583284,6.831654993,6.88553627,6.780360917,7.46298275,7.235203453,7.378796275,7.506128448,7.993010463,8.015878662,7.862603717,7.517262708,7.003315786,7.190435498,7.283225822,7.017473389,7.410619148,7.29914439,6.950239789
P26368,8.015855484,7.984796538,8.223150956,7.902704679,6.922249956,7.371443599,7.349295733,7.040494588,7.161441901,7.464817488,7.088622236,7.904681075,7.978841068,8.151091429,8.231171163,7.367217402,7.322458261,7.080039332,7.635648183,6.949674334,7.326316083,7.175433083
P26373,8.777970721,8.688032136,8.52140159,7.97744291,7.995184481,8.049299439,7.95967718,7.843490472,7.855951967,7.089018543,7.8519847,8.563364696,8.404323358,7.638349214,8.023867903,7.947703444,7.691484113,6.708808698,8.143478609,7.85758473,7.875697692,7.579832469
P26447,7.806615035,7.394009679,7.221378637,7.491739082,7.160357638,7.07087594,6.914525614,7.044297379,7.038655977,6.821685576,7.361586713,7.308119769,7.794540315,7.422561187,7.110041222,7.258991604,6.4908824,7.277765168,7.145424118,6.997642617,7.138256937,6.827097558
P26599,8.684779881,8.693884346,8.627216748,8.569734199,8.190212364,8.21180886,8.043988512,8.219879274,8.089894782,7.179092608,8.202318927,8.619098546,8.688789252,8.726620034,8.555235602,8.164551976,7.757372958,8.057415143,8.24459359,8.238464215,8.116261953,7.891462786
P26639,7.863846247,7.626546476,8.146159285,8.25345694,7.748730909,7.024179589,7.051304269,7.791604304,7.249795022,7.173822042,7.456743331,8.318307351,7.995519485,8.191688556,8.132247075,7.331985877,7.050219055,7.627459215,7.264316657,7.073455073,7.670340368,7.394756162
P26640,8.103720309,8.071761011,7.86552192,7.456719951,7.42632354,7.360217136,7.059575426,7.418462393,7.592452699,7.064632269,7.548493683,8.003834962,7.678563768,7.84192281,7.722041158,7.376672681,7.399068461,7.168609249,7.277536239,7.559304204,7.551356906,7.057293815
P26641,9.005037766,8.950777229,8.947017063,8.852142572,8.579772756,8.492015914,8.125771242,8.372080849,8.435726604,8.416097721,8.581664517,8.844590017,8.928878704,8.903488096,8.70868746,8.434107674,8.256279628,8.452100631,8.495623037,8.539424519,8.521397309,8.599027029
P26885,7.644792376,7.097241004,7.313885346,7.626427356,7.08557847,7.157412435,7.288947111,7.63544018,7.509059991,7.043103395,7.435330775,7.670390457,7.438883326,7.510786998,7.477965165,7.463992795,7.214903352,7.577011872,7.135916876,7.240544726,7.754451771,7.799096193
P27348,8.433280001,8.243294936,8.347380926,8.371644421,7.97412963,7.363542328,6.954380279,7.646796082,8.065169161,7.320716589,8.055424465,8.452528627,8.465917896,8.436590619,8.337216598,7.910144213,7.685662329,7.835725239,8.118062147,8.40229752,7.543542337,8.117596683
P27635,8.381465759,8.421003171,8.140083863,7.732195397,7.645418782,7.680216046,7.262090518,7.664290887,7.812099056,6.873569094,7.829276313,8.151896992,7.767661272,8.136051238,8.168531339,7.746469168,7.417962257,7.801244394,8.013709512,8.188894457,7.806665748,7.160890584
P27695,7.403913055,7.453662573,7.459017552,7.755423819,7.050307408,7.165895299,7.142420534,6.669772874,6.835201302,7.263386279,7.431898303,7.727283349,7.107189273,6.711318976,7.431022852,6.984087251,7.937314747,7.276100745,6.944755692,7.089105495,6.804924952,7.054055582
P27797,9.1015864,9.207832909,9.138297424,9.127677769,8.840965557,8.88087371,8.723258457,9.268862876,9.021367806,9.170652369,9.061105131,9.04688761,9.104041062,9.11068734,9.212770502,9.066830499,8.905487671,8.879132621,9.12614972,9.030956245,9.013245872,9.294455425
P27816,8.681750735,8.659168884,8.748589039,8.605605173,8.506955428,8.393353322,7.980016012,8.139233613,8.396707318,7.384649205,8.302821618,8.578011971,8.47185752,8.486556506,8.572387583,8.446673949,8.14948354,8.665328066,8.458310061,8.629071061,8.313892437,8.212156148
P27824,7.571352202,8.381743756,7.424821461,7.305662175,7.159771323,6.995254215,6.985825528,7.49404494,7.17979643,7.075194982,6.829108182,7.324641204,7.45640651,7.596043735,7.358442909,7.24057259,7.283796009,7.243673676,7.026435287,6.981514735,6.922932291,7.464985395
P28066,8.519080128,8.498630199,8.606997127,8.462875001,8.212161548,8.0475748,7.883438128,8.285440007,8.274455053,8.342175922,8.275791756,8.386615648,8.333175207,8.430237709,8.538525993,8.273360154,7.952079875,8.122514489,8.167671047,8.168869207,8.390689564,8.48845792
P28070,7.79864358,7.96992194,7.163924398,7.498615799,7.478672886,7.531737898,7.385214161,7.760447913,7.762842059,7.842173076,7.802121194,7.676743868,7.389443911,7.650466895,7.619948781,7.313803825,7.169418469,7.432849862,7.712629814,7.724983157,7.876746659,7.974357369
P28072,7.816725356,7.497185269,6.877039152,7.221865675,7.577614311,7.67078862,7.326897641,7.623587718,7.627945518,7.578026687,7.699369745,7.936964801,7.747056943,7.5687577,7.615997568,7.703732182,7.388723922,7.575921978,7.519240768,7.279465516,7.744849699,7.739618652
P28074,7.153042604,7.973206905,7.972290636,7.841349714,7.697101821,7.902689439,7.530099043,7.905270948,7.684073382,6.992539155,7.676363552,7.346346275,7.789851237,7.977035313,7.852376973,7.910952029,7.235384286,7.550397319,7.192898344,6.947269888,7.129450773,7.953270325
P28161,7.122229133,6.997996444,7.161563257,7.451982205,7.325893991,7.352219335,7.054550099,7.083473183,7.257761047,7.365689913,7.12070068,7.493821969,6.99537222,6.979029484,7.497752981,6.81480784,7.100199002,7.060384791,7.332779439,7.547836515,7.249114233,7.0883935
P28300,7.780148016,7.798965783,7.692589415,7.654123773,7.552352314,7.474324353,7.246280701,7.536424619,7.527471307,7.487941726,7.373792788,7.58230892,7.674988345,7.546983331,7.673195764,7.453280374,7.123556857,7.678240255,7.897766447,7.830324385,7.751876684,7.753847405
P28331,7.311271041,7.764774135,7.409904882,7.134643537,6.963998409,7.406188492,6.913748802,7.472088064,7.508598508,7.549325892,7.328249892,7.249373329,7.25716689,7.408022696,7.330856608,7.315006478,7.059901097,7.586167518,6.818592418,6.988498919,7.205501154,7.500296537
P28838,7.497095387,7.454216722,7.452623884,7.408298389,7.291624528,7.374762324,7.148629398,7.381316236,7.031051998,6.687018911,7.080895104,7.251441583,7.183389721,7.40101629,6.863249327,7.340719696,7.023812183,7.27563838,7.292643787,7.122980806,7.183509952,7.470627848
P29401,9.014175347,8.953837235,8.93991343,8.902109372,8.692146508,8.485657061,8.503619303,8.675260152,8.553451917,8.481978464,8.707686569,8.877840645,9.020285599,8.945615741,8.943060168,8.62595141,8.575542723,8.622584251,8.760258706,8.770799371,8.776960325,8.693595327
P29692,9.02514761,9.06057944,9.134100524,9.086283644,8.498648681,8.379462721,8.39053939,8.43267917,8.687658192,8.577445662,8.665794858,9.031133677,9.004242595,9.019999145,9.069372438,8.551961955,8.24554704,8.591383599,8.525482383,8.764497768,8.551715312,8.837523679
P29966,7.999587977,7.736448416,8.089700491,7.942245656,7.585732738,6.9386154,7.040026632,7.009001413,7.486211534,6.950320337,7.538197709,8.076258251,7.832888778,7.89897361,7.940213732,7.243177718,7.389323093,7.597336576,7.578733748,6.827708746,7.336764504,7.576786853
P30040,8.102879805,8.080071715,7.944844607,8.107920359,7.71261688,7.902234021,7.64064885,8.074752537,7.876294903,7.783865224,8.192865036,7.955274396,8.005087296,7.894650162,8.133622568,7.701483742,7.644148346,7.903547126,8.078336561,8.051550421,8.085140299,8.516241003
P30041,8.946196293,8.998884371,8.889669349,8.772388353,8.888867662,8.692313478,8.671121673,9.044893866,8.839064135,8.650936993,8.647816639,8.858846816,8.744367605,8.866218839,8.916068738,8.827642962,8.679033181,8.608217412,8.892164196,8.995481603,8.810130996,8.706628903
P30043,6.761960222,6.851071631,7.143031171,7.386988522,7.268978727,7.403056957,6.94769898,7.249704938,7.407911429,7.024362052,6.971881976,7.10785164,7.203141541,7.373940648,7.982284406,7.089218902,6.857708799,6.78376327,7.182873182,7.148478373,7.164093213,6.899197524
P30044,8.113534146,7.896729523,7.989986413,7.925896954,7.492107014,7.21255158,7.904825921,8.080974302,8.012210354,7.885391985,7.89775798,7.909184374,7.917956371,7.772193985,7.853069054,7.615603586,7.371012444,7.935274145,8.125907196,8.128266254,8.274209022,7.997111498
P30046,7.354551659,7.346982341,7.127885075,7.802703084,7.282077939,7.493915047,6.776751039,7.537447655,7.405693865,7.082873675,7.255496669,7.18310858,7.281925779,7.468864452,7.584425249,7.391299064,7.266032736,7.221715361,7.356179202,7.582256875,7.41971905,7.637725503
P30048,8.172714199,8.313605655,8.235769834,8.237088174,7.795013878,7.548675342,6.842402177,7.972128915,7.674195713,8.22036772,7.888471057,8.303367587,7.892014566,7.887899371,8.178562505,7.881776866,6.853568773,7.575860804,7.920862163,7.662705923,7.997423106,8.656845203
P30049,7.740764359,7.737888912,8.030395054,7.701689245,7.787454551,7.214390071,7.270446466,7.833694255,7.915499505,8.074308982,7.977116534,7.263178254,7.678764839,7.920787922,7.63272504,6.863866411,7.287282446,7.986579374,7.711592711,7.392433461,7.89791754,8.486692177
P30050,8.737438488,8.668424488,8.595132476,8.558877266,8.33634533,8.040440901,8.132623189,8.194827234,8.275709152,8.167613291,8.173116321,8.704240343,8.722769151,8.669408796,8.482717983,7.769938924,8.129069347,8.281180579,8.3066886,8.27208715,8.212935596,8.188868595
P30084,8.040684975,8.090545314,8.043830466,7.90436972,7.44310582,7.252874952,7.375640275,7.872952066,7.782453567,8.118835622,7.571322716,8.070460781,7.970072781,7.972849361,8.012888436,7.547937646,6.853921898,7.352158428,7.894601193,8.019162722,7.931136836,7.837064617
P30085,8.005793244,8.012460927,8.040133735,7.979828112,7.742011328,7.575887235,7.577598245,7.767496173,7.79412756,7.624494371,7.182250574,8.051955983,7.974403202,7.814165762,7.98456031,7.708394566,7.609273235,7.679211302,7.814970761,7.749195383,7.833751027,7.808030943
P30086,8.256565052,8.327338352,8.505404961,8.238666953,7.65895269,7.680465262,7.052608541,8.027152268,7.937341874,7.682805184,7.870167566,8.156346376,8.227206081,8.332872149,8.350294525,7.657801147,7.264024543,7.915693874,8.002411985,8.074533036,8.052217757,8.015875146
P30101,9.534796223,9.45558844,9.49806226,9.432159069,9.268109673,9.235122967,9.229681527,9.497260411,9.423996525,9.446954003,9.533031913,9.409147296,9.425567875,9.374137529,9.437565468,9.287025636,9.236577137,9.378070262,9.498051425,9.467281216,9.466285476,9.856308504
P30153,8.585010439,8.73589244,8.616294856,8.410514769,7.922997084,7.767387649,7.35657961,7.82096717,8.18238357,7.834853437,8.152813883,8.543657091,8.194348983,8.661448043,8.536258601,8.094656041,7.323137454,7.755868769,8.217585688,8.081056859,7.836015021,8.161592326
P30520,7.707250236,7.810727532,7.725282045,7.428479521,7.505998459,7.182142606,7.479112386,7.269595032,7.089669108,6.746512465,7.046108702,7.696844435,7.826821921,7.728092348,7.863481197,7.316408416,7.740670263,6.94921124,7.451373213,7.225819522,7.070530211,7.1465302
P30533,7.472145941,7.484238604,7.468817293,7.09232168,7.300222205,6.73480584,6.821871627,7.485728353,7.679130696,7.861184403,7.457188892,7.534619613,7.500654378,7.364573105,7.339208184,7.146637553,7.376955193,7.538211813,7.781535979,7.705648076,7.769864771,8.194208656
