Protein,ctr_1,ctr_2,ctr_3,ctr_4,ctr_7,ctr_8,ctr_9,ctr_10,ctr_11,ctr_14,ctr_21,mg_1,mg_2,mg_3,mg_4,mg_7,mg_8,mg_9,mg_10,mg_11,mg_14,mg_21
O43707,9.780483512,9.790272024,9.818916919,9.692760964,9.399695772,9.158186543,8.995653998,9.319061407,9.477448537,9.334422697,9.52056838,9.692255416,9.635649983,9.757682189,9.74480009,9.341043736,8.99869687,9.464425835,9.512320648,9.521530394,9.53998691,9.55354268
O43776,8.104761867,7.962308389,7.759554508,7.854321957,7.806374928,7.496880435,7.224679965,7.656188183,7.419950166,7.342104381,7.21001987,8.031116237,8.00857408,7.911267089,7.988586712,7.863265247,7.356321012,6.994826469,7.796430335,7.748329311,7.892932342,7.147538918
O43795,7.259151614,7.316436964,7.15917833,6.977383387,7.178028233,7.072793493,7.029708601,7.375377382,7.226274119,7.26723931,7.204567559,7.634190673,7.456621951,7.212724336,7.330258269,7.462197318,6.899694487,7.123475112,7.230364213,7.405331073,7.037279364,7.369429182
O43852,9.181037162,9.204411639,9.290407672,9.193341528,8.989999025,8.426869379,8.67508227,9.240355089,9.127190252,9.13773915,9.241885893,9.019239264,9.102606352,9.237334545,9.310750784,9.116678286,8.951120614,9.083170515,9.294520678,9.168754544,9.201197778,9.592397257
O43865,6.996957467,6.914728469,7.253878302,6.691138072,6.890385363,6.412203643,6.65451344,6.809701126,7.166079347,6.982174167,7.077792776,7.269537124,6.866548439,6.766409908,6.75465799,6.76710886,7.822584319,6.951254199,7.044986354,7.173027046,7.105180113,7.312143716
O60443,7.46367807,7.214469843,7.379913723,7.343448642,7.550534094,7.173916625,6.87916406,6.880600223,7.374260662,7.408002872,7.312887037,7.524596937,7.276447851,7.369209709,7.39938923,7.031211811,6.910192672,7.364018766,7.316699207,7.255726526,7.306858079,7.263863166
O60493,7.412790402,7.388800624,7.393496048,7.183401563,7.322254256,7.365956604,7.480380308,7.765033756,7.280325009,7.328366187,7.302970573,7.447312712,7.262432138,7.401195049,6.928824662,7.249783732,7.267558164,7.312752524,7.452277935,7.452395121,7.416017287,7.190440982
O60506,8.876751224,8.879505681,8.783541063,8.70872073,8.322491634,7.952298248,7.816307425,8.056685945,8.155985537,7.961910273,8.304635263,8.791916794,8.823607075,8.811851245,8.691428538,8.301388522,7.754305449,8.301102771,8.437394857,8.340284229,8.227963852,7.968841731
O60568,7.61318639,7.637190667,7.529579421,7.557540616,7.452757991,7.401286535,7.09031845,7.826375746,7.572889788,7.89208616,7.921387633,7.312518573,7.721724306,7.537773046,7.607882805,7.495009756,7.23085246,7.344100573,7.491213401,7.503366058,7.567466453,8.131801201
O60664,8.917267771,8.92491789,8.986655513,8.912349318,8.683501553,8.695532616,7.920275812,8.538490017,8.789940434,8.636538581,8.689769563,8.866259637,8.839805138,8.898616628,8.929966941,8.673656407,8.265870654,8.799153421,8.777414489,8.901236252,8.79627388,8.733770298
