Protein,ctr_1,ctr_2,ctr_3,ctr_4,ctr_7,ctr_8,ctr_9,ctr_10,ctr_11,ctr_14,ctr_21,mg_1,mg_2,mg_3,mg_4,mg_7,mg_8,mg_9,mg_10,mg_11,mg_14,mg_21
P09651,9.331671131,9.343541712,9.469041971,9.209033521,8.675566112,8.681483351,8.663257533,8.839332457,8.569597816,8.244875087,8.696063579,9.084408164,9.176545548,9.294918558,9.279257588,8.923687356,8.692017257,8.630369428,8.82334713,8.570071581,8.49412883,8.581101382
P09936,8.980523507,8.915019562,9.069889278,8.365342031,8.687773339,8.813285309,8.562967804,8.649984243,8.905954041,8.139575828,8.724645132,8.608004841,8.595120945,8.851093812,9.139288977,8.875399033,8.705753835,8.992945804,8.6343912,8.994290257,8.838588049,8.815491592
P09960,7.826348404,7.780419119,7.819582586,7.199000276,7.565096236,7.665784242,7.396156391,7.618245943,7.191659404,7.122220186,7.47283148,7.551567178,7.855855518,7.941264879,7.773024954,7.700298412,7.466272919,7.608899231,7.583483844,7.48901987,7.495032568,7.534513061
P09972,8.046365022,7.944425191,8.240733754,7.714389757,7.771938952,7.750028512,7.572892109,7.547286063,8.009036306,7.593601064,8.017682508,8.053195212,7.823624968,7.672684945,8.020138586,7.586092515,7.447901252,7.779712779,8.192209771,8.438226944,8.080774368,8.048594877
P0CW22,8.125933032,8.193159342,8.092546741,7.947218146,8.024192925,8.102975415,7.67417711,7.917376673,7.730274616,7.568084624,7.450577541,8.14744623,8.066306383,8.042832022,7.987493256,8.074471083,7.652076465,7.871388086,7.936582463,7.469777643,7.499986577,7.649077483
P10412,7.685061182,8.110110526,7.713475825,7.889272102,7.412787781,7.531994809,7.12316492,7.574482145,7.311319602,7.233261462,7.949502668,7.775915195,7.895570739,7.684704282,7.569982326,7.355553377,7.335063336,7.453977281,7.685009268,7.156204945,7.508512348,7.322337574
P10599,8.670131176,8.692819563,9.031437023,8.861618661,8.257620815,7.993279575,8.033673863,7.949991385,8.335024474,8.085328922,8.254707647,8.618101452,8.838039216,8.942801268,8.933659151,8.232475418,8.136376637,8.571315145,8.31318791,8.283405712,8.290376402,8.416874211
P10619,7.236850442,7.126693162,7.259881947,6.995944959,7.066295255,7.192038291,7.116777363,7.241987859,7.140472583,7.216428451,7.23044701,7.338254219,7.217290124,7.152994449,7.132726608,7.115392635,7.267558164,7.304028289,7.218152101,7.291632317,7.409765544,7.477759028
P10809,9.338157402,9.317795943,9.335111718,9.15518683,8.99473406,8.832390909,8.791737477,9.231120319,9.13485107,9.093505911,9.265557117,9.247379352,9.184210161,9.203604084,9.257680111,9.20127733,8.7847558,9.049830378,9.123157367,9.122554957,9.055546717,9.699860346
P11021,9.923321818,9.823921968,9.885627472,9.852394733,9.649823735,9.369020431,9.314791964,9.736548007,9.765699974,9.915988951,9.780656514,9.796238733,9.729463834,9.812586232,9.856765861,9.759472335,9.333007128,9.774090892,9.831636468,9.798492493,9.791427665,10.13473205
P11047,8.219650452,8.26028111,8.190491104,8.11348768,8.003609849,7.043709477,7.542154058,8.026328417,8.042527794,8.163026354,8.044024518,8.191965054,7.994140483,8.117060402,8.15629503,7.839402174,7.322955893,8.066211336,8.128775995,8.133600957,7.91601834,8.290478852
P11142,9.827726655,9.876975976,9.909488088,9.693255057,9.231837736,9.119601113,8.89825174,9.269074554,9.327283184,9.08786867,9.411964085,9.738813208,9.743808825,9.758690627,9.740717081,9.275332257,8.953156938,9.167732173,9.455596214,9.417169799,9.316537676,9.338825621
P11177,7.972553737,8.089690164,7.971566795,7.793961934,7.465109035,7.37707724,7.224607764,7.873528875,7.591386784,7.037904979,7.454231426,7.808468714,7.927719693,7.912780809,7.881423015,6.984405574,7.336792676,7.388907315,7.879902101,7.731520834,7.156326459,6.885989539
P11216,8.190866487,8.225796272,8.181165928,7.89374729,7.718473587,7.677266147,7.361747078,7.861778092,7.650894353,7.504149536,7.359360486,8.113328543,8.292431452,8.191391268,8.047033304,7.662679356,7.486066222,7.1063035,7.862698809,7.886089382,7.949775481,7.424376243
P11413,8.477345003,8.471526029,8.484600578,8.370247007,8.440930099,8.352046901,8.169944653,8.425219585,8.201182699,8.086110876,8.142784125,8.350037398,8.513737507,8.458070191,8.294327039,8.42732753,8.152603182,8.412008979,8.424338329,8.290804944,8.317167783,7.839977579
P11586,8.061971111,8.151748437,8.081501984,7.847659761,7.492515976,7.503187638,7.337391878,7.476644713,7.323427342,7.616933915,7.622789548,8.164860124,8.169332087,7.876045609,7.873552689,7.418823157,7.359437347,7.188904929,7.181044872,7.402383284,7.330389962,7.600435904
P11766,7.925964691,7.754902323,7.969661073,7.987549379,7.381044556,7.475751727,7.181526472,7.339099248,7.672751811,7.351872275,7.301846496,7.891867543,7.708594813,7.941310782,7.861771409,7.511715076,7.335494455,7.433840646,7.735240005,7.791688475,7.719582821,7.391261999
P11940,8.90213472,8.955359372,8.988503098,8.775723104,8.336431391,8.361641374,7.892622298,8.255017903,8.242872951,8.042589002,8.415607714,8.897863028,8.94955903,9.005681155,8.722450966,8.239719565,8.000555982,8.317408736,8.404388554,8.406548208,8.256637891,8.260591037
P12004,7.991356358,8.034351209,8.032318666,7.975805976,7.701137787,7.318645449,7.1030701,7.496364485,7.399966655,7.268842383,7.114955788,7.950870223,8.073652252,8.037028846,7.952217179,7.824602624,7.399599526,7.53145442,7.432712035,7.391146446,7.360898944,7.020483358
P12081,7.850154584,7.949639883,7.762275923,7.3607647,7.447914446,7.379809764,7.285810365,7.739460552,7.059070555,7.311775362,7.488937915,8.032699539,7.641033055,7.565261563,7.58073438,7.701687261,7.313681229,7.345608858,7.285430211,7.468816447,7.312564915,7.406197685
P12109,7.654355909,7.766845795,7.661924204,7.575304845,7.442288788,7.507758906,7.209102631,7.948858449,7.516687821,7.58160695,8.036241618,7.381265293,7.450032934,7.234354319,7.624666278,6.97041873,6.877204817,7.426088051,7.650575142,7.654210534,7.767751282,7.947030589
P12268,8.423597259,8.415068015,8.419553234,8.270861735,7.971890291,7.703518282,7.428097139,7.849597482,8.021142249,7.999264429,8.312786739,8.22385816,8.403160417,8.326133822,8.242123958,7.541386245,7.372626769,7.709896127,8.071153942,8.096460024,7.930426822,8.185587331
P12270,8.111726633,8.307964477,8.094926724,8.019954922,7.417053834,7.373477945,6.947682181,7.651740585,7.388256034,7.29028592,7.135689675,7.76778497,8.111797156,8.008714052,7.946232437,6.729519723,7.822584319,7.16829134,7.398610112,7.127200734,7.00387823,7.480862184
P12763,9.046596087,8.87709916,8.722915403,8.592422649,7.280127025,7.635565494,7.344677541,7.719007546,7.903510556,8.477957351,8.702301237,8.824561452,8.693219819,8.744542954,8.555820766,7.422784172,7.552071411,7.391086593,7.457928633,7.458262149,7.822699634,8.895078808
P12814,9.519999481,9.476763478,9.457433539,9.236577206,9.189266173,9.011826603,8.982711891,9.182380713,9.316190421,9.14819895,9.284873152,9.392985663,9.290869225,9.353538437,9.402998997,9.081942172,8.947041806,9.201867009,9.397376516,9.468210675,9.389973686,9.386643812
P12956,8.813015314,8.699968318,8.648012684,8.46160346,7.956046887,7.131508979,7.213402444,7.261406007,7.394813478,7.22375468,8.09361504,8.763839694,8.610117039,8.618360166,8.436809795,8.088892597,7.269585237,7.789329231,8.032156104,7.84465498,7.41690075,7.344417422
P13010,8.759576047,8.698609474,8.555045792,8.506504456,8.311345323,8.182164306,7.785504533,8.245617901,7.663729788,7.075902739,8.196039281,8.668572895,8.60486201,8.486841776,8.59297753,8.438728393,7.95190274,8.145222785,8.222779148,7.887152532,7.648732354,7.266145137
P13489,8.178026326,8.005160562,8.098326387,7.95937488,7.791679157,7.746180646,7.460433932,7.741087651,7.840850818,7.654392804,7.790182139,8.10790428,8.026396398,7.880893143,7.670645336,7.834993828,7.35531266,7.950689403,7.94867127,8.028784252,7.998493829,7.807938162
P13639,9.495530117,9.522745095,9.50022131,9.370984946,9.038515654,9.007160647,8.899174373,9.142730463,9.094128768,8.851422812,9.110244539,9.46005301,9.457465139,9.43471837,9.450308783,9.093476226,9.078761812,9.018798462,9.218972395,9.04743542,8.972132892,8.999994812
P13667,9.077805323,9.061739823,9.013253154,8.825129223,8.551627638,8.343447263,8.621430914,9.004305962,8.916791641,8.89513772,9.062024078,8.884571882,8.85249119,8.885951135,8.989020891,8.97160178,8.677537423,8.865161965,9.024270567,8.939612888,8.967490975,9.275008834
P13674,8.352430965,8.392741004,8.056761697,8.188471548,8.464566644,7.401664251,8.318493021,8.803781219,8.715893753,8.960706971,8.902668993,8.150331246,8.010315532,8.042670548,8.305899446,8.465022675,7.783185788,8.553400822,8.643014458,8.690353863,8.957046976,9.128608927
P13693,8.827341401,8.736292195,8.837512199,8.368014603,7.862132415,7.965299815,8.096903118,8.286776044,8.150815079,7.367401183,8.219863274,8.516968714,8.202129662,8.582125768,8.646539863,7.891532089,8.142434767,8.198685059,8.543585938,8.519641883,8.081375528,8.354828959
P13797,9.101178215,9.015062384,9.15707299,9.100721108,8.745008214,8.484001492,8.474786722,8.678987735,8.716710644,8.477863628,8.635174274,8.965428223,8.967394292,9.071552436,9.219630227,8.769666541,8.312716737,8.699226427,8.682727689,8.740878591,8.663971666,8.765794943
P13798,7.644761588,7.655431203,7.829930291,7.701972917,7.493520126,7.246733279,7.310657444,7.131094779,7.499345731,7.408507736,7.508561584,7.568035382,7.554741456,7.327516883,7.899416768,7.427165197,7.327008723,7.781694345,7.496298351,7.72976189,7.488067635,7.415116532
P13804,7.984952159,7.930162498,7.946550303,7.901144899,7.681818764,7.93200306,7.546970469,7.897161014,7.748908234,7.842679637,7.660947443,7.840317553,7.984931523,7.900558855,7.992267972,7.276352874,7.459523296,7.511500946,7.949406773,7.882552423,7.98407222,7.690778707
P13861,7.62997073,7.680477123,7.597410474,7.462456699,7.079301812,7.290621304,7.086264713,7.029742007,7.230531953,7.404493673,7.346563047,7.563655316,7.447401473,7.478416703,7.296980203,7.566468765,7.025772508,7.302254486,7.157195026,7.310986285,7.325472058,7.411986371
P14174,8.515505008,8.488526623,8.356775314,7.954133213,8.517768975,8.856441353,8.609084011,8.425550265,8.53267585,7.537452173,8.620793909,8.111220133,7.983287978,8.198544558,8.436199761,8.543467298,8.453425821,8.634927549,8.572746054,8.691845514,8.612841635,8.479756823
P14314,8.859104311,8.789165112,8.684187591,8.489758659,8.25453098,8.457477117,8.183664726,8.621551838,8.484292379,8.40526344,8.616692783,8.451581816,8.419784726,8.554899156,8.699424564,8.537326562,8.207073347,8.569089892,8.638276563,8.586647476,8.600115845,8.961295129
P14550,7.366691616,7.837076884,7.819513897,7.124982272,7.61044412,7.50060103,7.153753306,7.425195907,7.347396338,7.253840415,7.325505238,7.109758685,6.803718668,7.862580197,7.396915359,7.296333235,7.30014602,7.109597896,7.410092957,7.453527288,7.272348628,7.524068293
P14618,9.66362076,9.719074099,9.612169805,9.520037487,9.249807378,8.96587177,9.151531703,9.455906121,9.432721883,9.399415576,9.538758904,9.660234117,9.637994646,9.608845751,9.523160979,9.453571477,9.090458574,9.384061742,9.55246655,9.582240813,9.598911556,9.512312832
P14625,9.686823151,9.529155518,9.547402681,9.331877204,9.224399656,9.007160647,8.94035154,9.515820101,9.447397741,9.644149262,9.550133983,9.551155551,9.327632796,9.338581537,9.453481261,9.38316201,9.09981766,9.406368447,9.596991109,9.366629161,9.494206557,9.823106378
P14866,8.599959863,8.654824025,8.555344826,8.195738543,7.669284628,7.573865861,7.861650557,8.137526975,7.822520359,7.548159212,8.216266255,8.400117822,8.362276083,8.407183874,8.497229326,8.168194237,7.785674423,7.763082299,8.213899481,8.236829962,8.098286517,7.785814261
P14868,7.810394035,7.705892456,7.340510977,7.602123092,7.3561525,7.374719974,7.407212607,7.299999111,7.359269819,7.339337484,7.218157151,7.887562488,7.506829902,7.643303669,7.619176583,7.481510276,7.328350439,7.407561638,7.152624204,7.359499275,7.209961949,7.503820042
P15170,7.540806538,7.744097692,7.601648244,7.411502464,7.54534582,7.62211088,7.809918375,7.258648875,7.320826198,7.181682674,7.185622763,7.461610005,7.340247099,7.412225972,7.496598583,7.471987599,7.143387751,7.39930644,7.149633438,7.331896952,7.273419174,7.314247653
P15311,8.654761116,8.635440888,8.564973587,8.414174187,8.220889651,7.61962031,7.45573189,7.991041838,7.521402757,7.363860821,7.455627423,8.462768891,8.581306161,8.578203119,8.492630072,8.377394723,7.409865239,8.129422955,7.961003828,7.742370769,7.40389421,7.597185841
P15374,7.835135922,7.898881154,8.096232922,7.597939267,7.708153052,7.519153852,7.203139627,7.617059525,7.63486478,7.560044093,7.595251135,7.530088777,7.110234222,7.327675293,7.795040135,7.651226754,7.320835617,7.753326527,7.763836224,7.740755114,7.693271996,7.781128652
P15531,8.173362334,7.938256553,8.00579909,7.43208376,7.748407842,7.947749646,7.620709802,7.791926719,7.771089188,7.574806735,7.694604095,7.909567601,7.871960648,7.809680119,7.779174641,7.896352153,7.505944237,7.968907189,7.790423472,7.934361047,7.814809014,7.799238198
P15559,8.332140733,8.410530511,8.455133762,8.331557505,8.058874594,8.152082003,7.826860308,8.13793255,8.105422944,7.686793087,8.032789731,8.187621473,8.400434886,8.431877622,8.434364554,8.265116365,7.993921444,8.422945452,8.044219159,7.933481467,7.74906585,7.810866689
P15586,7.686759384,7.856058006,7.817063593,7.810978377,7.610295731,7.596275565,7.258552267,8.013315185,7.503524274,7.95785178,7.720109108,7.596685074,7.836631333,7.840886312,7.845251661,7.305705545,7.422580278,7.861138851,7.674763481,7.844715346,7.737355772,8.361575689
P15880,8.687493027,8.581897106,8.434473268,8.401111389,7.623432327,7.749811399,7.840574255,8.027675721,7.336013291,7.154926343,7.425589902,8.461154069,8.433721648,8.5927476,8.414399599,7.942949505,7.570292054,7.372600249,7.909881167,7.16393217,7.248945778,7.267743325
P16070,8.244450585,8.375111158,7.958424817,7.682496788,7.675805327,7.976164239,7.511698809,7.73129126,7.549105024,7.475401777,7.667889094,7.935316828,7.772132203,7.659061164,7.953147557,7.698950581,7.487286349,7.7268319,7.672149756,7.69865452,7.493459924,7.804085925
P16152,8.164608427,8.233214612,8.287332967,8.206479153,7.732266445,7.248832424,7.145583129,7.72916497,7.800995723,7.594054139,7.801262427,8.180842071,8.230124232,8.120610436,8.159265968,7.825898354,7.104858392,7.950016797,7.876979114,8.023020984,7.92998623,7.569992252
P16278,7.327548556,7.467940036,7.506144137,7.291841888,7.296810225,7.263032393,7.111423236,7.797791215,7.720709291,7.830888307,7.474945482,7.450361515,7.457796831,7.414914737,7.239310245,7.363685828,7.250320804,7.371638434,7.324098455,7.402126997,8.022377724,7.956959783
P16949,8.16518809,8.363722711,7.654982625,8.685724145,7.33496653,7.621224452,7.404767026,7.47316724,7.803876357,7.500501918,7.707489836,8.181569088,8.372723861,8.548201853,8.464694256,7.969989878,7.44301395,7.759032182,7.397992621,7.564069061,7.456920455,7.355694911
P16989,8.094419906,7.868548728,8.108295033,7.770935363,7.627052089,6.74965197,6.861938653,7.022314576,7.751331568,7.417743418,7.779122475,8.160666309,7.86143633,7.723074386,7.248781562,7.239142946,7.004689221,7.715071767,7.708596102,7.887070422,7.537383398,7.551098686
P17096,8.225073402,7.766354507,8.244740548,8.128525012,7.718141466,7.676743868,7.098888951,6.839744986,7.671890973,8.506190603,8.149335805,8.083087925,7.708484292,7.758279752,7.595087709,7.422222594,7.654549315,7.749598701,7.786446933,8.057170955,7.550769068,8.134631545
P17174,7.408360772,7.970463902,8.234077077,8.15795965,8.117454845,7.765392791,7.485030843,7.929772435,7.727061495,7.334535811,7.572253576,7.911097197,7.455386632,7.765687593,8.223117506,8.024265578,7.517791494,7.885479285,7.601130467,7.659914147,7.563637578,7.569712394
P17655,8.361286659,8.400162227,8.253275135,8.264777027,8.064926421,8.316598879,7.908435631,8.18343246,7.911243772,7.920132763,7.996113544,8.293550587,8.326051992,8.277156378,8.261427731,8.18285837,8.012468304,8.222962675,8.18107624,7.988470502,7.871338675,7.98609597
P17812,8.049810441,8.080286106,8.082343881,7.963415896,7.640923711,7.911399878,7.61875947,7.771325984,7.42098972,7.293693839,7.676273978,8.028696181,8.028587063,8.113011028,7.894065201,7.766755896,7.383459083,7.448955911,7.398804,7.298608674,7.327479936,6.907587724
P17844,8.529594163,8.340784945,8.204100701,8.028323039,7.420859439,7.345610864,7.410354891,7.420806491,7.319024846,7.39670642,7.149756054,8.46984716,8.365521085,8.391320739,8.275538439,7.238062071,7.311246083,7.326461265,7.605482648,7.461927858,7.373116043,7.465904946
P17858,7.225068611,7.569377875,7.444608535,7.365115047,7.368436926,7.454928,7.130295712,7.254664514,7.042883085,7.018478298,7.021265066,7.313416249,7.444995515,7.609377755,7.450986629,7.338634994,7.176661442,7.17860537,7.129608691,7.094995817,7.187120265,7.092449827
P17980,8.496459438,8.449864501,8.47071137,8.369865118,7.805213843,7.518186505,7.592048251,8.00005746,8.057657667,6.840171489,8.050991016,8.318992163,8.434806732,8.406568406,8.394523577,7.913822819,7.298986748,7.502113301,8.07171645,7.942352239,8.020063917,7.943551051
P17987,8.615832015,8.731653625,8.717465224,8.597307139,8.471617129,8.263113358,8.045318039,8.446826334,8.318199396,8.338944964,8.377302051,8.574186644,8.73275641,8.650373233,8.582901981,8.391728927,7.958282865,8.036141497,8.382141551,8.308810239,8.292140979,8.420910485
P18085,8.894820833,8.908663497,8.936903868,8.904352949,8.592472816,8.473035887,8.326980889,8.77972103,8.524084942,8.164112622,8.580429306,8.908639069,8.809784908,8.910317819,9.084168172,8.870942631,8.378489204,8.676902911,8.573207387,8.339590635,8.475884427,8.548651232
P18124,8.47639589,8.040148887,8.418180907,8.290714576,8.017500631,8.14712969,7.86740407,8.331056691,7.794174734,7.767281468,7.669875569,8.258850799,8.56586202,7.975266148,7.992489925,8.265422253,7.700692346,8.062856868,8.084457213,7.924786917,7.647081713,7.798608552
P18206,9.231234446,9.097711903,9.103147516,8.890837989,8.922976175,8.953121463,8.644285119,8.897558412,8.912314574,8.868464156,9.017516735,9.04460526,9.002284131,8.903296041,8.982189866,8.788093161,8.575548459,8.887639179,8.973472635,8.989017724,9.00617523,8.992224931
P18564,7.401792023,7.876845507,7.474492368,7.217569603,7.292930209,7.341148396,7.156241953,7.122388809,6.885871289,7.018478298,7.104835956,7.188912638,7.527995062,7.608401701,7.454891102,7.286072067,7.230821756,7.16953644,7.120412791,7.019232015,7.123478032,7.151267696
P18621,8.721651359,8.650186013,8.625593116,8.405554808,7.540039754,7.780984162,7.536622867,7.582936393,7.936495401,7.474215589,7.763435254,8.874846798,8.266710576,8.464216999,8.246514627,7.826525016,7.29326033,7.937328431,8.119205973,7.874179931,7.778373587,7.747252647
P18669,8.780915985,8.843829257,8.754209385,8.820542199,8.047587611,8.404029516,8.445087368,8.704795928,8.606559651,8.600445192,8.82031921,8.342287593,8.729612045,8.777573684,8.84421381,8.43002178,8.317832486,8.271392443,8.694110321,8.602013361,8.641804029,8.728797323
P18859,7.608284179,7.820711586,7.871767739,7.767447171,7.298351877,7.444591539,7.246055124,7.150306721,7.357907354,7.158998001,7.135969916,7.58541572,7.418927564,7.579708861,7.607856803,7.275009877,7.24669449,7.329652969,7.311184549,7.214995861,7.295643355,7.776250998
P19105,9.179630798,9.088891977,9.202154118,8.817266552,8.954081856,8.828262345,8.636103789,9.047939749,8.901546834,8.407172305,9.013757347,9.026209993,8.844926836,8.946695006,9.065286714,8.872820431,8.825618101,8.9047344,8.968705868,8.769577832,8.989365815,9.283305281
P19338,8.923738167,9.044117305,8.997385978,9.017163014,8.705035237,8.445819065,8.213860817,8.762557495,8.518892875,8.397340448,8.56415877,8.858820494,8.986191504,8.98632856,8.93630096,8.656184047,8.285965442,8.466123014,8.741363281,8.568117996,8.194709229,8.409294761
P19367,8.361655691,8.301702757,8.262661695,7.875564959,7.373720268,7.165646122,7.572856311,8.133771878,7.912799846,8.286484991,8.069147921,8.200759552,8.191404657,8.128398471,8.222412941,7.880340172,7.434742328,7.903186152,7.989696526,7.865751874,8.091573395,8.400485692
P19623,8.043295238,8.023845148,8.064466465,8.052735334,7.621218323,7.352493823,6.904456092,7.406557953,7.459716112,7.411383213,7.338885988,8.03426586,7.829685349,7.994678161,8.08413935,7.637912709,7.194435005,7.402464365,7.139544936,7.241552612,7.274191968,7.469154745
P20073,7.974017902,7.559583437,7.611339892,7.390821679,7.606260418,7.418830905,7.325806492,7.386651092,7.485390779,7.419906613,7.419007188,7.572163076,7.584804337,7.386706296,7.700650669,7.375261113,7.22365674,7.400121354,7.424446073,7.526289428,7.541732011,7.796548074
P20290,8.342626123,8.460251889,8.39258933,8.18255017,7.988986857,8.420252012,7.505836679,7.971235716,7.665832306,7.429912261,7.715100449,8.005482576,7.833546649,8.347066757,8.525128623,8.142434525,7.920567495,7.909078463,7.830584779,7.786962954,7.682291653,7.787405564
P20340,7.77320087,7.90290967,7.736060252,7.602401364,7.482058382,7.366523588,7.277927299,7.257938242,7.195263989,7.230135731,7.328284181,7.895084568,7.845255751,7.723461592,7.703691907,7.410938196,7.179430849,7.366176132,7.131764872,7.359587655,7.369023661,7.452953527
P20618,8.231791324,8.338330012,8.222755716,7.499657708,7.619763763,7.781358501,7.511048212,7.753261704,7.829866151,7.418803917,8.0845178,8.152330939,8.049812898,8.131219942,8.141863233,7.831723235,7.508954517,7.368355196,7.816368873,7.968261204,7.874492505,8.194112725
P20700,8.230761203,8.172768896,8.14815204,7.896632416,7.447891326,7.360169164,6.910686602,7.365138698,7.387717431,7.586344468,7.720473334,8.188980937,8.052281061,7.984826643,7.89461345,7.461329668,7.156109947,6.983924016,7.44878909,7.529035604,7.297920594,7.832402631
P20810,7.759151095,7.938473908,7.714422023,7.73906736,7.565687502,7.59499999,7.313201361,7.530658196,7.484047646,7.236503973,7.362677099,7.557802378,7.602977647,7.825823695,7.835694023,7.588088207,7.244596692,7.452702451,7.471168098,7.712203016,7.408934009,7.114094719
P20908,7.414214128,7.322405992,7.632584892,7.445367438,7.829225467,7.685982977,7.591051114,8.25559178,7.860206444,7.559831421,7.797512301,7.585103893,7.607842408,7.654168302,7.859366459,7.728680822,7.369732851,7.697378312,8.156129052,8.129707785,7.861332549,7.936582734
P20962,7.464815628,7.482828351,7.429360917,7.038868242,7.872808111,7.411145821,7.278277057,7.187728951,7.076316674,7.264639006,7.338695454,7.473238523,7.305977495,6.91013231,7.547012462,7.667935134,7.050816967,7.825502409,6.974483433,7.583989248,7.074309089,7.381612868
P21281,7.677015995,7.565029441,7.497691008,7.54137307,7.454332562,7.373012043,7.112282747,7.296485842,7.374002345,7.604456998,7.510705685,7.681701306,7.638656252,7.636061392,7.297850552,7.326456383,7.086113586,7.493221377,7.387503509,7.424352272,7.710905624,8.260948017
P21291,8.614092269,8.40158792,8.826081156,8.645868898,8.657710221,8.562474639,8.483463454,8.475981737,8.477269305,8.447122746,8.586317706,8.564646681,8.44002445,8.601466257,8.664144036,8.326574914,8.316580627,8.787715773,8.503480186,8.646471531,8.497161862,8.608131435
P21333,9.990359504,9.894880265,9.847953071,9.748871899,9.734393893,9.56913447,9.425953708,9.687770044,9.752379117,9.61452286,9.911058899,9.956655521,9.949037365,9.844973423,9.769466756,9.650147831,9.395140118,9.741826267,9.889483886,9.914224062,9.984541379,9.749736358
P21399,7.390514905,7.467581916,7.514849006,7.456839881,7.353918185,7.276614745,7.028229376,7.398129959,7.30928735,7.408508126,7.957792745,7.507625268,7.630010469,7.461951288,7.737762659,7.328228707,7.021541119,7.18916601,7.363823275,7.798819164,7.972732773,7.874463101
P21589,7.416225452,7.897393983,7.209943296,7.370556983,6.915686195,7.268803888,7.809918375,7.208877174,7.180686881,7.47760218,7.350510419,7.222704594,7.288800582,7.215286772,7.375432928,7.166133461,7.109094481,7.230825566,7.324684005,7.483515453,7.167939574,7.691182825
P21980,8.269834488,8.247921965,8.241795675,7.960805389,8.520124348,8.352482928,8.03369454,8.350402015,8.001489326,7.989942175,8.16179871,8.082869743,7.903195253,8.168972424,8.098297169,8.101358679,7.669713073,8.114690317,8.020845444,8.108847054,8.25146357,8.019841961
P22061,7.921267405,8.068604711,7.507910744,7.662815858,7.806774983,7.917378334,7.503584841,7.900588741,7.5220897,7.511542728,7.555271727,7.680696244,7.531577214,7.818805404,7.792503691,7.683415162,7.57608363,7.672135162,7.568162145,7.685808772,7.478931516,7.389574834
P22087,8.204595169,8.020463624,8.004468729,7.008776324,7.586752794,7.70748201,7.046541299,7.52873295,7.275178011,7.306379953,7.468398764,8.121109484,7.961107708,7.091980959,7.526904995,7.732903885,7.230715696,7.397622565,7.685692918,7.560479991,7.758918006,7.413830122
P22102,7.6526653,7.6675884,7.54611411,7.431630315,7.500086022,7.543244275,7.120792417,7.336064788,7.336281095,7.460063951,7.497745719,6.977196866,7.670444725,7.476951855,7.610462288,7.27665591,7.171761211,7.240034486,7.40852602,7.442621688,7.506974224,7.625456555
P22234,8.013871902,8.092135373,7.776838976,7.980738741,7.813612349,7.638996592,7.493027696,7.931834146,7.584957529,7.649951425,7.744519066,7.783983793,7.667652228,7.934597678,7.916000076,7.872272993,7.496801393,7.746715783,7.444400185,7.608659908,7.614060979,7.650655209
P22307,7.839430663,7.790883136,7.763847394,7.790054207,7.515949135,7.433973484,7.636378338,7.687602858,7.726399419,7.454135642,7.825602958,7.696224227,7.784461156,7.749267362,7.834221686,7.380911582,7.344891011,7.618664983,7.595484446,7.366845235,7.918242264,7.621273293
P22314,9.056077196,9.062315785,9.064461313,9.044893163,8.82837483,8.618176931,8.144065436,8.824370642,8.777035943,8.639831108,8.720703202,9.081708188,9.100426732,9.066168859,9.088541634,8.753102782,8.186066927,8.666877762,8.75006837,8.7652065,8.696271803,8.59505541
P22392,8.758090263,8.662468366,8.644160217,8.579895014,8.603949738,8.80097564,8.681339006,8.772954487,8.642770788,8.090360458,8.852879899,8.512016976,8.616042981,8.497751468,8.722071281,8.831038361,8.584374774,8.678108743,8.704503793,8.883748048,8.690008235,8.782254365
P22626,9.280884782,9.196776194,9.211829668,9.038758552,8.773283971,8.579527042,8.608316262,8.656421269,8.464314199,8.24128555,8.649178792,9.055423153,9.212874796,9.224478609,9.055431506,8.743746587,8.567767488,8.597027606,8.751302329,8.659555856,8.51899383,8.621959652
P22695,7.621827913,7.46655071,7.366951111,7.408920345,7.290959711,7.285674749,6.663216366,6.985803796,7.208430281,7.820850271,7.694234668,7.927272284,7.477090348,7.14802897,7.316269918,7.234766989,7.822584319,6.967960177,7.209440531,7.118751606,7.238051029,8.020222869
P23246,8.686827392,8.706025318,8.642290481,8.448396747,8.264345556,7.837962535,7.781791786,8.325237933,8.052025851,7.704125994,8.158775306,8.635204896,8.664834325,8.596513782,8.575366273,8.316498775,8.05855649,7.983787617,8.251958599,8.162534658,7.77147023,7.369268323
P23284,8.994501718,9.20081883,8.994347516,8.693447217,8.751693375,8.535200643,8.788014112,8.936745588,8.877052579,8.824371531,9.071108042,8.858346424,8.787411325,8.873630523,8.986662052,8.635163697,8.636001744,8.749977031,9.043764338,9.090288806,9.081088093,9.209618919
P23368,7.253105237,7.388911189,7.153929915,7.113488484,7.146424066,7.404220372,7.120287358,7.348788165,7.197459985,7.235400717,7.12069116,7.149900426,7.21387181,7.174033396,7.097578252,7.203782618,7.122501127,7.266958727,7.211587447,7.28348262,7.083251677,7.228695106
P23381,8.307873182,8.1663602,8.136885118,8.12419074,7.979874433,8.479466718,7.865587553,8.299635336,8.077404193,7.923460272,8.086262064,8.243098071,8.04916564,8.105034116,8.028434313,8.1720592,7.961511179,7.86225424,8.238789054,8.39382223,8.200682295,8.063878035
P23396,8.978844797,8.975740963,8.925266266,8.584258244,8.68865609,8.442944848,8.269939856,8.764206887,8.38526979,8.107246038,8.532012665,8.915299094,8.898944561,8.868655325,8.740713494,8.646286804,8.375895543,8.690430742,8.522609654,8.506839246,8.434154023,8.185945893
