"","ctr_1","ctr_2","ctr_3","ctr_4","mg_1","mg_2","mg_3","mg_4"
"P62310",7.47111749798269,7.44967582355953,7.479655085036,7.13871067694516,7.13236404607741,6.98176958719507,7.15075759416199,7.45211391737005
"P62314",7.72999064476943,7.70384751787943,7.37510573042731,7.50168459612218,7.86557202360949,7.72209261991524,7.70595446933069,7.63891413314515
"P62316",7.23040702715223,7.33115890819968,7.4030625986954,7.31247152969179,7.17542436588672,7.34227406457863,7.22855978429319,7.26547128616316
"P62318",7.90474537185974,7.79089893109299,7.8002434111809,7.70129522028643,7.8453478509998,7.76649231016899,7.65091202606067,7.59046240067086
"P62328",8.36466827058745,8.22213549967742,8.53696407330813,8.41477614320332,8.47045491362669,7.96233570896326,7.98773139329044,8.02155228452871
"P62330",7.03760394592133,7.16485943896096,7.16276021595962,6.86316295353997,6.85404405361444,7.11818790269139,7.01892391955514,7.10928844911214
"P62333",8.02536474458321,8.05004296020452,8.01144340647022,7.81290728365268,8.08156854431734,7.886121619413,7.89180956227416,7.9691102052568
"P62424",8.34511398624537,8.33102155777654,8.15867683387858,7.91817207379707,8.45253258336034,8.40461103163934,8.19860088872855,8.01492476858837
"P62495",7.88126403485855,7.78108098980593,7.77390052454613,7.62669285790726,8.06266602264441,7.63525602382524,6.91970415588383,7.51187588302868
"P62701",8.47961447356696,8.26335031377649,8.29330561564127,8.04321871167644,8.35814721291615,7.97997790971438,8.17768485262951,7.94980344574539
"P62714",7.61895581311701,7.76638180897224,7.84141576749581,7.69781899041481,7.68619220545952,7.82080662493821,7.73749318032286,7.69194214984238
"P62736",8.21402262112359,8.37756356842665,8.38845561808151,8.37564547289274,8.273220748726,8.41916965301386,8.35413148610228,8.31371687613746
"P62750",8.22735425966251,8.26143426552222,8.25514410744152,7.55730708909758,8.34120741746782,8.3746023192388,8.32260809055966,7.72419202962171
"P62753",8.58890090017108,8.57103187345452,8.38444854462569,8.07436808441527,8.46454209170762,8.38015266238335,8.2819148655688,8.22475902153967
"P62805",9.05052572218261,9.4950718974207,9.28623480727803,8.86376679327266,9.45560729085376,9.36719435291467,9.17517438325884,8.73106249774736
"P62820",8.13332772125371,8.31905964228108,7.99732522054385,8.0180398565749,8.07610695610842,7.69404049053355,7.65099603485072,8.04116147807709
"P62826",8.11351725623194,8.37744385589696,8.22643107545513,8.14941959743099,8.17764358014474,8.28202553511703,8.32535392979661,8.35326878605107
"P62829",8.2875325438229,8.19266651929865,8.12837590165585,7.70674833201172,7.72342153208282,7.72099695104446,7.66745176696458,8.04490207950649
"P62841",6.94392058305964,6.47651188090445,7.56857480032085,6.60685493401296,6.89889725400537,6.08697498035736,7.25045852172884,7.16476426347312
"P62847",8.39285492570543,8.28182482475292,8.29683841232669,7.70639355976478,8.15326109231952,7.9022993086037,8.02469017450095,8.1648143673684
"P62851",8.22075444829092,8.15124837318649,8.01101212641442,8.13757740940401,8.18582519968974,8.12350045491849,8.06517972248622,8.1002642860467
"P62854",6.86571295391207,7.9305666401451,7.81107333801355,7.67730046001492,8.00372628617719,8.03009887740141,7.92975019116384,7.74191766276233
"P62857",8.36738241687648,8.03771959216235,8.05896248153866,8.30385204612657,8.37220562239693,7.9361245964857,8.01290639526062,8.26311549612517
"P62861",8.03428345173701,8.10060449695904,8.09565989264289,7.88117968610238,7.94143198777503,8.06897419064221,8.0066065920595,8.03136047632629
"P62879",7.68435267488496,7.58709351920369,7.57644556037071,7.42917480200181,7.49488831654521,7.55029959507895,7.61850367012522,7.42814043740294
"P62888",8.43363339864353,8.00585153350544,7.97199266160173,7.43016093449449,7.87061971224505,7.70869559908451,7.69511524130834,7.94829096358458
"P62899",7.81913710638823,7.81235875992717,7.65409380692386,7.73170611426929,7.71103654139868,7.82564920272776,7.8254863823341,7.85482243921972
"P62906",8.49316401815629,8.42881161565772,8.28533727618408,8.26281743170953,8.55339985339416,8.18034285218536,7.89073194730817,8.32842280388604
"P62910",7.27176696551481,7.24840408017891,7.22263989898471,7.08593081779396,7.23434670741592,7.18668849898324,7.02164390764267,7.10587804383478
"P62913",8.50937781877967,8.25917896967395,8.17975828689121,8.24046540341537,8.3151400808136,8.36876768232246,8.20010203632494,8.23982202638185
"P62917",8.54220558914918,8.36375535381963,8.30153654026133,7.8068808812605,8.65406110949974,8.15652170208625,8.03362167974797,7.59383035562461
"P62937",9.18601728944387,9.10015813244891,9.18527020935355,9.11876127436291,9.03917196481142,9.147688177999,9.13728754159986,9.17589601151701
"P62942",8.16201590097139,8.01086597348608,8.1470795727808,7.71364342933131,8.13529918174783,7.82170818677185,7.8154493657873,7.85538973429187
"P62979",8.34103118528035,8.48056776007791,8.46435863703137,8.29615778476534,8.32266992992131,8.26796628838884,8.33743234297898,8.0884067314762
"P62993",7.12679149888832,6.97262272721749,6.61022771837121,6.94977172300626,6.89789123273045,6.94045232366411,6.82743805290038,7.36435405230082
"P62995",7.9531605562836,8.01063535598963,8.06923282954148,8.13869588830067,7.85553093343962,7.98934663987663,8.06114105210224,8.10583138008173
"P63000",7.46592911864976,7.61430465386856,7.49440870305456,7.33252320672932,7.25031583626264,7.31896447332586,7.24772176713659,6.84502400653366
"P63010",8.37542531190245,8.2586888014981,8.3209805872177,8.07246324365343,8.30807010309596,8.25711411447263,8.30871404549201,8.27359058178006
"P63092",6.85823202555597,6.90475860625323,6.87282394813007,6.38047223651072,7.04441946138748,6.81131643830545,6.58485419256506,6.79223241305756
"P63104",9.19628449456735,9.13728748943125,9.11455917474524,9.05758001705656,9.15245884182856,9.15028888623276,9.10609672302919,9.09459741013877
"P63151",7.4469569717171,7.41494896796359,7.26032903206511,7.12816589559618,7.2542188444292,7.15750849174266,7.08039729789609,7.24560390986214
"P63162",7.56811352541654,7.69562648357426,7.62791372648522,7.53741756312477,7.47602931835799,7.66958076905,7.58410674503248,7.61640674844358
"P63165",7.24178001494173,7.28939108494432,7.43019699448417,7.23568566027838,7.33347832183908,7.30743315927774,6.96353139211942,7.18509643195216
"P63167",7.58060229851138,7.71343704451845,7.50156528724822,7.49039763356347,7.44911874487227,7.40438476637901,7.29538937988985,7.43109514164124
"P63172",7.33084631456418,7.21298265289242,7.41478967616258,7.11866655370246,7.49187543891001,7.26983419435983,7.21453180099246,7.28895960914752
"P63173",8.09602448019433,8.04510992473184,8.0417505513799,8.22222572084546,8.4165003487575,8.15597268027414,8.08072593279665,8.32847694638597
"P63208",7.50257978861677,7.52037536507311,7.88050891136736,7.76068381424961,7.46181592799963,7.52450541660905,7.64603976488527,7.53622756302544
"P63220",8.06917724923111,8.16873144800142,8.20957092711017,7.76084645319304,8.03050176821178,7.8176868060828,7.92083859318732,7.63614162373333
"P63241",8.54057804663413,8.5384858794108,8.39170241460131,8.47112404958868,8.46600878648884,8.46066609593132,8.52983398477136,8.41619843005152
"P63244",8.69937268045409,8.4855903207649,8.49970907766951,8.47247700817632,8.66643353049423,8.37470704498054,8.33428021345087,8.34872962702234
"P63261",10.2632867338461,10.1729233522891,10.0954883414831,9.91425590377545,10.1018949248189,9.93948519085709,10.1895313901309,10.0588651560609
"P63279",7.443530356964,7.36789323217335,7.41524427000027,7.32889190829781,7.44647058801469,7.4714046514182,7.36421335693152,7.22375288968816
"P63313",6.98161504974933,6.93417382138689,6.91702723851847,7.07145529617003,7.09807840222828,7.02866792387808,6.97214378924985,6.87899811753301
"P67809",8.78150703124366,8.72636687984199,8.93579901093353,8.52580095356974,8.86752130729588,8.58566925469247,8.66483602758997,8.4295825657426
"P67936",8.61235967529919,8.60915193495046,8.71337735244783,8.51453473797952,8.65061302102276,8.43789530859735,8.45597001179979,8.33737176720143
"P68032",8.96601233406698,8.99340435500613,8.99564122090567,8.89300191875482,9.17567563302222,8.82748213124976,9.06888831133343,8.8391475066829
"P68036",7.84871240618297,7.7062743360534,7.70529055328894,7.70077053952351,7.73819366300684,7.72579195288441,7.75028338159012,7.73814418026886
"P68104",9.56545796749739,9.51467490465923,9.32556847111445,9.12494086150245,9.3807316499342,9.32935213144931,9.39577670979673,9.35646979077737
"P68363",9.84614277740047,9.88200052141376,9.81832362768466,9.69961210715497,9.71477303866058,9.84673278357637,9.8328846533157,9.75445909228239
"P68371",9.63087598652008,9.74977063209344,9.61422176401957,9.42417124383305,9.63659251628272,9.4202011333192,9.61696688652371,9.73416622874058
"P68400",7.31243071673823,7.61803705738761,7.67873202640416,7.32245765234163,7.32981227177362,7.41731616443058,7.59432099403905,7.47640047108776
"P68402",7.52437560398195,7.60995158498597,7.63169279581805,7.60120098784032,7.46924491720254,7.63141106680359,7.65094003080007,7.63376639808669
"P69849",7.36414614299566,7.57158698807025,7.19381698660395,7.09532650945241,7.64626901397845,7.58077312997599,7.34524483468366,6.89876956106813
"P78318",6.11995509875298,5.91149966073874,6.07873290953419,6.39609798930861,6.52555299332297,6.25871818432153,6.29496961766453,6.59264841642886
"P78344",7.97320250961568,7.95100985811374,7.90727756988194,7.48038210640793,7.79747509470561,7.95131517224088,7.84965398228948,7.67491140053636
"P78347",7.23373554861591,7.15127539321139,7.20473577002771,6.90278085223839,7.43595817904467,7.19646707376027,6.99901253435853,6.65955462406963
"P78371",8.88229150484395,8.89089979115252,8.87532314489448,8.73282143974995,8.83500853673347,8.81471418694301,8.87762843250327,8.82001454095691
"P78417",8.35662468268861,8.25926061095807,8.41549341534388,8.36624523982228,8.39141821019051,8.14204589052476,8.05501159206714,8.1227252561637
"P78527",8.3887388358223,8.3614783409395,8.05887933626372,7.70872260618872,8.26078364290872,8.22539407419035,8.05721064970356,7.74002446469865
"P78559",7.73392307103005,7.77325996998907,7.71895783611069,7.65645584178989,7.71355109185346,7.84101043655081,7.8400527187147,7.64744117215776
"P80303",7.79259446121987,7.89412279965841,7.953698273789,7.76560446852738,7.70348663131057,7.73514887604309,7.89617294793708,7.91350165600393
"P80723",8.03931636220999,7.85530909099593,7.88279928511758,7.65580160803129,7.97115244873039,7.77043856379871,7.61559665026767,7.37861491279899
"P81644",7.24157651053613,7.02224380842633,7.27927437365586,7.31530927686537,7.12868016934712,7.2306935395505,7.37787024340103,7.3874840733836
"P82094",6.87281612877718,6.93178730819178,6.86358899624177,6.92890455581471,6.89256119416263,6.98005342729488,6.93233715946068,6.84369558585748
"P82979",7.52915582353371,7.53710460467793,7.59556495745556,7.45942126781501,7.53690365119345,7.43572000793082,7.33243320302657,7.42419588502941
"P83731",8.46372767939957,8.25419732343202,8.18114281546822,8.01604055962569,8.43093955907233,8.19475091791665,8.09311685312,7.89939437164467
"P84022",6.89122568960328,7.01846985162431,6.93455276787675,7.05663053676713,6.9450869886237,6.97423712426891,6.97511581832938,7.01299185778767
"P84077",8.31995265417291,8.27871270689682,8.39040130729732,8.27181274947445,8.26132123034913,8.19743930347011,8.40162564784642,8.51717029311326
"P84090",7.45934291438194,7.65750664812061,7.52394618606763,7.58282824735145,7.36667377284664,7.40420446733899,7.53036287665356,7.48196093666113
"P84098",8.2638863169781,8.15565064442057,8.01191130353711,7.92550126605062,8.11159535048425,8.26101144562445,8.16655173218437,8.01023552874592
"P84103",7.82267460965009,7.73927343902094,7.90391022695537,7.87498934103842,8.05196966187247,7.66728531069139,7.84141421952903,7.26551363334537
"P84243",8.10314561047243,8.10845954759345,7.53565919827237,7.5374547556242,8.13103646396197,7.57052035931273,7.71608668613499,7.73538584004646
"P98082",7.56460375669613,7.52622219618935,7.49040361085628,7.44436158702573,7.50068369951009,7.50047801235163,7.63185677122194,7.69756635872987
"P98175",6.99966859729761,6.97760834335247,6.87924319576933,6.91951008704052,6.97079321524486,7.04843867266439,7.063244545478,6.96542193638991
"P98179",8.15572656740151,8.23104946542731,7.80534273832373,8.03134734456938,8.05050488789379,7.93226526607249,8.01233912203913,8.29363168776848
"P99999",7.75546306466429,7.57370747758894,7.57664648541599,7.97712002313431,7.82362284415299,7.40229855029771,7.84452475687156,7.88436134027246
"Q00341",8.50017955572689,8.43598970289395,8.37247612315047,8.17305669598225,8.49136684463108,8.35854528080768,8.37263640129488,8.23534461984117
"Q00610",9.23441028927735,9.24816741665085,9.10015525806677,8.99493578165178,9.1436555281095,9.14868355064512,9.14531863015036,9.11776681778083
"Q00688",8.0551141950785,7.82287748972971,7.68749633136343,7.51800682845373,7.86913104073051,7.52309974776932,7.76098688824018,7.73876713623882
"Q00839",8.70551260585406,8.8689107017139,8.86761268553182,8.61490979346355,8.76558083296216,8.92163796715229,8.79637171036929,8.60430241807903
"Q01081",7.0501925365572,7.09591593392179,7.05001422035839,6.80618285249703,6.89482541735819,7.10492978752021,6.93789279070482,6.98831316701853
"Q01082",8.97857403693263,8.95042713938267,8.93338500954713,8.64926123301331,8.8912407850152,8.86443402179433,8.81286450353779,8.81937254942076
"Q01085",7.40151930563217,7.45188997523549,7.36932914577956,7.28228790758421,7.33720280776821,7.39011288167896,7.30621465259887,7.37881037903513
"Q01105",7.81314939576697,7.91106788349019,7.91019259791627,7.86979251679051,7.99840360607615,7.96000576652956,7.84768427630089,7.88279336947741
"Q01130",7.97452155780165,8.03626720362091,8.00661010772761,7.79714738331107,8.10643056636301,8.00435065041888,7.92248740581551,7.87925724482356
"Q01469",7.39468811973385,7.56596620757703,7.58003567357096,7.70039640354237,7.19810927899553,7.32810568625175,7.45132805860859,7.55669039691575
"Q01484",7.42587045800408,7.42259852548211,7.41529878944828,7.19227966833726,7.48906211525047,7.34195241656703,7.10772126169293,6.96516727872341
"Q01518",8.80735460456898,8.71454362783799,8.63595245721253,8.58002038873651,8.4214119531457,8.45744841303701,8.58746181010834,8.63005731923026
"Q01658",7.06520363627987,7.13403736953078,7.13543386947444,7.12441877230088,6.89474057503769,7.05822636473081,7.03957743066694,7.06342712913007
"Q01813",8.91090356067848,8.85422372685371,8.81949463051053,8.63114084203556,8.82973426556419,8.73232450476426,8.80195463630662,8.80928280812323
"Q01844",7.77048920018419,7.80294258777831,7.93426679292529,7.59435680775354,7.96758738143134,7.51458130020938,7.39586093407344,7.44507598597276
"Q01970",6.84926486671061,6.52515293388354,6.66815572514467,6.58032444916307,6.85558801150091,6.63658157852357,6.49534354141688,6.04084602333109
"Q01995",9.39653522743405,9.32461771948639,9.39870924544311,9.16360634264133,9.10926270050062,9.01744493770562,9.16008764977128,9.22630757813253
"Q02218",7.00438492850451,6.83915805915642,6.91510760657078,6.69749228657311,7.1158074205854,6.64621209224498,6.84501821699466,6.74235776537424
"Q02543",7.43965897520098,7.24467800612534,7.32257180082988,7.29733537585529,7.37235978014631,7.50325216429861,7.41175885262477,7.31396936874844
"Q02790",8.24023346212915,8.07774384519531,7.76705655574956,7.69956782972941,7.77573105452252,7.82916142069231,8.02338779311581,8.16022881592853
"Q02809",8.08762938867923,7.95072885231104,7.82953217646003,7.63956167518084,7.97039028124272,8.17677495219789,8.02696976689731,8.05894248118564
"Q02818",7.45730568662909,7.39632648873944,7.5022358215742,7.17115021443453,7.48508829586163,7.12817362610306,7.48134867176985,7.25680923498806
"Q02878",7.99572572724876,8.05263502718,7.85018282705678,7.91495863218203,8.09890369672827,8.0255906697517,7.91327646970621,7.85374523033896
"Q02880",7.02617819776713,6.95639550385319,7.06279205906782,7.08771342764408,7.02527286133444,7.01607315364655,7.08823008513221,7.01059412411988
"Q03252",8.04922728405337,7.96662414316418,8.01288717550883,7.58665240603594,7.97929984578748,7.68689427945771,7.87842737632724,7.67541960537732
"Q04206",6.9649239856099,7.05331400878738,7.00428309441851,6.90016391570627,6.94933079521243,7.02828509001084,6.90438271142209,6.80622373255879
"Q04323",7.16061887674657,7.07086432981318,7.20543451333729,7.11743981605978,7.16085480146037,7.08764552235926,7.1472802971619,7.16317931135793
"Q04446",7.85486370012599,7.73632199845406,7.63672129082893,7.66890225631623,7.9320412598973,7.93012301890023,7.73682757543458,7.54938104892664
"Q04637",8.40627559463396,8.37215852192611,8.38340236288984,8.18350503845466,8.37335846942046,8.34139924476511,8.32207270237627,8.27961431614973
"Q04760",7.90654380471397,7.82292917677587,8.0465241120784,7.76411741693039,7.62699080668414,7.47321187786697,7.90370864355192,7.98146132501777
"Q04917",7.8968634946984,7.88375585704921,7.7244413324066,7.92554391118857,7.89439759827619,7.77523434213196,7.76386661099019,7.66518200928752
"Q05519",7.34672443324555,7.45773445348306,7.56639517929102,7.41604736669643,7.24179237130595,7.39045268705277,7.57929902558408,7.46848226993038
"Q05682",9.065124533168,8.9165067440821,9.05656267792275,8.87204599709071,9.17835169877402,8.95483391796811,8.93729392578631,8.81687650270088
"Q06210",8.20778305055461,8.11236107385846,8.05838013163125,7.667459273937,8.09741104316094,7.99571343336026,7.91343441217585,8.00476961968837
"Q06323",7.56050071094396,7.38925528792626,7.56669070683471,7.57844440623487,7.53660640868419,7.50529521887422,7.49520593960465,7.67173388672205
"Q06830",8.96104348386523,8.960690421405,8.97717292289322,8.8068583467283,9.02278221344064,8.87396533514358,8.85970865853779,8.88086480102025
"Q07020",8.34692403298369,8.40762839305157,8.19111279935062,7.96523188168287,8.48633064601824,8.46829803680026,8.26211796137341,8.11344130318407
"Q07021",8.08952722644419,8.05185289707093,8.24288214953353,8.21314611068765,8.05342951848607,8.10252568050121,8.2256754183647,8.1466401987442
"Q07065",8.10158646920994,8.76411387537785,8.06421002293208,7.7397354621212,7.8003605886298,7.74368688817617,8.041008758315,7.8498251796142
"Q07157",6.9658851404521,6.96434183278287,6.79987403486097,6.4239228955912,6.94691706762785,6.79648772357533,7.00638560008645,6.90040538755771
"Q07666",7.59646862512277,7.40777435420201,7.51313163085033,7.36689744781719,7.52902961195467,7.39062626865282,7.42483041830991,7.40044713749454
"Q07812",7.64044731656624,7.68152053288671,7.82285663724386,7.96394679796476,7.51939937370997,7.65312756342871,7.90225272365487,7.93092271246537
"Q07866",7.8067789892178,7.70047994065822,7.77504941409152,6.96024002483617,7.20500907045446,7.10276549859329,7.23014008387215,7.24460501892251
"Q07955",7.83057101997864,7.82024074225654,7.85460078535724,7.85985789119497,7.92987485447296,7.60704197897928,7.70939394858704,7.85726997593549
"Q07960",7.91923392776125,7.91166495696393,7.87201074723078,7.90247607444634,7.84732012049891,7.92669090807109,7.95781938305418,7.96565285715475
"Q08209",7.1868689763159,7.16386015244607,6.94792468221857,7.40738555665969,7.21158276229362,7.27864156930168,7.31552305077134,7.15843462356336
"Q08211",8.36816725270329,8.44276579139125,8.31022315602055,8.03154735460012,8.34212096646301,8.44132082456141,8.377936131146,8.25504079575818
"Q08257",7.32410784386372,7.34091959216313,7.35903237198543,7.37961906805393,7.28615537627512,7.34427426593179,7.29555896528867,7.35775317641273
"Q08379",7.07738338282673,7.1530223040566,7.06292176373584,7.10609549689982,6.92109477211679,6.92601631288801,6.91761561500158,6.97915212050054
"Q08945",7.71968603330821,7.81579799966483,7.80687135847328,7.79770861890531,7.70466527941276,7.80998035429552,7.75740210242928,7.74643747656434
"Q08J23",7.20288877377126,7.29834468117345,7.21223046044517,7.0538555780463,7.22351074133903,7.43121492330153,7.18094098542069,7.14543400174388
"Q09028",7.24484983570967,7.36312073081772,7.34585263008653,7.23638502078237,7.27178823464502,7.14695090009591,7.21890444653357,7.26224068418106
"Q09161",6.96997987647491,7.20637631508715,7.06540043413393,6.97894186620321,7.10000899341395,7.06455866481296,7.03709636931404,7.04648959751346
"Q09666",9.68329787240852,9.69311671513053,9.6768884662841,9.41407736520293,9.57568136995808,9.48011328750901,9.5736641990886,9.54966962527691
"Q0V8M9",7.09145840703312,7.01542704940974,7.0117877702404,6.94802817095746,6.98679019791478,7.08878956713737,7.01481165974553,7.15398912137518
"Q0ZGT2",7.14877245775688,7.22901700061959,7.34861378767455,7.08291053633843,7.07628957181696,7.20168344417301,7.12571105691801,6.92587146564499
"Q10567",6.90593731529826,7.48703491504163,7.25031331111813,6.92590779930218,6.9451071412919,7.27401678171719,7.22340868225098,7.11807658411503
"Q12765",7.2836830527762,7.70155337323067,7.55860110365836,7.30723272422392,7.44846287778635,7.55916006694556,7.72553381819631,7.43269223643006
"Q12792",7.81509575529524,7.69115791970818,7.66544617754567,7.71726457054616,7.87905465913106,7.72388353004301,7.70619283648289,7.52235713310922
"Q12841",7.17995127796246,7.22355309715138,7.27919990969455,7.39160634200846,7.08214689652261,7.21240302290476,7.37060570125377,7.41703112045668
"Q12849",7.12114755681073,7.10524297547644,7.19706523784434,7.09033445446505,7.08433332400484,7.12620585002231,7.05327759483316,7.21262552398337
"Q12874",7.76714849743072,7.78258967575158,7.78564453482128,7.67091124845761,7.6373062923163,7.69276216715282,7.678006160966,7.5291929021732
"Q12888",6.98112022526568,6.66030915317326,6.87312303717017,6.79767584784142,7.0758892872641,6.85609298951354,6.86268690097426,6.79222836951916
"Q12904",7.51121280543981,7.69458789714274,7.42709507631257,7.41600949208825,7.54241095428148,7.40124340973831,7.27658359487492,7.47004066140056
"Q12905",8.34738108775622,8.2843500535394,8.34387840020733,7.76330356005086,8.26757656248388,8.26293574837126,8.13662407259531,8.20578354117076
"Q12906",8.49497738379595,8.64906955674727,8.54316092707684,8.31899326652644,8.28685763215053,8.39907033439542,8.32747544250266,8.42193347128077
"Q12931",7.86067287485698,7.7360518760646,7.84352535781265,7.67492420761341,7.65894196363567,7.73400939684017,7.60679807732654,7.81682998584662
"Q12965",6.86288524234316,6.73348864623225,6.7126536624003,6.82638095698914,6.98703658711101,6.79033478443457,6.76397283611678,6.76929174817365
"Q13011",7.12395993613619,7.31088684011846,7.17538011145952,7.18002769769847,7.0529946535738,7.24492037184512,7.34327493248313,7.14616041875261
"Q13045",7.59761008390426,7.44013851388183,7.2245572885195,6.91461612049861,7.60616863866265,7.58341540611074,7.35475891635325,6.66056172101384
"Q13098",7.066271037831,7.24777150801464,7.22065727528879,7.09737914136873,7.08540647962845,7.22060803131738,7.26892135571693,7.0682354715588
"Q13126",7.92834771493268,8.02732979661707,8.00674131717965,7.790577627826,7.70368916382374,7.80804181293094,7.91756120996395,8.02582988882787
"Q13148",7.43761909851152,7.42786190382346,7.44302018379677,7.62570921013939,7.39172612347351,7.46681785752269,7.5618958903023,7.57980964877576
"Q13151",7.93840505342687,7.93857914415437,7.73579032568225,7.77267160287129,7.81584296613673,7.96846751767897,7.90994117669811,7.62368955850591
"Q13155",7.52501898126342,7.25492371358008,7.12451078742126,7.12633743976221,7.04837075945725,7.02776031276669,7.07679598170637,7.23738914958433
"Q13162",7.55509044934268,7.25296985417249,7.51727970260666,7.53978736420825,7.4741827159897,7.54083572900618,7.30611124378462,7.51771939395828
"Q13177",7.65540693683733,7.57808593535767,7.55382519721832,6.98510064060084,7.49229077050933,6.98056827730986,7.10742693456492,7.55951768845987
"Q13185",8.22542699809391,8.33016633827157,8.37590748916663,7.80107650316172,7.96410895088953,7.84238407251179,8.10627469653691,8.11822573488861
"Q13200",8.39310189903016,8.38597743038619,8.45181865366978,8.18984811170332,8.43961509939681,8.3261508166557,8.17782326053774,8.13445247781739
"Q13243",6.86049658386212,6.9469512219111,7.02241041338791,6.75547282127271,6.90413712336633,7.01202805707714,6.93974583011381,6.87922095056855
"Q13247",7.55250046863133,7.85116201058599,7.75905508466264,7.67782420912242,7.86076453994455,7.55627283226252,7.4599995038553,7.51696325004585
"Q13263",8.41265765414025,8.4677360343603,8.40036108915539,8.17822966996132,8.16037252887701,8.19672929386868,8.232413564197,8.25683406883355
"Q13283",8.44969009581011,8.55590459898111,8.45466460250638,8.25362993491832,8.2929403193817,8.27260786502971,8.29255815654932,8.3821344422053
"Q13310",7.72295138611375,7.98141222024059,7.97054338958278,7.63397836500943,8.02097263901517,7.4685453673371,8.11787042423627,6.83662057511266
"Q13347",8.11343930459092,7.97863916280769,7.99030877975166,7.77940290303919,7.94411440006687,7.33153153162018,7.65886421522082,7.36303854887382
"Q13404",7.806283886272,7.7530117418985,7.79509139606917,7.45279025018355,7.5853867316165,7.48527515314829,7.58455304639061,7.72457233855112
"Q13409",7.27791020268398,7.38420829232467,7.48859463256406,6.82210373438683,7.81973007829571,7.26583652099688,6.97969553372806,7.02851007875741
"Q13418",7.72600367580039,7.40013053385401,7.36014729194873,7.24504029804631,7.51863205787009,7.04016726338687,7.22375900291155,7.25724109494318
"Q13435",8.03185166823752,8.10219053003334,8.1047740154504,7.56994023243903,7.72205646016535,7.86515544740684,7.85258306471824,7.94969062719186
"Q13442",7.37049126342171,7.52337449204095,7.52903060203354,7.59278810454715,7.31547634627177,7.40681775253237,7.29007758287617,7.43352513832703
"Q13492",7.62660912441614,7.88383936474662,7.80190236799049,7.80476847094595,7.73339368918122,7.94963787701393,7.87457769728723,7.86367850248135
"Q13501",8.05321286295692,7.998437832336,7.953698273789,7.74352209642656,7.99696627535472,7.95741638602631,8.06543089414166,7.89413539264497
"Q13509",8.17639383746691,8.13906068652526,8.2099534161418,7.9754905229767,8.01265997022938,8.05522133493931,8.14107541735829,8.10057036034705
"Q13557",7.40519338712132,7.28945360931223,7.16560350505291,7.20387664565302,7.33682728209223,7.45765540262899,7.22622822210506,7.1984680942849
"Q13561",8.07793022930101,8.03375829812751,8.14982230159752,8.26809875517931,8.07397060354171,8.2153513556701,8.26604197747843,8.23253655972813
"Q13564",6.79592243789662,6.59981050331487,6.59624072221727,6.82729985967159,6.85765045250133,6.77100131596156,6.72318568410105,6.76014520200724
"Q13595",7.16926421298722,7.41876256151143,7.49098457037799,7.39815340884769,7.13409649047449,7.49031717052365,7.36437612823621,7.33120167904446
"Q13596",7.25344234475802,7.26185418681573,7.26342846312619,7.27244317004034,7.2465746073098,7.26831134431572,7.39774016381166,7.04663804039096
"Q13610",7.12054523664944,7.22436688655811,7.12956735652618,7.29880018295274,7.10324294710551,7.19452965875318,7.14974997013743,7.31529205656688
"Q13617",7.06703795833641,7.11411366067029,7.02929138242726,6.88599179003351,7.05823069022232,7.05087563928736,7.01400360584568,7.12314120307592
"Q13740",7.34170764752692,7.63413675352434,7.43869128546389,7.29300383805532,7.21792406485934,7.59394265293606,7.38879162495362,7.40388833820724
"Q13765",8.69754970233014,8.53618129497264,8.92677922013882,8.8410033845721,8.59554104437324,8.60081266903811,8.78143192497181,8.63028161192863
"Q13813",8.92549568726441,8.97726912496252,9.0206228436783,8.8542439599641,8.94097086474349,8.8911883610572,8.91562006769878,8.86647236453206
"Q13838",8.27115061978972,8.24304496035818,8.28188434479461,8.07593400270967,8.19649994646106,8.10924438509979,8.0575030161397,8.09688306758824
"Q13867",7.31540950439735,7.11299120595579,7.31116414613309,7.12609123295289,7.33823720708978,7.11019674143118,7.05905851216913,6.70475120446769
"Q13885",8.48428357017157,8.38186510082598,8.19839073700807,7.79634598335786,8.3426479213243,8.14827128550492,7.55294260264216,8.32101379281228
"Q13895",6.90598652047102,6.62511937598427,6.85614736287496,6.83205206347313,6.79951091280878,6.84547336776997,6.83436391935682,6.6312119232451
"Q13951",7.36670811962307,7.25638339808551,7.3342361912568,7.28699349256822,7.33295748060624,7.31327629017685,7.29386011778306,7.2511977561586
"Q14008",7.16652573608889,7.22451204680279,7.09659247337042,7.17144488960312,7.43457091064424,7.19889647221561,7.38366810406446,7.1762677600518
"Q14011",7.22059667021724,7.25543786226195,7.4827331863941,7.38329109229871,7.48575726557308,7.44882774219617,7.13805168433916,7.27762229321539
"Q14019",7.82838600944037,7.61262357751971,7.53524525971213,7.49581761031828,7.57157976893925,7.40064876196134,7.62941118036474,7.96322033773298
"Q14061",6.95277227929047,6.96152192573983,7.42427368920907,6.93604546001171,7.04044564960795,7.00900505328384,6.89409631244496,6.74834235302564
"Q14103",8.34671820252463,8.52713447211711,8.48881038897967,8.34993182486029,8.22433297677701,8.2926160581991,8.35969715610453,8.38386809603175
"Q14152",8.32252279434589,8.25849803200192,8.10559660531139,7.8316962098676,8.20912731334342,8.18165283861907,8.15486249886352,8.12789695435684
