"","ctr_1","ctr_2","ctr_3","ctr_4","mg_1","mg_2","mg_3","mg_4"
"P20908",7.29269802073954,7.20239458492788,7.50748977188693,7.3233407400258,7.26814376352704,7.3257992397983,7.29506552299126,7.73055447743777
"P21281",7.55119266675327,7.44104152880876,7.37480674697347,7.41777287643001,7.55580118747234,7.51346162514341,7.51090929401787,7.17824159936659
"P21291",8.47291062261673,8.26388913793198,8.68142509345876,8.50416644431285,8.42427542877083,8.30169570738584,8.46049154562006,8.52214206039005
"P21333",9.82662136861388,9.73270699770642,9.6865489226212,9.5890916518332,9.79346978111011,9.78597648327202,9.68361810913063,9.60934896716844
"P21399",7.26938721908516,7.34519113122353,7.39168353159026,7.33462515381298,7.38457818823335,7.50495754356174,7.3396527873091,7.61094371658252
"P21589",7.29467637956481,7.76795874456978,7.09177510857957,7.12091150869535,7.10432725401614,7.16933995463519,7.09703100741022,7.17400411867461
"P21980",8.13429509329331,8.11274170871427,8.10671582549129,7.83033086233083,7.95039462879079,7.77366493379593,8.03508611950296,7.96556920495506
"P22061",7.79144089085402,7.93636339439243,7.38485898540837,7.48764135105182,7.56953066937907,7.40813757069819,7.69065820168846,7.66478756362739
"P22087",8.07012502186413,7.88901132170863,7.87327857653312,6.89390518635064,7.98800763510972,7.83062822631141,6.97574612948704,7.40354192755844
"P22102",7.52724107060327,7.54191958592871,7.42243621314547,7.30982876297811,6.86284330290955,7.54472909727977,7.35440750112403,7.48572974886337
"P22234",7.88252763571588,7.95950839855253,7.64937958794076,7.84993751442324,7.65640730371831,7.5419823687068,7.80455268525605,7.78625989109487
"P22307",7.71094542127,7.66319356967139,7.63660093298975,7.6623782260163,7.5700860831202,7.65687684255313,7.6222598616289,7.70582181676199
"P22314",8.90765158697207,8.91378792837708,8.91589829158136,8.89665085598128,8.93286249686235,8.9512742508304,8.91757785126295,8.93958394580714
"P22392",8.61454854527864,8.52049385415972,8.50248576827375,8.43927384709813,8.3725083043162,8.47482936304212,8.35847660181992,8.57911989958761
"P22626",9.12877466329746,9.04604458235067,9.06085133578038,8.89061678917941,8.90700826399749,9.06187933474497,9.07329296609326,8.90701647989384
"P22695",7.49690909627115,7.34417682649701,7.24620962616376,7.13404496371851,7.79734735145505,7.35454372418737,7.03087553493273,7.16580556795342
"P23193",7.35742273263675,7.47989186200917,7.3418499149566,7.22513520999462,7.33282470766382,7.2970417394811,7.16904488588939,7.2887389665794
"P23246",8.54445364516236,8.56333692385744,8.50064667686916,8.30993078588322,8.4936772217813,8.52282103601743,8.4556202397617,8.43481933024669
"P23284",8.84708530738735,9.05002096130696,8.84693363311631,8.55096497359501,8.7131615462981,8.64338904617937,8.7281951447122,8.83937413008749
"P23368",7.13422964285326,7.2678097867793,7.03667976536957,6.99690115373793,7.03271631796452,7.09563923655221,7.05645375855187,6.98125168432977
"P23381",8.17171034795544,8.03251670957431,8.00352471276694,7.99103839027901,8.1079968760609,7.91724292222788,7.97219573616338,7.89685137457628
"P23396",8.83168499703026,8.82863203379734,8.77898459723509,8.44356556559745,8.76918078328528,8.75309429556889,8.72330148832441,8.59745657427183
"P23497",7.03925812678842,7.22961990648882,7.26527760897264,7.14051384475813,7.12893504710538,7.25625498240823,7.29354084118339,7.29686793561208
"P23526",8.13574215433774,8.03663867792942,8.07520088001393,7.89126291776139,8.04547940104024,7.82951169584085,7.86555847827288,8.02228650900221
"P23528",9.35405260998282,9.36919116125449,9.42824140771746,9.38850127049689,9.27366506217776,9.42051353221617,9.42949709284924,9.47381163497695
"P23588",7.70526752747889,7.68667134631486,7.53727855814034,7.62370072722468,7.67461586080109,7.58372791224461,7.49679413498108,7.4620575606631
"P23919",7.21583510045681,7.10657560456727,7.12173239180784,7.03211340485328,7.05753099688984,7.0769299425455,7.03348296681004,7.1620833893982
"P23921",7.15508400854876,7.2333906773157,7.23662753860565,7.01690059538524,7.33020728659456,7.3463402288835,7.1565502205632,7.16159453428512
"P24534",8.56799385457693,8.69213185255,8.6592808581506,8.5389256397987,8.38580539840543,8.47800347388342,8.66105885068643,8.59117851179499
"P24752",7.44074786819927,7.45589185786583,7.3504730111013,7.23445643646981,7.16555339022154,7.15551037726135,7.12411290663084,7.09077586022878
"P24844",7.67494350724573,7.81783457214848,7.83461517538148,7.75597325210468,7.71580867939403,7.77723094170319,7.8662860546439,7.89989143766932
"P24928",6.92452663032178,6.99701938417374,6.70613960952504,6.94357647969732,6.77794465327344,6.96209614307972,6.84207216587594,6.94431752576687
"P25205",7.68212371280382,7.65706445257908,7.69623126378907,7.57175943063337,7.65250312659881,7.72064980407004,7.55552127586087,7.41132962208607
"P25325",7.03396003813532,6.96818843472268,6.75214282815001,7.09092443899576,6.96054843414588,7.0609328516386,6.94099160382364,6.97730705676735
"P25398",7.9668576490702,7.93564512958717,7.83883492520468,7.8097204619507,7.56507781996316,7.84185305156293,7.74970404368636,7.84773632683392
"P25705",8.71084141858147,8.82792133994577,8.70954756178377,8.5926881875688,8.63144099058677,8.77600048405198,8.67865765828725,8.75353420134784
"P25786",7.97185792848182,7.89445518011332,7.95848668753969,7.69638281318391,7.73484662817915,7.50621599383117,7.7174429407707,7.67108894799648
"P25787",7.80980031034833,7.91836352781545,7.8340726462313,7.73173288394832,7.5553556475397,7.87787188394184,7.88133898956871,7.86238951098456
"P25788",7.80489776647402,7.80537810935524,7.85003523594756,7.51685024803447,7.5917194119974,7.47377073043267,7.39628111198948,7.7804158456423
"P25789",7.80728922340795,7.74324292478734,7.80854963015066,7.57920837125055,7.74567859978351,7.85017270808803,7.85967040617884,7.79002030008779
"P26022",7.79342120991922,7.75108406806758,7.7311979935422,7.72861643316345,7.76831294304696,7.61713725557392,7.74776730510486,7.70020428281807
"P26038",9.10974470260068,9.14171903536236,8.99710599278134,8.7802257339952,8.96210292244959,9.00094316091678,8.96002107706533,8.89673738669083
"P26196",7.82090625126456,7.88599220127659,7.84969961583319,7.43175019055184,7.86200810739132,7.88450150537384,7.73373867743795,7.39405767455356
"P26358",7.12212456271446,7.31708422275169,7.04440063448488,7.04365587400458,6.95255473328565,7.40427003930801,7.03165551656923,7.07772743716597
"P26368",7.88447870733228,7.85392880519989,8.08837668651751,7.77318240029343,7.77512640406679,7.84807094318792,8.01749818741812,8.09626544508481
"P26373",8.63410316940091,8.54563864380213,8.38173910826752,8.12434864898829,8.42301445441304,8.26657974282548,8.22626758483976,7.89235980544309
"P26599",8.54243969162543,8.55139493789687,8.4858199964538,8.42927956407357,8.47783484809881,8.54638335058244,8.58359410044302,8.41501859350655
"P26639",7.73496084254527,7.50155032380171,8.0126468788347,8.11818596737971,8.18197350509811,7.86447600756008,8.05742994301875,7.9989626849089
"P26640",7.97090346143272,7.93946796432014,7.73660905245341,7.33450718973562,7.87265519690083,7.55271507276704,7.71339672271791,7.59547988475695
"P26641",8.85744867392791,8.80407744548804,8.80037890789132,8.7070593728871,8.69963060139409,8.78253782929563,8.75756336320929,8.56595543468955
"P26885",7.51949718051699,7.4868283773865,7.46305064313507,7.5014331554949,7.5446757191171,7.41193795304646,7.41440039074877,7.35540420257034
"P27348",8.295061797296,8.10819051454451,8.21057057566096,8.23443640127693,8.31399494594805,8.32716477005776,8.29831815630709,8.20057283639537
"P27635",8.24409677125277,8.28298618023078,8.00667103130848,7.60546769994857,8.01829054752525,7.64035230236436,8.00270449932556,8.03465226352516
"P27694",7.21367842230997,7.26554299386131,7.15009826074999,6.99091024242156,6.91025405977831,7.29990716986815,7.12174556153996,7.16143593698645
"P27695",7.28256577848132,7.3314999206009,7.33676713402852,7.26866512146239,7.60063615797537,7.27317974370405,7.26742930084179,7.30923125640407
"P27708",7.62768654384774,7.30479362630196,7.47158403692519,6.97762989870978,7.71722761067312,7.73343469756927,7.51271082675167,7.03793831286301
"P27797",8.95241491305132,9.05692008292739,8.98852425731633,8.97807865472761,8.89861261525302,8.95482934364247,8.96136669173491,9.06177675053715
"P27816",8.53946019256868,8.51724844878627,8.60520304174108,8.46456262625951,8.4374216666172,8.33300704550409,8.34746512152958,8.4318894596498
"P27824",7.44726066227367,8.24437021142439,7.30313150414423,7.18592519263608,7.20459316264166,7.33419888575255,7.47154751094895,7.23784087062709
"P28066",8.37945569333286,8.35934093105324,8.46593176681668,8.32417174724498,8.2491622557312,8.19659768282496,8.29206936724482,8.39858284875258
"P28070",7.67082682265669,7.83929799653977,7.52056907335448,7.37571638077119,7.55092500003644,7.26833377799295,7.52507869598494,7.49506076215048
"P28072",7.68861224570014,7.68268106379137,7.63298246602615,7.43569890821051,7.8068810119458,7.62008567036919,7.44470868306975,7.49117430791678
"P28074",7.81168391863869,7.842529121555,7.84162787011857,7.71283301975333,7.79086382131578,7.66217858218106,7.84629478351678,7.72367954563473
"P28161",7.00549854706448,6.88330198439918,7.04418800039774,7.32984709347721,7.07054291776395,6.88072076995201,6.86464588497997,7.37486770419328
"P28300",7.65263439376915,7.67114374454857,7.56651084434182,7.52867563975197,7.45803780421399,7.54919824944828,7.42329118745733,7.54743504784702
"P28331",7.19144213113709,7.63751248477627,7.2884594017973,7.19873637645869,7.13055889897585,7.13822472603186,7.28660806354541,7.21070669795431
"P28482",7.57336613162665,7.47898463544809,7.55742185916722,7.46546505396209,7.55818202394522,7.41124564243318,7.5131985248047,7.47771048199883
"P28838",7.37422088799782,7.33204498769386,7.33047825537701,7.28687923830013,7.13259325546386,7.26908744813953,7.27971649023497,7.28437453151006
"P29218",7.03078623770083,6.97523254053629,6.98658660473145,7.14330967298564,6.96762537787867,6.98537521252632,7.07344763954959,7.05219159898906
"P29401",8.86643649309872,8.80708729918486,8.79339170006866,8.75620723592976,8.73233626466472,8.87244660042042,8.79900055215407,8.79648686449003
"P29558",7.06958469823933,7.29551713854077,7.28009263962954,7.21727161220723,6.95739599288077,7.27975732066775,7.33634748024748,7.31459501660464
"P29692",8.87722892501086,8.91208004091443,8.98439614267643,8.93736296277836,8.88311688289067,8.85666653502418,8.87216484131022,8.92072892483955
"P29966",7.86847781870981,7.60965101353715,7.95711342357766,7.81207531628069,7.94389149660619,7.70451075467747,7.76951248228227,7.81007669432676
"P30040",7.97007673314605,7.94764245928953,7.81463167114088,7.97503467462378,7.82489052029415,7.87388700530836,7.76525989353094,8.00031563440494
"P30041",8.79957158956472,8.85139613072418,8.74397110056844,8.62861229486233,8.71365373727016,8.6010507955064,8.72090493480574,8.76993781402594
"P30043",7.04168985109196,6.73878521221405,7.0259596482104,7.04482573704554,6.99135669599697,7.0850848325012,7.25308460788988,7.06066567682621
"P30044",7.9805564534317,7.76730517442077,7.85903362013596,7.79599456305424,7.77955589530016,7.78818412267222,7.64481072588016,7.72436028451116
"P30046",7.20001965396161,7.22656813684338,7.25005356041012,7.24547180465633,7.14742185703398,7.16257782686104,7.34645264680776,7.46011944699984
"P30048",8.03876656805286,8.17734886792746,8.10078874575482,8.10208547870525,8.1672785980322,7.76266749392818,7.75861974516544,8.04451902306007
"P30049",7.6138962200102,7.6110678998127,7.89877997926075,7.57546153196319,7.57141594516432,7.55291284822073,7.79096926552529,7.50762762341906
"P30050",8.59423524461607,8.52635235705398,8.45426157316593,8.41860057225651,8.56158120374314,8.57980633236732,8.52732053325933,8.34368951007077
"P30084",7.90890125276373,7.95794439947417,7.91199519061318,7.77482015204644,7.93818904430866,7.83944636483341,7.84217743778397,7.88156028842346
"P30085",7.87458138384369,7.88113978558183,7.90835904698952,7.84904181026373,7.91998753335998,7.84370581200949,7.68609460212539,7.85369644875856
"P30086",8.12124313792468,8.19085649169877,8.3660046573982,8.10363838188847,8.0226670082436,8.09236535005965,8.19629959178965,8.21343642108845
"P30101",9.37852459394858,9.30061499621144,9.34239268644892,9.27756962329705,9.25493500433596,9.27108645661277,9.22049903410395,9.28288741367699
"P30153",8.44430543270027,8.59271453602319,8.47507711027376,8.27266967938364,8.40362984926008,8.06004676706547,8.5194902536776,8.39635261770777
"P30419",7.42570165436099,7.47982712251842,7.38945265791417,7.21121487109837,7.43939902759476,7.37003795000877,7.31633189098062,7.29707732993594
"P30520",7.58093138026991,7.68271272360376,7.59866765465612,7.30672960989338,7.5706961266792,7.69854333104247,7.60143189751723,7.73460177617631
"P30533",7.34968035347061,7.36157482236937,7.34640626116026,6.9760812658035,7.41113010663127,7.37772154814367,7.2438705947355,7.21892139526478
"P30566",6.5786632795918,6.6240658786113,6.48128140972235,6.58174466514965,6.62851652326596,6.53378470255055,6.55228623641,6.85683936373984
"P30626",7.22527734409857,6.98823221505623,7.3493753368307,7.09429650784688,7.08124835087746,7.08188098564019,7.05705750587741,6.99362964768739
"P30837",7.34284258168751,7.43898490198786,7.39734388836704,7.3820705646365,7.15399090017082,7.40610203674632,7.32063373007394,7.42105167445993
"P31150",8.14657175600909,8.09253544695686,8.19965725820591,7.73263538485241,7.88472313330536,7.09117148600359,7.98299788290513,8.05256107948719
"P31153",7.55701250385092,7.41461087157623,7.65807060942595,7.34858360312575,7.68826773560092,7.60840509565328,7.53198723931695,7.46425431036825
"P31350",7.66653040116377,7.82054522426735,7.62536106924475,7.34918670861448,7.62683325086341,7.38890393400855,7.7096874949183,7.5060296321073
"P31689",7.49367670891391,7.51589735595449,7.54894293017767,7.32411843198162,7.50611174965902,7.43250687757231,7.39226440061824,7.35838538478157
"P31930",7.81463312079161,7.72295065697362,7.67679020528453,7.23955748948856,7.57982749056357,7.56296108405074,7.49515245365132,7.44927376921603
"P31939",8.35921119157677,8.3647611895633,8.4299053709134,8.22673697633417,8.31080294505265,8.29537046806297,8.29764693878164,8.24348508936041
"P31942",7.82182547497181,7.88008507028948,7.94709301767848,7.94987397338248,7.80581728425147,7.9774793272228,7.9496220503085,7.84660820704037
"P31943",8.75526178117007,8.89071371803303,8.87624390961279,8.756861828513,8.71354153221699,8.73064703374957,8.81618932536115,8.77636059299719
"P31946",8.00655715830508,7.98720536783717,7.98413027703598,8.09186706200895,8.23074651899429,8.05667825229875,8.12452533790196,8.12342227543537
"P31948",8.46789253346493,8.47337443530176,8.45724188709968,8.17264879943665,8.26095476555681,8.23068245837254,8.25693767706712,8.33880134234162
"P31949",8.41208667025635,8.71216521668607,8.49960309301239,8.11226013638187,7.86272933823193,8.28471901599958,8.4665046774026,8.69587596506993
"P32119",8.07440740083533,7.88484021473348,8.06821660475504,8.04149621480746,8.0734818919225,8.04428512575106,8.07954699878721,7.96623796910916
"P32322",7.28016570937263,7.18802380354494,7.26306799519857,6.82099262436854,7.45292780185916,7.07247258773954,6.83305969261711,6.95437287122257
"P32455",6.80601529019181,6.87582670437023,6.91225671576353,6.87804210873651,6.80271706282953,6.89728582401779,6.83789318313908,6.79042179226437
"P32969",8.30028169351662,7.8581520313513,7.56663932511584,8.06116474967613,8.02967053540144,8.2269922869188,8.16395900855807,8.09814643793072
"P33176",8.09671348203792,8.27639015747115,8.16573097272166,7.93180921780936,8.17371840105865,8.10597919115441,8.04463679495466,7.98889612124844
"P33316",7.48435913407695,7.74797498658108,7.72054964980841,7.55271465247209,7.3205839743757,7.73095091102246,7.73264229104005,7.52438438417571
"P33991",7.76804184756257,7.80517054037691,7.55153055168482,7.25935628325817,7.69506460116833,7.49868896917663,7.24034614791426,7.37905458743398
"P33992",7.6838225029473,7.5687699848337,7.30226118678294,7.29413409675381,7.25668669800971,7.55698780512301,7.37898186927456,7.25242305926409
"P33993",7.93174361467413,7.8421547984803,7.70589782926193,7.56463344907679,7.7554683557414,7.93108615466144,7.71361487744697,7.47182982272981
"P34897",7.69755369925161,7.78649127255613,7.88890610818871,7.33853332205926,7.71678362398122,7.31266918504016,7.6449621804382,7.8069893109658
"P34932",8.41954884112861,8.38883928291132,8.37125858136183,8.29635587960885,8.29635578809343,8.33431172859541,8.42427524721117,8.52592790856121
"P34955",7.50224917091043,7.15353477553754,7.09787318713977,7.36153378380512,7.31373160785388,7.24135389556348,7.29125648601727,7.47137008494108
"P35080",7.7347757065713,7.68966820440033,7.60737773593771,7.27510245139819,7.7501764910865,7.49120979531692,7.36497092402643,6.95159103721919
"P35221",8.15302866079013,8.24422941809667,7.97700617712807,7.98846738231975,8.15040254210338,7.72761429867604,8.14413745553665,8.05074488944711
"P35222",7.80698315427428,7.85843803403649,7.90310887773154,7.99548287684978,7.66158803638367,7.69060063904474,7.93450712991379,7.812295801518
"P35232",8.06532199512972,8.24899113229458,8.23675779261222,8.08747083587115,8.12379307139441,8.13336008432153,8.24204204823098,8.01384139403518
"P35237",7.7457294827211,7.65285747569767,8.09885825755017,7.89766654365194,7.58693251003942,7.60220068076616,7.82874389752603,7.98984618969273
"P35241",7.47749683140244,7.56952208364505,7.60006205745381,7.47495734183149,7.48229955668362,7.58088218414277,7.67128957548289,7.50016851784668
"P35244",6.91949119664123,7.38819864491046,7.16460400423174,7.06240848848888,6.97046697308604,7.04698989192535,7.07118679837573,7.2112112159558
"P35268",8.06844347125014,7.94361633798943,7.97471801545837,7.8816663633394,8.01872938723382,8.06702588013252,7.6800621055473,7.62560616462178
"P35269",6.84959380281978,7.18157089420763,7.10747096296629,6.86327893042503,6.91504196845272,7.14076171710028,6.97455203339816,6.88426853511972
"P35579",9.96602222239026,9.91099964608654,9.77881272021698,9.64920780644743,9.9298461860624,9.8355317414769,9.75285849037787,9.65194002499261
"P35580",8.34440166478426,8.27423930252582,8.14968726209112,8.04028961450473,8.35049645725398,8.20992233605498,8.08503288758154,8.04207339477576
"P35606",8.52283027295688,8.39234529696345,8.4408349956561,8.20640813058629,8.43745424278864,8.40796964151352,8.40615974588654,8.40800615604188
"P35611",7.15494473610684,7.22703014882011,7.26162313824404,7.14739150962562,7.22377625564226,7.24318834223721,7.33379364215055,7.22538242690457
"P35613",7.32831060875798,7.68112241231901,7.14320321518701,7.24782182535172,7.1506121201706,7.36909673795868,7.51142478224914,7.11911804945764
"P35637",8.06553948505377,8.50409808219718,8.40728242840986,8.17065173001584,8.21809324045903,8.21711253854855,7.79346902243456,8.22268879613218
"P35659",7.4233881227949,7.49662505144928,7.42489631703574,7.26829584358615,7.30580347131701,7.14085204973948,7.20824220870039,7.05914556191079
"P35754",7.5442511228816,7.35194427914249,7.56940531596967,7.42705984034933,7.47915360831452,7.23912785898725,7.40993956176746,7.42010554281143
"P35998",7.9486001847788,8.05831679158578,7.92919229338065,7.5303998240407,7.90306628932789,7.88999603718042,7.86546175508727,7.92582072768663
"P36405",7.29960852895743,7.36140507486341,7.35414695425092,7.36135964366812,7.39453121311747,7.51559668170005,7.35573767655384,7.39361728974094
"P36406",6.72912233757483,6.74715989524468,6.44424053765412,6.85725740352193,6.8153669752582,6.77471789785268,6.66025535152994,6.68024188413276
"P36542",7.51290686585456,7.64933510991289,7.55326922381343,7.48667674910235,7.45885789958943,7.62619805897832,7.60342596946631,7.47442144570653
"P36543",7.28131521059306,7.28674308375251,7.24741275109932,7.33534908126433,7.31358049885555,7.38276353038054,7.29251757260138,7.24190759228377
"P36551",7.08497038328989,6.9947765023338,6.91819931972485,6.89190506970636,6.80692549013652,6.89689632457937,6.84782048665073,6.89070077688365
"P36578",8.69198279729673,8.66411204794847,8.5128613009945,8.39241346885324,8.66957747503068,8.57125422955089,8.58980020990298,8.33576003402525
"P36776",7.08517551514156,7.00518296279296,6.92104584842076,7.00639132745377,7.11889202117934,7.01211981724375,7.02711195802845,7.08036433356179
"P36871",7.40211571464421,6.87706112077935,7.33166847209138,7.1333899013251,7.35007029608309,7.1585502377758,7.18328151766609,7.51484135035951
"P36957",7.96439345952389,7.81426431919084,7.91199519061318,7.66306179458091,7.79188328071687,7.85299226786378,7.79893019862288,7.69804859522365
"P37108",7.75308984552739,7.75232674176383,7.80758929536531,7.80387532578476,7.81176289456697,7.96728473000786,7.93424988518798,7.76801582483602
"P37198",7.11167870943127,7.2699079298406,7.14728613672089,7.18002769769847,7.1038976872948,7.4421958109643,7.22353382928178,7.10706317399538
"P37802",9.02525631024872,9.22017907146016,9.23186320812026,9.14512098988351,9.0000259168499,9.05572617979012,9.20224698253941,9.333343667787
"P37837",8.64493018519073,8.58012445618182,8.36776983175781,8.20160997998267,8.36122456581094,8.25398925720296,8.13101794443117,8.28930612878039
"P38117",7.15848241330819,7.04072819349943,7.11025842529261,7.12911797677617,7.18093663704502,7.12365487938469,7.0153784031021,7.04466493200918
"P38159",8.31863751201893,8.38806984600939,8.31816684146437,8.09027098614376,8.19856431254241,8.16521273050337,8.03083330797147,8.10872336359922
"P38606",7.80802605009273,7.59451455302652,7.67227582161357,7.45534296672687,7.61060775070877,7.52300005830926,7.64859068716744,7.62914966996845
"P38646",8.82010400486119,8.77633030463603,8.79234009475709,8.50593959486726,8.75993823568459,8.51613638669266,8.64808794646809,8.58103425826868
"P38919",7.77488727807746,7.65199591678891,7.58532298449209,7.10532080395119,7.78630599822438,7.53081793260638,7.28204045614389,7.12137090256284
"P39019",8.337541119507,8.15816116121307,8.24176257681353,8.14718408937778,8.3605058701898,8.15193484861229,8.11729794743563,8.1485882612508
"P39023",8.49558017335528,8.39943207227266,8.40375060891723,8.10599931919781,8.25761798172394,8.38266157615162,8.26405038610003,8.28979985801866
"P39748",7.6116326898512,7.50031647627925,7.31769005815506,7.13987739968948,7.75178737543657,7.35205456730952,6.94033308857676,6.68916844686824
"P40121",7.4701355794591,7.42184141388577,7.3447859765741,7.3573827807315,7.2601183320586,7.04477675552549,7.15876440577919,7.28302331216558
"P40123",7.18209143940147,7.11560579743509,7.19523355016021,7.15023913559972,7.3461215349972,7.22406249444651,7.25930460915937,7.16175915694923
"P40222",7.33312369954734,7.39601288740536,7.54981162726247,7.48325393606725,7.36742805926055,7.28490491062612,7.46801708255611,7.0609857215852
"P40227",8.61605943189058,8.56991029646231,8.45217330388507,8.45318693829561,8.61821991894308,8.49458104773701,8.48779774501901,8.39593605779523
"P40261",7.68928049560631,7.39530646071774,7.4303550242082,7.42768472980218,7.51840294691971,7.36975402592472,7.39441240315276,7.44013854192866
"P40429",7.9710815708392,7.87248493309498,7.88868508625612,7.66339924950957,8.34551469226147,7.8811553060832,7.95841672802061,7.58593052601506
"P40616",7.6130044409214,7.53539748743368,7.6113496844811,7.37823583825686,7.48577179696979,7.44166986657832,7.5001647201435,7.36590053657271
"P40763",7.51694605818922,7.3626554158806,7.30926829167346,7.26378946638206,7.59339039780513,7.28757763263007,7.26511841466889,7.14949736277228
"P40855",6.45863841361825,6.24738520604327,6.86582249498844,6.37965029257584,6.81950685986573,6.27491269500359,6.11794956789519,5.75159402575124
"P40925",8.27915136220488,8.29158673153233,8.26771543296174,8.09859219538141,8.20375245474306,8.10032851602763,8.28016993445742,8.06559604184696
"P40926",8.52215665504226,8.57787226239035,8.53951419293749,8.38982803306878,8.44810504766004,8.3997791623604,8.2494013671655,8.23325716446532
"P40939",8.13351392045809,8.19742558985953,7.96417460349937,7.05897170048726,8.03929789919416,7.76993843322157,7.80352985786528,8.04733177975829
"P41091",8.11974725599177,8.06979937429384,8.02391730075826,7.89223624266989,8.20592147230815,7.91119595425934,7.89106463182127,7.70231847164692
"P41227",7.26515743460867,7.21053194735205,7.32407501381901,7.09543713466936,7.26107739661302,7.22920060082847,7.14184531417139,6.78745231278659
"P41250",8.04112717812226,8.04703322850686,8.02638328985742,7.95031701756373,7.98168950861325,8.01778556579578,7.95302004928342,8.15397489912079
"P42025",7.56557610870633,7.60391271873173,7.55100113434395,7.45033929594495,7.3274346178117,7.17741170224663,7.46640538390031,7.61667903224531
"P42166",7.58869138524901,7.59729466214616,7.51844331285449,7.38414791038466,7.54429484266599,7.4975544190457,7.40767150491278,7.13536273012839
"P42224",7.79161981217034,7.65864781642443,7.60626471136629,7.7736440281434,7.77538777594266,7.78492831958196,7.6518631734892,7.93877382812429
"P42704",8.09129388148397,8.07600923561433,7.90237152468342,7.89595694412486,7.99387857852429,7.97325922281167,7.96635624307856,7.93583964543357
"P42765",7.18790372493762,7.21226679432377,7.30060987659404,7.06927543506946,6.88542676695892,7.04863055616964,6.91042905840501,7.10195497057777
"P42766",7.99857285416815,7.56933747747124,7.80886314204743,7.64028245856854,7.95606838293132,7.47793930388223,7.74553680762607,7.61354357876015
"P42771",6.88285101117643,6.90252342071231,6.88877895355541,6.9760812658035,6.86057261488777,6.94544018090878,6.80561025312061,6.79238948888829
"P43034",7.5394891836445,7.30787483809177,7.51024673362102,7.45772878257056,7.45492909946174,7.40758485165168,7.50948853176421,7.40449433719884
"P43243",8.3502042241718,8.49441810646461,8.43667439323031,8.37434084383559,8.3007494759274,8.41752855108387,8.40195580454658,8.26735687267103
"P43487",7.86603568418178,7.9715970362219,8.06033209613648,8.01142056439935,7.89794892099716,7.80112548307879,8.01055141406789,7.97749194603163
"P43686",8.05213355746023,8.17787366251685,8.16903811687506,8.11832217708324,8.04250062524281,8.19193931618583,8.09251070381931,8.05644189877603
"P45877",7.16363348244559,7.16559079991166,7.15299162133014,7.04134921565209,6.79520842275631,7.14337374705284,7.15580678569526,7.15892135776332
"P45973",7.45293822498506,7.38376490333846,7.50137138534206,7.30523476758389,7.39886495058241,7.48418607067946,7.47655955606951,7.15560352083113
"P45974",7.65057426367178,7.85941719645687,7.91008151548557,7.97083339447315,7.81533249193212,7.75945896314744,7.91374503423272,7.95652343625377
"P46060",7.74950571407545,8.09614656228862,8.14968726209112,7.83136191462171,7.97521693822052,8.09854952172969,7.96653203671999,7.99342965683209
"P46063",7.86004047800583,7.64602766362482,7.1425246575484,7.43011503095589,7.47106747149891,7.3005148215699,7.35801063962463,7.33672355319933
"P46087",6.98402482650457,7.00034978540538,6.98667249712619,6.97768622311972,7.03056468321044,7.00368844744676,7.08407252376092,6.91987786026802
"P46108",7.50879902103311,7.6663001612433,7.57954954923915,7.4466141769602,7.1761949728305,7.40212078925378,7.41825855714845,7.63816462958342
"P46379",7.00829216869835,7.43029783375148,7.68442772364181,7.04933258170169,7.51038945080376,7.20496296585347,7.06226536340864,7.12869973496232
"P46459",7.25946251947117,7.34673013657829,7.51917436759032,7.29499565198741,7.30485728749376,7.21362646287481,7.28814152460417,7.27346436173917
"P46776",8.21922659675654,7.88561494005489,7.83879361756171,7.70852487979748,8.27222161857545,7.67993196834449,8.09051791660563,7.97875151701599
"P46777",8.55638906953366,8.52491730454221,8.45442954729957,7.1461135627333,8.43226021702253,7.87240960365703,7.90766544760176,8.23043544830367
"P46778",8.44180901196826,8.36787102004452,8.3145487486944,7.98669547982334,8.11985522942117,8.10905109917578,8.21544374227764,7.98742732352083
"P46781",8.41074488327583,8.0748489932854,8.15528991078144,8.18016834840964,8.30005750449161,8.21728826371482,8.18506912137337,8.1439091272113
"P46782",7.59332057281336,7.80688195883128,7.55560747173264,7.58506470580706,7.37339590003682,7.82761560289053,7.66003844852786,7.71123903156497
"P46783",8.12558662976583,8.15110899620937,8.07016567064931,7.76226380960859,8.1684593355683,7.94213891313245,7.90801118039917,7.64955991856782
"P46821",8.94793753828161,8.9730953298878,8.96087112360843,8.8642285507437,8.88658070959229,8.87518749645253,8.94678560937932,8.85024381871638
"P46937",7.3030729485118,7.38368423881695,7.65184875001195,7.42032061884957,7.15532888200914,7.44796908745735,7.55846617246889,7.90878983582149
"P46940",8.75323320440529,8.7565556473945,8.6197001565554,8.47051202544394,8.75617454581018,8.78401270831651,8.66060482294697,8.50149113747132
"P47755",7.79379354705317,7.66193618781825,7.50787209335241,7.55629189552969,7.46169307770929,7.50662440175177,7.6352479000075,7.61271874468342
"P47756",8.32009853745272,8.32506981247068,8.20596498225127,7.92767079432366,8.0959846890742,7.93434875081825,8.10210880801717,8.07724893183598
"P47813",7.80622097596458,7.44591382150376,7.45368364697421,7.45295663799573,7.64439635336795,7.65724267854328,7.52482902193976,7.5910902949031
"P47895",7.62353996460226,7.39716817920186,7.5152467271109,7.07371752492931,7.47404838267895,7.31275018156152,7.29500756994796,7.57831450263131
