Entry,AS_1,PS_1,Role_1,AS_2,PS_2,Role_2
O15143,-1.2153666530141218,0.5,1,0.5794131076331066,0.5,3
Q7Z4V5,1.2265877746746074,1.0,3,-1.326694368187912,0.5,1
P37837,-1.0999801479680889,0.5,1,0.5784832823833455,1.5,3
P09936,0.7528236469201062,0.5,3,-0.41932481204655225,-1.5,0
P09104,-0.8749293565997758,-1.0,0,2.783401251213646,1.0,3
P15374,0.07681271501773868,1.0,3,-1.2704477296399874,-1.0,0
