Entry,AS_1,PS_1,Role_1,AS_2,PS_2,Role_2
P47914,0.4470380256812474,1.5,3,0.2574990262448935,0.0,2
P09936,1.183620430775548,1.0,3,0.0006871379543280653,-0.5,2
Q99439,0.5679304170496478,0.5,3,-0.4529253131748536,0.0,0
