"","Protein","P.Value","adj.P.Val"
"1","P02461",0.000342597533199866,0.204248772404325
"2","Q02818",0.000583719520810583,0.204248772404325
"3","P04179",0.000846542846657122,0.204248772404325
"4","Q16222",0.00107296647173424,0.204248772404325
"5","P12956",0.00113613735355043,0.204248772404325
"6","Q13492",0.00134827506497035,0.204248772404325
"7","P51911",0.00151455657503207,0.204248772404325
"8","P26022",0.00252618532146134,0.239525892652389
"9","Q96KR1",0.00276601568618544,0.239525892652389
"10","Q9UHD8",0.00293188152535657,0.239525892652389
"11","Q9Y266",0.00314805350177019,0.239525892652389
"12","Q99622",0.00318296935618673,0.239525892652389
"13","P78527",0.00334598162107797,0.239525892652389
"14","Q9HB07",0.00355229078086171,0.239525892652389
"15","Q12874",0.00520813755833197,0.320036788987503
"16","O15143",0.00542435235572039,0.320036788987503
"17","Q7L2H7",0.0057969010255578,0.321898504007445
"18","Q9HBL0",0.00681780892859797,0.341639607127552
"19","Q14011",0.00687622090616895,0.341639607127552
"20","O94925",0.00877188441375188,0.394354137214867
"21","Q15046",0.00877270856092394,0.394354137214867
"22","O60443",0.00958953171511617,0.394646687052385
"23","Q15843",0.0096153324175899,0.394646687052385
"24","P81644",0.0105489658806394,0.399728164536201
"25","O75531",0.0105860213065731,0.399728164536201
"26","Q07065",0.0113200213334733,0.411003851492262
"27","Q12888",0.0119484911398017,0.417754653184178
"28","P62854",0.0126747974886556,0.427321743903247
"29","P21281",0.0133700234431531,0.435217314839191
"30","O00273",0.0140269302509732,0.441380738563958
"31","Q9NRX4",0.0173187015172974,0.52738239459125
"32","Q9UJZ1",0.0186700026221508,0.55076507735345
"33","P61981",0.0207862690174217,0.573017708730524
"34","P40926",0.0209076978132903,0.573017708730524
"35","P49756",0.0222102784813595,0.573017708730524
"36","P05976",0.0223272818137884,0.573017708730524
"37","O95373",0.0224593805328701,0.573017708730524
"38","P16278",0.024235983357699,0.579261503299601
"39","Q5SW79",0.024594371833462,0.579261503299601
"40","P62917",0.0248865690068355,0.579261503299601
"41","Q01995",0.0251586034272073,0.579261503299601
"42","Q15459",0.0262178102033158,0.58811023589928
"43","Q96CG8",0.0271730666912498,0.58811023589928
"44","P17812",0.0276962887156323,0.58811023589928
"45","P30085",0.0280349159062157,0.58811023589928
"46","Q92841",0.029690202038735,0.609294580968822
"47","Q96HC4",0.0312098427525739,0.6239633621064
"48","P13010",0.0318802617236284,0.6239633621064
"49","P42765",0.0330481708970274,0.6239633621064
"50","P27816",0.0332758328578965,0.6239633621064
"51","Q6NYC8",0.0346960694000094,0.6239633621064
"52","P18859",0.0350365726955291,0.6239633621064
