Entry,AS_1,PS_1,Role_1,AS_2,PS_2,Role_2
P21281,1.0661699772083324,0.6382627373656895,3,-1.8872715806570888,-0.2505352262828815,0
P62854,0.4633365453748377,0.5403467354354134,3,-1.0559945025800808,-0.9020603741699489,0
Q02218,-2.228157943452877,0.3726572660850689,1,0.29987883355686673,0.7098455423070931,3
Q96L92,0.0382009258882432,0.1002037920159431,3,-1.4788485074804019,-0.38547009834950785,0
Q9UJZ1,0.6966633624257064,0.08512990298726741,3,-2.6834734686375543,0.5580156115227481,1
