"","ctr_1","ctr_2","ctr_3","ctr_4","ctr_7","ctr_8","ctr_9","ctr_10","ctr_11","ctr_14","mg_1","mg_2","mg_3","mg_4","mg_7","mg_8","mg_9","mg_10","mg_11","mg_14"
"P61221",7.78084506049303,7.1685949292405,7.412834843945,7.44247084952754,7.75333481504261,7.53675950444383,7.26113565228215,7.383438171293,7.31649803753068,7.35019222831428,7.67544814231264,7.58518635561655,7.50115297669502,7.15342656894776,7.62887430982891,7.16656511273023,7.45006292519251,7.34268391792136,7.40055341128695,7.47554751191582
"P61247",8.24603253923438,8.32976154148829,8.10964107716402,8.0066984515958,7.90775068783,7.90208064961444,7.39328759766687,7.97815052557324,8.00315048687827,7.88666333383358,8.54888705575408,8.48833315314409,7.97173087655972,8.06768474075627,8.0964376572084,7.23977331030987,7.93587325590414,8.17708947847312,8.37866552927243,8.18782957426092
"P61289",8.1262563106752,8.23874335440468,7.98768989130229,8.06454221765435,7.67727767718905,7.51923582813408,7.28280389210481,7.63001094822137,7.44750740811248,7.61652302054337,8.02294023923068,8.29042230672897,8.1245622035525,8.01799232839918,7.83526267066823,7.26216351847113,7.53392329762972,7.43890583578556,7.39928273125245,7.43141842659979
"P61313",8.28888734261211,8.02344044453099,8.18982199187832,7.87368873773659,7.73177063906222,7.54216102312003,7.3993293600505,7.79084324665911,7.42301031146063,7.29534428627899,8.1837334355124,8.12129755790374,7.90099403702092,8.02833180092839,7.69532332055738,7.29066484551341,7.61093100110189,7.42087828797459,6.68889285094406,7.46991014878459
"P61353",8.34202700239408,8.05717829802319,8.14473375972126,8.03663541093488,7.40488629474077,7.46741332785092,7.59002596574253,7.6867199574286,7.68537220472449,7.56217342243582,8.20169053502281,8.28615920914233,8.209903456638,7.62569083554315,7.69479150558474,7.27153737813727,7.5612695217247,7.79471558494387,7.76594820762805,7.77632630500283
"P61513",7.90189271876241,7.83646321250411,7.84985665857674,7.73794243276277,7.44674941872815,7.38968100418208,7.157443133228,7.27795924437572,7.04164496267493,7.14613553788657,7.86188434621447,7.05154680858909,7.84508683052833,7.706745534148,7.19091639744397,7.04166003442711,7.32637685972815,7.41744619194463,7.02848125092241,7.21875540482068
"P61604",8.5656369982645,8.78605347125623,8.80415352124738,8.83198754712026,8.33170016991822,8.30246823681549,8.13484042690534,8.56532604696194,8.24310436370543,8.33704506167232,8.70815867409062,8.8931939218846,8.9348044395814,8.78389926986759,8.38189038855916,8.06965343246556,8.1924927588517,8.26091282252,8.23755174887869,8.27559178842014
"P61923",8.35272340768396,8.0538795040797,8.14342988798385,8.19818714027732,7.64268769728753,7.49993815141845,7.11143446848429,7.78363472793362,7.76983017022376,7.57442441974289,8.19777135541939,8.33014195741539,8.22067040141308,8.08154838828184,7.46041453212024,7.06214089133374,7.59328401947768,7.7896827722414,7.9328943888673,7.64984702002307
"P61960",7.97072857799861,7.43635374040361,7.90289426343712,7.61387776925775,8.23238836499527,7.75657309926541,7.8225807520628,8.13382662387797,7.81438211333354,7.77431539447342,7.90670833158107,7.78717028216687,7.64583224765884,7.90195749944315,7.72770985615471,7.74669967328159,7.56967043765075,7.68272777703437,7.672924177588,7.71530477066184
"P61970",7.99731836640158,8.05200372940087,8.03266608341601,7.8981300619563,7.85385482742137,8.00254534294943,7.72487960779236,8.12581326762413,7.52783106211314,7.56430198691624,8.00494957550472,7.76172704883793,7.90765385978962,7.74397463881519,7.95654784835383,7.66156744034957,7.71531042090309,7.50786077708522,7.48170504579907,7.51639738115945
"P61978",9.10048796383948,9.11375471027223,9.10736506956883,9.04014200907511,8.67848717211224,8.50217877771248,8.27270513236085,8.57552721994645,8.57551394845335,8.56440965616865,9.05271695722623,9.14324684958297,9.17196194363174,9.0373579869688,8.6100396982557,8.21556433317394,8.4613473084172,8.7476302854181,8.66630073080341,8.64674969434371
"P61981",8.26337188952824,8.07905170437075,8.30865484735924,8.31240684393234,8.10878029120045,7.9967706960226,7.77261911422797,8.00360151556493,8.13847182024773,7.67971953171869,8.34429975723728,8.16845925678237,8.10198446153145,7.85159785773253,8.16188523598068,7.85469607746621,7.97581565664536,8.2509931698744,8.38068179491042,8.29663616533595
"P62081",8.40389833496122,8.35672858955352,8.29436757517315,8.31279629311139,8.43598438107415,8.00886791164543,8.25747657076944,8.29961686672255,7.59526730230981,7.87673402906155,8.26818632314784,8.39311462463208,8.45289720721298,8.29783806030652,8.02698389162112,7.88406460278581,8.20513382351258,8.33732149873038,8.08375118724387,8.06463891241603
"P62136",7.97553974300831,8.22211147005206,8.03896945150468,8.13960628262573,7.85232503019069,7.73439531763778,7.53810619025894,8.00665051748845,7.53334354791514,7.50150611796637,8.17833674028656,8.32853952287354,8.23559967706559,8.18991416049871,7.99148317827943,7.56043120762879,7.67914054349645,7.83098759889983,7.57530912893427,7.41963950038114
"P62158",8.99339037101476,8.77564711880061,9.07501822427673,8.75645822156832,8.50581857369893,8.01289399437415,8.23894026171782,8.36438470015125,8.43057795934938,8.34844369194624,8.80087975861603,8.6401014067474,8.86819997959087,8.85016337909114,8.4900939316943,8.46311832500968,8.70006077489685,8.6087905700293,8.32039020857038,8.3774574845847
"P62191",8.24240936477696,8.22400417209371,8.08874653817883,8.02140938739323,7.74315386317134,7.52398966438151,7.10379737768622,7.65222608661752,7.67742277391962,7.45206140998269,8.03339007376939,8.17305254260907,8.02231090398508,8.06145365893754,8.15550252165318,7.67045040627533,7.56117274105107,7.56545869292073,7.70912189880911,7.38801206730629
"P62195",8.38955206043021,8.44608096458747,8.32144688630429,7.97142295757508,8.00161953549579,7.41527410180432,7.51353894607486,8.23078319583242,7.9026249131681,7.74451316137995,8.15202474441422,8.23217695685014,8.26452885136751,8.30542875877508,8.29382899413326,7.56471336939286,7.92331296019119,8.15670960283073,8.03169610818273,8.0074234662714
"P62241",8.9887435098518,8.95966218227443,8.75634709273313,8.49865604556441,8.37490789165391,7.86656027785742,8.05373413375823,8.27823237225399,8.10494390072402,7.94929530591749,8.94469134614075,8.9345410544423,8.82005120412096,8.64169314566487,8.22964210797527,7.97263233661984,8.34102579085993,8.39244945816518,8.30121669659712,8.31699640517193
"P62244",8.60979534624149,8.56963529196343,8.40147017696114,8.21426644923742,8.16745493365018,8.08697810889515,8.009521245582,7.98629186512301,7.40886519168211,7.29559033208899,8.47184841909882,8.05357598174252,8.45485541171666,8.49539249127037,8.28482631294796,7.9651745924264,8.11252387725545,7.79180480120602,8.07326915252497,7.61652101804476
"P62249",8.63509332698661,8.64668807350592,8.48186541283941,8.36020225247477,8.01302280644733,8.32375694186453,7.83870259351057,7.80492214488922,7.92424215267211,7.53203911778041,8.73793190952778,8.67768007190066,8.571061609514,8.16773373614728,7.97208772017155,7.89475904552953,7.91356489397329,7.99260840663352,7.96432480912073,7.95883467658246
"P62258",8.67941982443398,8.54954621790815,8.77795559973729,8.52169168387131,8.36974585077075,7.84760350391013,7.85336666676654,8.41758816526495,8.42546140007228,7.96512415949324,8.53796928507863,8.44035597205833,8.47158390240856,8.59273828911281,8.63233808305898,8.15326079791787,8.30990970372103,8.30731051312269,8.65249137934446,8.42605738007191
"P62263",8.55537059810927,8.48072097103605,8.38514096843148,7.90171550132427,7.88823792848183,7.71319676641975,7.73181159737188,7.71705689128152,7.89445755384618,7.1161739905131,8.57086114336739,8.19954052973412,8.28286182600343,8.22181309708373,7.82890844925895,7.37747475402248,7.81964231882775,8.11081090425018,8.05380601237737,8.00412333173755
"P62269",8.26093581055098,8.04089907462167,8.05377105948634,8.19408917454142,7.0078770659127,7.62225042213457,7.44117023054221,7.32660157081458,7.55780119531869,7.21600138537673,8.27597309585518,8.26180258175329,7.8177154019455,8.14302273383972,7.94622627173502,7.98849454981894,7.91344975596677,7.59486692295412,7.62586118389716,7.42177334228737
"P62277",8.67689881147093,8.70823974465535,8.50238966179001,8.44156056813196,8.30131345450118,8.26290193893324,7.99747398081452,8.38307639750956,8.08663642209234,8.04137144224727,8.73595456880282,8.7340883442633,8.61445350394678,8.27906063631587,8.35212830031063,8.04006499606577,8.18453475819449,8.12065598679161,8.16106801290795,8.21726466154744
"P62304",7.28378402096696,7.56955033434943,7.50647273817801,7.24799639703701,7.20502006183972,7.30793191264388,7.81159616935247,7.28456488170321,7.54222802869214,7.45767797712817,7.57013373708606,7.35384699549497,7.53215314260451,7.53733462987887,7.36959854616614,7.60321801545803,7.13976945599029,7.24733650782854,7.25110043807774,7.42432350331861
"P62314",7.86114116205932,7.83455447905486,7.50023510975815,7.62896156973569,7.86755366458216,7.65503255417187,7.37841079797544,7.7874309013096,7.42703544583036,7.54787102267941,7.9990228758916,7.85310913574344,7.83669717799734,7.76851940514803,8.05673325918152,7.62831873300531,7.75692294547901,7.74929249940353,7.5566137040268,7.50604432309209
"P62316",7.35308138284102,7.45554266586895,7.52866630689721,7.46567043816971,7.32592709409766,7.21080887380404,7.10647199958228,7.51032526946185,7.10590921865273,7.38478060000273,7.2971658608777,7.46684640701803,7.35120279882418,7.38874055792869,7.83866063226468,7.81644917790121,7.40548066663782,7.0122358167265,7.24168173173432,7.1930025628733
"P62318",8.03886085688504,7.92308284591538,7.93258586867865,7.83195887802658,7.41736556589043,7.32029412028195,7.22949742966246,7.47799872405736,7.35037618717236,7.4889100618397,7.97845557082272,7.8982621312225,7.78072085974099,7.71924561866751,7.50636784731058,7.19658444884842,7.19102811523724,7.35526543452641,7.46095688687173,7.47907149940229
"P62328",8.50658701551998,8.36163596915598,8.68180606675312,8.55754504096472,8.2678106129489,7.86685086455527,7.89599201967583,7.90233187630042,8.71447262259803,8.19578506382729,8.6141684825887,8.09742829769399,8.12325485668707,8.15764956846212,8.45718573076106,7.95604701208406,8.49999223795462,8.4659367167688,9.13876593750918,8.63630671852453
"P62333",8.16152671243815,8.18662362982681,8.14736917860659,7.94546460213822,7.29376413996253,7.75797890390068,7.3952817493609,7.97514776781009,7.53259301878105,7.20389039853599,8.21868409125763,8.0199211254314,8.0257055725036,8.10431773315552,7.96234276819885,7.3488961662553,7.57738166645464,8.01636068496049,7.66436090741917,7.86585349251208
"P62424",8.48670096434602,8.47236943736226,8.29710063493301,8.05251536231988,7.8654889605253,7.86272262028729,7.42221111766072,7.69635956233047,7.26252593252329,8.05072147239499,8.5959420739614,8.54720746352062,8.33770205935385,8.15090960708894,7.79382766924663,7.53410086682466,7.99487848754305,7.99279375940788,8.07215657517318,7.64681980788393
"P62701",8.62348344776548,8.40355005243111,8.43401358949509,8.17968359801183,8.07193296620504,7.72180713885675,7.26975691163004,7.96950915493624,7.90579863569678,7.55276847152074,8.49995531863497,8.11536982400202,8.31643115232675,8.08468340643046,8.21812568893698,7.17596279026847,7.90800328989107,8.03001569268996,7.95832107207537,7.87309339999541
"P62736",8.35338544383543,8.43148754344903,8.41412913455129,8.51775046200419,8.20167780045984,8.77102076582404,8.47664523479738,8.39870450966792,7.74239266748771,8.07002817248686,8.41358795364403,8.56201309304974,8.3720049700539,8.36231152210294,7.96646413868406,8.26752399609084,8.10054938301253,8.10488307420055,8.072727094774,8.02266081873095
"P62750",8.36694327298325,8.43144682007439,8.39520461588807,7.68552777908306,8.20115461530059,7.97332653223375,7.89929907435016,8.21584026220642,8.05100547281024,7.84978859311326,8.48272811495578,8.51668960973357,8.46381322345545,7.85524416498448,8.47064669024687,7.82180340900039,8.46749441369387,8.11961054982676,7.95919384429687,8.03537573621198
"P62753",8.73462407730988,8.71645187660449,8.52670289063349,8.21136146509634,8.13756605585259,7.34702254777544,7.48873361631176,8.04983712816114,8.10402078947586,7.80419305950441,8.60815534105879,8.52233412251014,8.42242957880524,8.36430400287668,7.97204723219786,7.54001879431998,8.07271551371664,8.23894717951735,8.27765747615854,8.05269109634119
"P62805",9.2040810348288,9.65616958152903,9.44378926686511,9.01415346946628,8.44253231610062,8.44409750113011,8.06508238182293,8.51013111192978,8.17744044696856,7.52799990288684,9.61603540059857,9.52612240876827,9.33084454146317,8.87919765284548,8.44440302142442,8.17909903748358,8.42027562610481,8.52152696274577,7.75486162238185,8.15025807458296
"P62820",8.27132143779881,8.46020457059853,8.24506656744365,8.1540775470671,8.06197004759694,7.85293601828175,7.39792390323398,8.09733675043119,7.51627326798818,7.61708198902651,8.21312983927307,7.82458106124765,7.78080629386216,8.17759146045681,8.15576705683038,7.76813332853068,7.58008476918942,8.02218697042118,7.972924536641,7.77324295922245
"P62826",8.25117485946788,8.5195793571878,8.36600442561508,8.28768633602512,8.39511057775598,8.25831992918672,7.73619706221283,8.29542776616438,8.05200429233302,7.9507718246636,8.31638917959433,8.42254212602308,8.46660564984274,8.49499412217336,8.39297152071264,8.0258306411812,8.24933994469923,7.88934925237453,8.11863671612444,8.0215634030115
"P62829",8.42814256912928,8.33166700472829,8.26628560339011,7.83750450971166,7.77120438473291,8.01312964318176,7.62348396389495,7.97945507868655,7.70185755250042,7.34734012238501,7.85446059483588,8.05645932230421,7.79754122136943,8.18139552662181,7.79471426506068,7.55464639673939,7.61911897348839,7.8711411548675,7.63526243908894,7.76145158745415
"P62841",7.34221951425417,6.58639531058098,7.69698666339095,6.71894982287823,6.92569240534409,7.49244584568328,7.26692830492569,7.21189124866931,7.49960449205445,7.41440994237076,7.3280576983678,6.19024935080497,7.37347308014322,7.28632489434535,7.3961317388419,7.28768240515797,6.59498669808125,7.66125422304828,7.41031210950267,7.59261602676587
"P62847",8.53525189817655,8.42233801031615,8.43760632520684,7.83714371823832,7.81666409913432,7.98567287739478,7.71498920539986,8.14970477432331,7.78015358998804,7.59171080314455,8.29159300745331,8.03637329261352,8.16084069729479,8.30334230059182,8.14570716895064,7.82093501344537,7.62173022225003,7.91192329986935,7.86320814789084,7.90980222093114
"P62851",8.36023148622706,8.28954613961719,8.14693058125831,8.27564322808026,7.72120532915156,7.56912961715176,7.61689332643943,7.56881266637486,7.6597611122782,7.37739614996455,8.32470961219681,8.26132743761841,8.20201720926322,8.23769703339662,7.44537062522563,7.40815113317164,7.69941324519209,7.12996797209807,7.49600255485275,7.64491945075492
"P62854",6.98219974501559,8.06512022048621,7.94359954094795,7.80755701180029,7.53173002372567,7.78647401283321,7.47433258843796,7.6550820090825,7.41657347214232,7.29139318259805,8.13952112616048,8.16634116669484,8.06428991926227,7.87327053923367,7.31163008970978,7.48920636353721,7.61292330502864,7.66339016159743,7.55379748318624,7.48157545474218
"P62857",8.50934721124246,8.17409117794899,8.1956944837939,8.44473895548979,7.48764147863821,7.56368852201406,7.55517037775904,8.09544494583732,8.0023832826633,7.8990535096986,8.51425224944915,8.07077247562775,8.14885698912647,8.40331125075732,7.62849730878814,7.36460308125331,7.76355548929654,8.21651564841505,8.13285584243447,7.92751316686448
"P62861",8.14707511353136,8.18310496128135,8.2330145197719,8.01489534504516,7.89128226050137,8.35381427706682,7.75490166339599,7.53101782361997,7.44833994961276,7.3193139884362,8.07616991451805,8.20587605608206,8.13326709169702,8.16762417047765,7.84462115259058,7.69599731915743,8.02712373267876,7.67372699555364,7.79822632348624,7.57930404210593
"P62888",8.57672223712923,8.14168243139608,8.00908389490517,7.55622440531711,7.4915727260058,7.58779194763934,7.19630853962183,7.49653256278628,7.61964710136248,7.51617641506418,8.04790438286505,7.83948481499828,7.82567404673015,8.08314526281326,7.52169498275656,7.34460499733331,7.42622363587686,7.63669075132221,7.56437541651613,7.46461337805763
"P62906",8.63726288005631,8.57181864559255,8.42591005558686,8.403008129246,7.87799773943715,7.85562434466267,7.56690107695787,7.76931848690121,7.7854085795652,7.4663450310843,8.69852070371743,8.31913424870519,8.02460967423473,8.46972659183793,7.75087796450119,7.62673204595707,7.83114144094759,8.30733243981433,7.93624024197763,8.05617074266415
"P62913",8.65375177135401,8.39930793541797,8.31853976541188,8.38027686633074,8.18659916165791,7.87298970381137,7.82134112827384,7.91493774424107,7.89355926495247,7.67566155568065,8.45621850807852,8.51075597972851,8.33922867609928,8.37962257347149,8.15244864773427,7.66021380928005,8.21993364603632,8.09946644308109,8.1291218876931,8.01688734401011
"P62917",8.68713651252248,8.50565860979339,8.44238416370482,7.93933595307752,7.7825915865088,7.82447276214196,7.53108392354873,7.74406711714179,8.07877755492165,7.87622503984439,8.80088982421974,8.29490893820001,8.16992373849924,7.72267071586822,7.80109266575978,7.55069587967232,7.88005196260698,8.17747389308963,8.25687241802447,8.30171485610468
"P62937",9.34187141329842,9.25455553101471,9.34111165790941,9.273474302248,8.92089123468618,8.74661238256231,9.04889015491723,9.11719728217441,8.99035718341651,8.79600854295268,9.19253464447513,9.30289199281382,9.29231489451368,9.33157841319274,8.96644163226195,8.93622945630045,8.95367841667979,9.11173891746746,9.01201410934974,9.0921554959147
"P62942",8.30049635414827,8.14678194863329,8.2853066094584,7.84451659237079,8.13690647558092,7.7676342703874,7.93940084098159,8.20079092273495,8.30886032635168,8.21146672687592,8.2733263469833,7.95441482536006,7.94804981438803,7.98866782924832,8.01692179548845,7.80829864297537,8.35550779424828,8.31338557702122,8.41868719313179,8.30819159700926
"P62979",8.48254889273331,8.62445290816651,8.60796877380753,8.43691414981045,8.25635130500483,7.95830624105845,7.89892653586894,8.01790619042042,7.92496931455327,7.88680696210063,8.46387611201168,8.40824434375638,8.47888899084582,8.2256382981925,8.40054883028334,7.92195070906085,8.31730195619583,8.1549699586959,8.26429678048536,8.08396666443183
"P62995",8.08809747522436,8.14654741837609,8.20613908316586,8.27678068359573,7.81783584823745,7.60690501100661,7.4841867897694,7.78741124976081,7.40429924797289,7.23087807782711,7.98881142404467,8.12489750827736,8.19791001697095,8.24335858126685,8.01126558622248,7.45871732850078,7.61510104844489,7.54222968661526,7.4976072286624,7.23529734265085
"P63000",7.5925994486615,7.743492390316,7.62156223057564,7.45363878336686,7.35016016465696,7.43862556430961,7.48261518157727,7.42856156416154,7.22235072921055,7.38765358507733,7.37332797381087,7.47886731812378,7.37068989253481,6.96115977959905,7.25573500151312,7.14782005192057,7.4783788179898,7.21560901867172,7.26067980418897,7.28682956303169
"P63010",8.51752656566297,8.39880945082717,8.46215810715573,8.20942430594464,7.69320459895966,7.95457277935558,6.84778438216984,7.96607735926619,7.62482768856272,7.9164260468722,8.44902857792141,8.39720804694944,8.44968344573538,8.41396406145295,7.83614886412707,7.32139223566732,7.8390964498099,7.77097767458891,7.29156617873452,7.7658493925396
"P63092",6.97459189184563,7.02190786355338,7.12472107225565,6.48872621414501,6.72107083631305,6.63748221396431,6.62529591174487,6.64208426160097,7.18269166378982,6.98426019425213,7.16393826791968,6.9268803135235,6.69657580690074,6.78383444744011,6.74274973827744,6.64954976787799,6.77086772673616,6.80954959819786,7.03977033740119,7.09189039864528
"P63104",9.35231281646753,9.29231484145996,9.26920090790774,9.21125501606,8.740923301966,8.30287145773858,8.32906727914898,8.85696415631131,8.99113068775929,8.88024836530458,9.30774359788353,9.30553682583969,9.26059487840861,9.24890046297494,8.78583132874647,8.48468118255253,8.64936853603777,9.02080615928833,9.02999675630382,8.93868907747268
"P63162",7.69651756228799,7.82619396296357,7.7573323606136,7.66530079841725,7.44204878014985,7.47523918946838,7.252632388575,7.25218820869115,7.24937065873422,6.89586119616785,7.60287101292594,7.79970634506711,7.71278213010112,7.74563014997829,7.35993245552148,7.03181784671351,7.20483014629984,7.39379747592217,7.48065921354925,7.35504977771794
"P63167",7.70921822555541,7.84430670593985,7.62884023661342,7.6174831074655,7.13960741425859,7.15053218236844,7.07386947874687,7.03936808156649,7.23660478708942,7.34185724895048,7.57550386247973,7.53001090707571,7.41916625556448,7.47231211832731,7.08911589617276,7.08574909254793,7.30971247846901,7.25534469330361,7.38192572321474,7.28321647779606
"P63172",7.45522476862846,7.33536137876707,7.54059235126445,7.2394450699823,7.12433507553701,7.09887299353387,6.82639682709864,6.74507153595259,7.12070310416469,7.53448494792165,7.61898598592591,7.39317748919903,7.33693681041439,7.41262739442377,7.00590289059867,6.90175587232549,7.0293964694298,6.95859475839004,7.18342257289857,7.16981417667721
"P63173",8.23338529308064,8.18160689824326,8.17819052824369,8.36172772105717,7.97647212051432,7.77641457134323,7.65689740807257,7.81218945986174,7.89541491772554,7.45540188805347,8.55929850017014,8.29435060143553,8.21782718360879,8.469781652944,7.76089640366322,7.70554952498742,7.7263485386346,8.13925005123524,8.17636964555502,8.0043356332188
"P63208",7.62987195047101,7.64796945472583,8.01421318964262,7.89235508573437,7.51695713151213,7.51877618246964,7.03845556078497,7.50788182429054,7.106443921052,7.4601734043778,7.58841647175853,7.65216957858402,7.77576593357892,7.66409060823803,7.35335457601266,7.43358773564221,7.81039706034626,7.63926654515313,7.74388042985933,7.58798762311121
"P63220",8.20608255985481,8.30732584018642,8.34885822036802,7.89252048408366,7.82996473077568,7.54599137822279,7.6750458658411,7.91747652580881,8.00761686696194,7.36505778361096,8.16675089313291,7.95032521610751,8.05522712308407,7.76569985608761,8.09976279249886,7.3913085224757,7.93159749044751,8.15287941207492,7.9765816129954,8.04560837723176
"P63241",8.68548135638505,8.68335369250639,8.53407983304779,8.61484897141405,8.26249943988445,8.18021337851701,7.88608911634289,8.0921871005297,8.19112520952329,7.93785209863987,8.609646920447,8.60421358338517,8.67455500590954,8.55899145897484,8.19591384470512,7.5581760377454,8.13969017760703,8.241250513524,7.96247779725723,8.17738597054533
"P63244",8.84697017177978,8.62956068388965,8.64391898600934,8.61622488490899,8.4237436038798,7.67362056662229,7.97569556335026,8.25199241306419,8.38342014819869,8.29361372496862,8.81347216130445,8.51679611229962,8.47568338086253,8.49037794971964,8.38093436838165,7.95702911377554,8.27623306154831,8.34931081432841,8.34881888206867,8.33817860702388
"P63261",10.4374182983065,10.3455217707498,10.2667729625292,10.0824656533182,10.0381259548228,10.0548306010586,9.97235243759348,10.1012859053564,10.288777795553,9.80432941307738,10.2732882428554,10.1081229918948,10.3624115880728,10.2295284115797,10.1154093498971,9.88083175850433,10.2549376902311,10.2804229306767,10.2353020208693,10.359619928718
"P63313",7.10006828822938,7.0518221505305,7.16113752463335,7.19143280490253,6.67461042578822,7.0351936400529,6.94977470714967,7.17274503080098,7.2377526739325,7.27356911443474,7.17317902390772,7.12991879993924,7.10181970097143,6.99571031073096,7.01220869688534,6.69675870286964,6.78242836388145,7.3165921159062,7.5792256152782,7.34119251779827
"P67809",8.93049805111141,8.87442236696306,9.08740781830969,8.67045354847656,8.51226993554918,7.90047289991562,7.93767892626417,8.16635913248521,8.68602166768467,8.51201481725913,9.01797168427246,8.73133760227252,8.81184755444343,8.57260267596525,8.29486461646938,8.22787688116941,8.54858719637331,8.73096242130884,8.86412270501437,8.53735001510626
"P67936",8.75848086462641,8.75521870030418,8.86121245337241,8.6589961851773,8.24960627229296,7.78485681015947,8.12783333248299,8.46040766408365,8.9207316526209,8.54792689254266,8.79738323391422,8.58105645657484,8.59943782336639,8.47882738731224,8.52591298626939,8.25264163954928,8.50020489161516,8.92716593642261,8.94153371019243,9.03766979857679
"P68032",9.11813375434788,9.14599052070276,9.1482653382808,9.04388461130941,9.23152220572231,9.15723456806356,9.11335623235228,9.4542975313231,9.50453007103934,8.90676736599468,9.33135429565675,8.97725318545718,9.22275517197192,8.98911648092577,9.20895472952107,9.2213749295417,9.33269257451045,9.71161792014446,9.79096105975272,9.6854021508071
"P68036",7.98187721057079,7.83702247172353,7.83602199765576,7.83142529529254,7.58450772547903,7.72522208296409,7.5713889990229,7.70054379176545,7.59301192037617,7.54448627719492,7.86948335641409,7.85687123326885,7.88177819463062,7.8694330341296,7.44505471122269,7.41185820918611,7.32247638956871,7.5342587135842,7.66934635315262,7.63470425248255
"P68104",9.72774985350385,9.67610518225413,9.48379028343146,9.27975873505776,9.43019153639118,9.58455561180764,9.24707318454565,9.48167828874162,8.97078526350311,8.57445109247146,9.53988938569148,9.48763813905878,9.55518970684401,9.51521588885939,9.48937485187228,9.15759536854405,9.30589256494644,9.21820545673086,9.03782480083931,9.34975660729642
"P68363",10.0131968888359,10.0496630115514,9.98490574684437,9.86418011296819,9.50704191871525,9.30316737248657,9.32308992640615,9.51863916460207,9.53092549914652,9.35870021333761,9.8795982716945,10.0137969053234,9.99971382142171,9.91995765685071,9.53982607784708,9.39547647356969,9.37881464342462,9.6228252744127,9.58582802320483,9.54382874856851
"P68371",9.79427778422361,9.91518965012576,9.77734099865203,9.58406599538667,9.46110814954614,9.53965976513803,9.24969362457628,9.43522415123521,9.29348480452828,8.78606330325033,9.8000913032156,9.58002852618229,9.7801326961461,9.89932049540828,9.54629370967616,9.34551726369241,9.32868302918212,9.43486783878071,9.48891232112261,9.30772139614662
"P68400",7.43649672344105,7.74728811948119,7.80901286679234,7.44669378056874,7.50592549221058,7.79465670957549,7.2992810498359,8.01748309356364,7.24547918154641,7.37926104818957,7.45417318180025,7.54316170507505,7.7231696786759,7.60324846280079,7.35548755058185,7.54827463172449,7.64449645609164,7.36700159913553,7.13084349541954,7.24511146218526
"P68402",7.65203756349718,7.73906546529801,7.76117554734586,7.73016640156358,7.56114989765632,7.74053321467867,7.39438478686512,7.5477432917586,7.40352128500585,7.36696721125681,7.59597150455214,7.76088903838953,7.78074933962146,7.76328433128842,7.90880549252824,7.55827998955976,7.4281845747107,7.3413658999608,7.54811795822196,7.3906065211224
"P69849",7.48908957700948,7.70004995728001,7.31587053911637,7.2157090279856,7.35497628424081,7.41793353636869,7.27894335020181,7.29062158105771,7.29370274849794,7.24063877820761,7.77599907221591,7.7093919554239,7.46986758055225,7.01581720551904,7.22099696411286,7.16432335358737,7.45157321317709,7.47125303777281,7.44743439686394,7.38630277628461
"P78371",9.03299247967218,9.04174681805949,9.02590589137625,8.88098643785359,8.57292424970789,8.46218749390485,8.30437211640206,8.62330345411695,8.63812104877596,8.68331442503066,8.98490728734027,8.96426861443281,9.02825029153722,8.96965889665009,8.59917646146331,8.30135238380406,8.66633710548436,8.70386611963457,8.62719384320782,8.57931054269511
"P78417",8.498406956471,8.39939096186504,8.55827448266882,8.50819074032805,8.2394276375175,8.22857207864403,7.46411006988276,8.18738689399375,8.31789942825039,8.37632279599073,8.53379080669643,8.28018752347264,8.19167656174475,8.26053908649095,8.23800552241292,7.83448384834624,8.05013637157718,8.0554381227777,8.39040064478373,8.43116792377851
"P78527",8.53106597285089,8.50334296408292,8.19560992783862,7.83951228031723,7.26567977654065,7.33608571540207,7.51223843968095,7.02635813903499,6.82825919172212,7.57191594776865,8.40093983426458,8.36494983011785,8.19391292958758,7.87134522031541,7.05662218755309,7.25091003931599,6.68683202250695,7.23292809785221,6.93014420737602,7.15825116694261
"P78559",7.86514030764237,7.90514461421987,7.84992116577911,7.78635873435514,7.18410704852305,7.53419781082235,7.17338164576298,7.42334714909269,7.17149856636601,7.25711863033522,7.84442268825353,7.97404456583852,7.97307059892846,7.77719111776101,7.33987244464676,7.19550114780246,7.27392736453611,7.3237674109531,7.68947285271483,7.05942214822312
"P80303",7.92480714317322,8.02805805731951,8.08864431588815,7.89735922605806,7.50059794489037,7.16979181835391,7.62961369240193,8.24274251386789,8.09782538333402,8.24387457080567,7.83418746952125,7.86638691021766,8.03014298934109,8.04776570410618,7.78434099873796,7.09841480493708,7.53772005556637,7.96140951793213,8.02143740285881,8.13422478596302
"P80723",8.17571503951943,7.98858581772174,8.01654242290974,7.78569340057071,7.76873482653649,6.81395908356199,7.20883365318266,7.12946309779028,8.20459424242375,8.03795474597925,8.10639462625553,7.90227533877606,7.74480630731034,7.50380383050503,7.4073881905696,7.47220692017562,7.75296457385621,8.13087570303149,8.4074867727671,8.0996167244851
"P81644",7.36444037273159,7.1413863728011,7.40277783484646,7.43942412252118,7.03275422520941,7.24992818943885,6.94619881345076,7.61657281566592,7.38139483237306,8.16218873364005,7.2496285811588,7.44265186413042,7.50304652670927,7.51282346927933,7.399015558321,6.96383326121876,7.23501497381045,6.99831301278931,7.11680141255918,7.25508996149602
