-3.550311943279915727e-01,-4.341644391779966305e-01,-5.160861992849061775e-01,-5.992076343113093007e-01,-6.812885842231097833e-01,-7.593836260374535740e-01,-8.298813873592001400e-01,-8.886861162272685633e-01,-9.315741378774653469e-01,-9.547135602127221343e-01,-9.552680918829168366e-01,-9.319407685922163065e-01,-8.852912177791132375e-01,-8.177101752633382237e-01,-7.330460727421803657e-01,-6.359966494599980091e-01,-5.314425917384981712e-01,-4.238855382954911377e-01,-3.170827472225690169e-01,-2.138908668540464575e-01
-1.345956064647120698e+00,-1.430827758430929908e+00,-1.504929944417168208e+00,-1.564332855365455632e+00,-1.605335454182461152e+00,-1.624918506777043969e+00,-1.621182512473035242e+00,-1.593665824316839785e+00,-1.543454217535963124e+00,-1.473045703040217091e+00,-1.386003987725079600e+00,-1.286490266788254733e+00,-1.178783219247401703e+00,-1.066878693311306137e+00,-9.542192738125900853e-01,-8.435608365436508826e-01,-7.369529982333946627e-01,-6.357972441870691771e-01,-5.409469429939952612e-01,-4.528212107438567280e-01
-6.220608605005277791e-01,-6.155632398337076427e-01,-6.016524107875602656e-01,-5.798200912280961905e-01,-5.498314275479792013e-01,-5.117832836227280691e-01,-4.661353081844687996e-01,-4.137045912882493237e-01,-3.556207561601383293e-01,-2.932460223616897288e-01,-2.280718665008225621e-01,-1.616081777635751671e-01,-9.528104737798037682e-02,-3.035182663486257759e-02,3.213565166172260845e-02,9.137881684845672314e-02,1.468149280928272571e-01,1.981010058527781226e-01,2.450823471832898059e-01,2.877560745948853915e-01
-6.604199654312790102e-01,-6.198185141338881099e-01,-5.717462073468706496e-01,-5.167962895056175121e-01,-4.558703485313224668e-01,-3.901332600485936108e-01,-3.209402449309259886e-01,-2.497454058329628968e-01,-1.780043976032299469e-01,-1.070842618029128612e-01,-3.819099427483951814e-02,2.767891520412124606e-02,8.976154385203771735e-02,1.475258202930269658e-01,2.006562214469034267e-01,2.490240285230385098e-01,2.926529536039160773e-01,3.316838284296104167e-01,3.663416323514409045e-01,3.969067828998490421e-01
-1.316994164097802678e+00,-1.260424860765366084e+00,-1.193615386281237534e+00,-1.117100552176665484e+00,-1.031907906523887863e+00,-9.395388693043367212e-01,-8.418940545390984909e-01,-7.411482213735647306e-01,-6.395912420294789236e-01,-5.394589752757794621e-01,-4.427794565360347878e-01,-3.512550348367551312e-01,-2.661919658660036880e-01,-1.884787180431513054e-01,-1.186058449653433211e-01,-5.671541149180625574e-02,-2.666792291714514818e-03,4.389273323013476169e-02,8.346110829841268952e-02,1.166235244890616585e-01
-1.003847264318515453e+00,-1.007295265272104778e+00,-1.002890009798948157e+00,-9.899410881055683564e-01,-9.679584262018696705e-01,-9.367079113983853844e-01,-8.962536422415701143e-01,-8.469795944924063402e-01,-7.895856500192248717e-01,-7.250564538311441432e-01,-6.546057442479698008e-01,-5.796026554423323596e-01,-5.014890734281727269e-01,-4.216978596311211636e-01,-3.415806167246489000e-01,-2.623511459696010739e-01,-1.850476048484130942e-01,-1.105133876172534890e-01,-3.939446670453117250e-02,2.785041389302633785e-02
-5.469790982611788532e-01,-4.957661629963414640e-01,-4.389520275808453942e-01,-3.764148920098178142e-01,-3.082348693585723609e-01,-2.347642934866747133e-01,-1.566982736189264092e-01,-7.513351642521559626e-02,8.400923681805450016e-03,9.195932292591724178e-02,1.732569413483824317e-01,2.498156974258247676e-01,3.191681236763582730e-01,3.790916763940800349e-01,4.278317212849171991e-01,4.642690419222803566e-01,4.879993043534230912e-01,4.993139417451175621e-01,4.990958905559848002e-01,4.886607134519136419e-01
-9.790409896964282765e-01,-1.002453309734106401e+00,-1.022868801377233350e+00,-1.039626961600181865e+00,-1.052025370175313501e+00,-1.059338013648381427e+00,-1.060840343012997788e+00,-1.055841008589104124e+00,-1.043719358881570969e+00,-1.023966734399091472e+00,-9.962284679163713186e-01,-9.603425348937608685e-01,-9.163702473412900229e-01,-8.646145030837448786e-01,-8.056220411276402427e-01,-7.401678818665575754e-01,-6.692223988064933682e-01,-5.939038450022908755e-01,-5.154211399928498860e-01,-4.350128875700163267e-01
-1.034634897509504992e+00,-1.068779291662783848e+00,-1.097516325953197924e+00,-1.119302757419986083e+00,-1.132662633716567058e+00,-1.136334159822081080e+00,-1.129423434996684961e+00,-1.111537194476136747e+00,-1.082864919233885281e+00,-1.044188174680733550e+00,-9.968108636727206484e-01,-9.424231238876892292e-01,-8.829267950683183930e-01,-8.202563649100045318e-01,-7.562250628707831712e-01,-6.924145665720309317e-01,-6.301137755740406909e-01,-5.703016230690218791e-01,-5.136629685791582745e-01,-4.606250763830812556e-01
-7.476665089959131372e-01,-8.057536031195160486e-01,-8.503038321564626578e-01,-8.772811819376433728e-01,-8.832780192299765076e-01,-8.661285444974771153e-01,-8.254003738032100745e-01,-7.625961187172849431e-01,-6.809755641808301618e-01,-5.850404141709026895e-01,-4.798390128806513388e-01,-3.702879555982827586e-01,-2.606625484307636409e-01,-1.543190798401836705e-01,-5.363028396488256355e-02,3.992965036156581604e-02,1.256219670291430779e-01,2.032588767864895729e-01,2.730329464388779881e-01,3.353767619936004474e-01
