"","ctr_1","ctr_2","ctr_3","ctr_4","ctr_7","ctr_8","ctr_9","mg_1","mg_2","mg_3","mg_4","mg_7","mg_8","mg_9"
"P13489",8.16362115873916,7.99105988882167,8.08406160702459,7.94535485524008,7.75159060147866,7.51923309842654,7.44729276654898,8.09362262871974,7.9434483221304,7.86701136039651,7.65713389356476,7.82119289449388,7.34235665931494,7.93668467804377
"P13639",9.47880423483419,9.50597127576337,9.4834871647503,9.3544784437586,9.02259477927834,8.99129500285231,8.88349894043297,9.44338961967632,9.44080630616566,9.41809960479535,9.43366255643375,9.07745854158124,9.06277004566136,9.00291231849816
"P13667",9.06181524158757,9.04577803990273,8.9973767782648,8.80958421754965,8.53656439142487,8.32875071513469,8.60624471279172,8.86892217113194,8.83689798739442,8.87029899462126,8.97318719829032,8.95579877031415,8.6622523927495,8.84954644390649
"P13674",8.33771859232998,8.37795762722633,8.04257013066517,8.17404798182339,8.44965675101932,7.38862660436353,8.30384042868861,8.13597486216029,7.99620577793,8.02850380211163,8.29126903693451,8.45011197838328,7.76947611142733,8.53833445141934
"P13693",8.81179249856791,8.72090367131386,8.82194538093402,8.35327478102816,7.84828367860392,7.95126935374298,8.08264084453397,8.5019665169906,8.18768203810972,8.56700880066459,8.63130943276476,7.87763156570151,8.1280922923983,8.18424350263056
"P13797",9.08514696365876,8.99918282074015,9.14094328271928,9.08469066151371,8.729604337,8.46905736507288,8.4598588265424,8.94963608827528,8.95159869430294,9.05557336863208,9.20339032848986,8.75421923022834,8.29807431961653,8.68390319288839
"P13798",7.6312957388339,7.64194655943472,7.8161382764017,7.6884062924503,7.48032068014025,7.45943873305662,7.23667190275345,7.55470468163728,7.54143417261028,7.31460984359225,7.88550235647589,7.41408263213428,7.22003249361519,7.7679872956685
"P13804",7.97088708107666,7.91619392923355,7.93255286876559,7.88722744347624,7.52457685170068,7.9180312499426,7.55579498645697,7.82650724160538,7.97086648143009,7.88664243167575,7.97819000769979,7.26353595763544,7.39659276580896,7.4982698285427
"P13861",7.61653093361646,7.66694836198377,7.58402803060859,7.44931197040226,7.06683199089587,7.27777925378141,7.4748716974389,7.55033233053106,7.4342832626273,7.46524386138167,7.28412695212081,7.55314082427746,7.18896576746253,7.28939194451817
"P14174",8.50050538901523,8.47357452558079,8.34205528910575,7.94012242115166,8.50276536834267,8.84084119253397,8.59391955788744,8.09693264068983,7.9692258315687,8.18410324842025,8.42133983415014,8.52841842530284,8.43853555199658,8.61971757365214
"P14314",8.84349946034501,8.7736834550965,8.66889084667503,8.47480439111811,8.23999105308859,8.44257971140985,8.16924962693661,8.43669479515368,8.40495371386565,8.5398301461301,8.68410098068814,8.52228850613062,8.19261701425255,8.553995885916
"P14550",7.35371557230864,7.82327228080191,7.80574023084027,7.11243198667252,7.59703871905809,7.4873891121189,7.16132929039458,7.09723521576106,6.79173427132818,7.84873067129852,7.38388607775555,7.26399086404898,7.21808504032664,7.09707470954432
"P14618",9.64659879530859,9.70195445569008,9.59523846847095,9.50326843691338,9.23351432364024,8.95007885379784,9.1354117565907,9.64321811801445,9.62101782016202,9.59192026963425,9.5063864263308,9.43691950325243,9.0744462044277,9.36753220620831
"P14625",9.66976031688115,9.51237040686309,9.5305854282674,9.31543958865771,9.20815135588025,8.99129500285231,8.9246035759773,9.53433168823187,9.31120265625877,9.32213211206579,9.43682944628265,9.36663405860554,9.08378880543209,9.38979961837763
"P14866",8.58481148187012,8.63957900287548,8.54027503189083,8.18130217593328,7.65577558290715,7.56052489068109,7.84780266929877,8.3853214517584,8.34754636947568,8.39237505753003,8.48226189943931,8.15380638796127,7.77196036323542,7.74940803336861
"P14868",7.7966364323512,7.69231892811788,7.32758104959599,7.58873234814227,7.34319502038966,7.50037299303101,7.37097740821729,7.87366895749458,7.49360701168629,7.62984038721791,7.60575580047022,7.46833198560729,7.35089523592866,7.54983072819421
"P15170",7.5275237996756,7.7304568669151,7.58825833685603,7.39844748805221,7.53205508660506,7.60868492815262,7.79341505321613,7.44846676699574,7.32731763614955,7.39916972180138,7.48339371446845,7.45882608158495,7.79560982290163,7.25220246308084
"P15311",8.63951620487303,8.62023000824246,8.54988683220995,8.399353056977,8.20640898155642,7.60619874576066,7.55350524830773,8.44786216373535,8.56619063670262,8.56309306130338,8.47767074651441,8.36263837880054,7.39681314713149,8.11510339939501
"P15374",7.82133473767954,7.88496768660221,8.08197182902508,7.49368552087031,7.69457554178237,7.43184967209924,7.19045167179343,7.5168249177794,7.09770991511134,7.31476797485986,7.78130957768253,7.63774951598206,7.30794034603085,7.73966944594823
"P15531",8.15896538155514,7.92427372780779,7.99169729199288,7.41899253121836,7.73475942520028,7.93375009913676,7.60728631854468,7.89563530948241,7.80178489663529,7.7959237745209,7.76547203009045,7.8824431397266,7.39809717333952,7.95487037405195
"P15559",8.31746410083514,8.39571579943772,8.4402404842659,8.31688190003601,8.04467930570658,8.13772253488318,7.81307370122041,8.17319940453251,8.38563795741154,8.41702530831057,8.41950785969438,8.25055779326781,7.97984056734958,8.4081088718986
"P15586",7.67321955801214,7.84221996844177,7.80329424263638,7.79721974482783,7.59689059085728,7.36270382680994,7.32344321564673,7.58330390919773,7.82282751463271,7.82707499940814,7.83143265905304,7.29283692461115,7.37511545312665,7.84729186446769
"P15880",8.67219046077584,8.56678054118391,8.41961638239054,8.38631326900141,7.61000404778908,7.73616050923982,7.82676349180925,8.44625018699522,8.4188660860655,8.57761192264515,8.39957807182101,7.92895841345242,7.55695737912259,7.35961379801969
"P16070",8.22992841502046,8.36035883530568,7.9444064658677,7.6689644704019,7.66304116387637,7.96211464142416,7.57277748228058,7.92133918088296,7.75844199717325,7.64557012670189,7.93913850134593,7.68538928018394,7.49940367749783,7.71322148827773
"P16152",8.15022689440121,8.21871223277406,8.27273526099913,8.19202386741453,7.71864646066596,7.23606398272487,7.13299655636954,8.16643194331933,8.2156272970651,8.10630640356607,8.14489384627413,7.81211344115201,7.09234355427625,7.93601325609229
"P16949",8.36385808679013,8.34899044878674,7.6414987716261,8.67042469397443,7.3220463679451,7.89610680059872,7.64467874814591,8.33304077596855,8.3579757434034,8.53314464009916,8.44978413751151,7.95595115552954,7.57975827965927,7.74536505055753
"P16989",8.08016200689959,7.85468868944569,8.09401269332611,7.75724726531372,7.61361743403007,6.73776280990935,6.84985170519694,8.14629172042337,7.847588819561,7.70947059285809,7.23601321099279,7.22639157221911,6.9923508251983,7.70148207017006
"P17096",8.21058536343317,7.75267447781935,8.23021786686912,8.11420703877862,7.7045463613015,7.66322168366962,7.0863846272948,8.06884998683643,7.69490619830097,7.74461394595522,7.58170935793823,7.40914873548612,7.64106622481575,7.73594818622144
"P17174",7.39531133034903,7.95642434441708,8.21957317907796,8.1435898293374,8.10315637054105,7.75171445615612,7.55223246221622,7.89716221103192,7.44225435617004,7.75200873831531,8.20863291287051,8.01013125188237,7.50454929596081,7.87158942386664
"P17612",7.29203966537077,7.23129542831121,7.3478185048483,6.85641272113599,7.10521483315436,7.37410161787678,7.46720400732871,7.40578177577992,7.38528529286722,7.28112907447375,6.69822702044375,7.23667370550036,7.2547567383572,7.1294648244007
"P17655",8.34655868748467,8.38536577869566,8.23873742032691,8.25021905283486,8.0507204729293,8.30194962277501,7.89450533292543,8.2789419292735,8.31138608511036,8.26257659768873,8.24687565615289,8.16844469077313,7.99835475838096,8.20847835457377
"P17812",8.03563111944123,8.06605310314325,8.06810725321192,7.94938875320598,7.62746462144891,7.89746435868013,7.605339421662,8.01455405107693,8.01444512491873,8.09872038169188,7.88016021623865,7.75307515946341,7.37045350461655,7.43583496313375
"P17844",8.5145697269216,8.32609308666611,8.18964960461736,8.0141815663598,7.4077879819508,7.43054427323286,7.51620021529453,8.45492796535693,8.35078565505771,8.37653986452196,8.26096150933012,7.22531260190983,7.21334400716822,7.41667766870712
"P17858",7.21234202873949,7.55604481012153,7.43149524439581,7.41172447167317,7.35545780787544,7.31578591006126,7.79341505321613,7.30053404693104,7.43188154340877,7.59597423179111,7.43786210420502,7.35072165510497,7.24786043746331,7.28363988502294
"P17980",8.48149336693315,8.43498050425492,8.45579065300577,8.35512203658581,7.79146536474378,7.50494361108243,7.15184292520216,8.30433869104002,8.41994925899767,8.39176067334697,8.37973706110252,7.89988303181145,7.28612996257745,7.48889871894865
"P17987",8.60065567594341,8.7162732718889,8.70210986261052,8.58216343002443,8.45669481657421,8.24855831407819,8.03114663010915,8.55908366082709,8.7173741144784,8.63513605095977,8.56778364628734,8.3769473335938,7.94426476427448,8.02198625263469
"P18085",8.87915306908496,8.89297134972484,8.92116197743726,8.88866839442894,8.57733762240546,8.45811107565068,8.31231334587632,8.89294696486199,8.7942669305733,8.89462275799508,9.06816688279967,8.85531692701966,8.36373093114734,8.66161899834212
"P18124",8.46146515969659,8.02598658297774,8.40335271957771,8.27611091395694,8.0033782209685,8.13277894502264,7.85354604784146,8.24430326369066,8.55077370038446,7.96121813230444,7.97841157008737,8.25086314232801,7.68712797692524,8.0486545652702
"P18206",9.21497410757917,9.08168675733957,9.08711279586038,8.87517724119375,8.90725881674354,8.9373510058814,8.62905866073265,9.02867365878547,8.98642707614065,8.88761334843917,8.96636820608648,8.77261339225035,8.56044307689763,8.87198406560643
"P18564",7.38875415161309,7.86297085358921,7.46132643863542,7.20485623024643,7.52217353872273,7.32821734523103,7.14363660519843,7.17624974315661,7.51473489082529,7.59499989759113,7.44175969992268,7.27071123762403,7.21808504032664,7.15690767484212
"P18621",8.70628862377197,8.63494916061249,8.61039958323826,8.39074886085637,7.52675836695946,7.60117928489216,7.3200328905355,8.85921421738,8.25214919614329,8.44930772174676,8.2319888206698,7.81273900009701,7.28041363188377,7.92334723981464
"P18669",8.76544885832867,8.82825131234494,8.7387893006518,8.80500527283089,8.03341220412914,8.38922625526811,8.43021178668361,8.32759308756532,8.71423528765716,8.76211244468981,8.82863518802776,8.41517273587868,8.30318105726095,8.25682281562565
"P18754",7.51121368827469,7.36681220193372,7.38941619870699,7.1509040632769,6.99625727388842,7.12089829221732,7.48435939731737,7.48083167868909,7.35297417474493,7.03424415757469,7.02523766616902,6.81329594987756,7.4281473109513,7.25129107462336
"P18859",7.59488258213172,7.80693580936404,7.8579020300104,7.75376521737429,7.28549621057726,7.43147827833126,7.27280644119031,7.57205440536323,7.40585950927787,7.56635759804984,7.59445595950139,7.25229392108367,7.11193279973916,7.31674216729773
"P19105",9.16346135616448,9.07288236653892,9.18594500267004,8.80173539612607,8.93830970751871,8.81271182020408,8.62089174219777,9.01031079384272,8.82934695838913,8.93093586845512,9.04931868315662,8.85719142004357,8.8100722347163,8.88904917366097
"P19338",8.9080194670291,9.02818656375588,8.98153755110816,9.00127975045209,8.68970177021437,8.43094219466312,8.19939252921201,8.84321614310519,8.9703627953959,8.97049960986804,8.92056013140068,8.64093662976073,8.27137014491038,8.45121037925704
"P19367",8.34692706998733,8.28707973952466,8.24810744647533,7.86169256090847,7.36073184406223,7.15302420928906,7.26940608342979,8.18631434139776,8.17697592460448,8.11408072034601,8.20792958827818,7.86645936312062,7.29214857603902,7.88926510076498
"P19623",8.0291273918057,8.00971156244584,8.05026132770911,8.03855085984674,7.73156942500776,7.33954278776385,6.89229425196248,8.02011391948139,7.81589376585091,7.98059595189481,8.06989955973508,7.71330624216554,7.10751361244663,7.5689182750599
"P20042",7.70946840532556,7.45821183230371,7.46000250024959,7.37829773799114,7.36691865995271,7.17065993418388,7.79341505321613,7.54463920654781,7.38199303416743,7.48468412296427,7.09707319316113,7.18966810370947,6.92408646180763,7.3621390780695
"P20073",7.95997208437965,7.54626762394417,7.5979329128331,7.37780313175613,7.59286238581979,7.44171993219581,7.2584643392006,7.55882510544726,7.52959807504791,7.37369499699053,7.68708637411803,7.36226997458895,7.17712293748287,7.48109062198112
"P20290",8.3279310215285,8.44534959571799,8.3778062206392,8.16813703371201,7.97491467305489,8.40542017651317,7.49261553851648,7.99138133531019,7.81974826413281,8.33236383373623,8.51011205244354,8.1280920507062,7.90661582754248,7.89514703316787
"P20339",7.19863601648052,7.19447262589862,7.19301081549302,7.05061011728453,7.05299248547302,6.91705245740094,6.74722829133289,7.24026034822498,7.24170110262912,7.14325160258356,7.12530506702625,7.19638364416956,7.79560982290163,7.20800453760643
"P20340",7.7595087816284,7.88898910561391,7.7224335851285,7.61137706993593,7.46887912588088,7.37453632783444,7.26510760939627,7.88117778748672,7.83143674178094,7.70985711624821,7.6901222544768,7.39788421425137,7.08576853332906,7.35320099632202
"P20618",8.21729145257623,8.32364247805866,8.20827176013316,7.48644745163293,7.60634194586298,7.76765204315742,7.26876154391732,8.13797103262918,8.03563357173097,8.11689722164208,8.12752176488392,7.81792806200096,7.35781906092279,7.35537622208039
"P20700",8.21626314553878,8.15837298928875,8.13379949450446,7.88272290944833,7.43477225274657,7.49411805864569,7.7185786094074,8.17455647361691,8.0380973875585,7.97076178701765,7.88070749979732,7.4481869244364,7.41684021952082,6.97162219738607
"P20810",7.7454837546612,7.92449069950152,7.70083347016079,7.72543539608816,7.52054702199944,7.57692020852288,7.38899563889728,7.54448970288547,7.58958539799282,7.81203891379482,7.82189185644873,7.56774459398822,7.40050837555105,7.44568031211172
"P20908",7.40115437575079,7.30950795528994,7.61914049067818,7.43225281082728,7.44639519696722,7.57809353331183,7.43634829891722,7.39433367862941,7.51941208964529,7.53149435748525,7.84552259464959,7.44479198914085,7.35675145064581,7.68381978097432
"P20962",7.34216749676461,7.28736241600696,7.16481163482823,7.0264696418696,7.8589405690016,7.318026509108,7.79341505321613,7.2749373792372,7.21179887626893,6.89796047204962,7.53371879265614,7.6544284654856,7.0383973195996,7.8117181940019
"P21281",7.66349333110201,7.55170403525108,7.48448421564344,7.52808933354794,7.44120214330386,7.4347810939547,7.20627336350267,7.66817038933048,7.62520115680407,7.6226108676375,7.28499576867998,7.31355121112717,7.11148008849812,7.48002245800468
"P21291",8.59891899425804,8.38678896068185,8.81053447372682,8.63063964974878,8.64246011546877,8.54739228581448,8.46852027480072,8.54956050214381,8.42515778606717,8.58631522185511,8.64888259758623,8.31190808572031,8.30193140338918,8.77223666936148
"P21333",9.97276200582177,9.87745094876019,9.83060641489608,9.73169976826269,9.7172472647157,9.55227893811454,9.40935038114245,9.93911739086324,9.93151265336754,9.82763201460848,9.75225834858618,9.63314959824386,9.37859106810338,9.72466654684064
"P21399",7.37749689793176,7.45442815909552,7.50161199029692,7.4437050454106,7.34295769051898,7.34057696954851,7.52831573410725,7.49440097690686,7.61657060327903,7.44880744942399,7.72413299321908,7.35635325771599,7.26104790344036,7.37074692812497
"P21589",7.40316215655219,7.88348313470878,7.19724335594821,7.24835963829818,6.90350457428918,7.32208088851243,7.34271997669248,7.20998217577301,7.27596173948148,7.20257742003784,7.33239346356516,7.14016240306454,7.09657218142974,7.16428898688609
"P21980",8.25526760496123,8.23339368036766,8.22727818074643,7.94678284504633,8.50511659301536,8.33777046412652,8.01954360540212,8.06863218914055,7.88927418587255,8.15458320415455,8.08403244024911,8.08708855763245,7.65620327249411,8.10039671219872
"P22061",7.90731450537974,8.05439228347473,7.49468595007244,7.62666099305396,7.79302375563245,7.90343228400907,7.31995880364564,7.70612263616294,7.51831073240801,7.80503298504305,7.77877760115843,7.66988122638011,7.56273875268046,7.65862109579089
"P22087",8.19014320194884,8.00633599498617,7.99036927382657,6.9964307298708,7.57338912402048,7.69390568199414,7.03412918316924,8.10680457273724,7.94708463139753,7.07948880421955,7.51364674327307,7.71928277726246,7.24441580231595,7.38459203834789
"P22102",7.63918552894873,7.65408234184588,7.53282202299143,7.41853988486118,7.48687501102042,7.52995724282044,7.07782922364024,6.96490689686753,7.65693363599936,7.46378159402778,7.59705685453156,7.26383845958456,7.12965027038017,7.22728154239679
"P22234",7.99975588419319,8.07788149807392,7.76314047943061,7.96668108552125,7.7998490781083,7.67741731812926,7.73071418948483,7.77027271077086,7.65414605832385,7.92062129721955,7.90205645425392,7.85840639445391,7.5056808766028,7.73307034694858
"P22307",7.82562191434613,7.77715990146637,7.75017178146205,7.77633243209312,7.50271018209635,7.4208789269878,7.62292725478802,7.6826677286733,7.77074923254539,7.73561743096605,7.82042211204852,7.36791049076891,7.3319533680629,7.60524510156581
"P22314",9.04012538748949,9.04635298801698,9.04849473635475,9.02896105460783,8.812824107724,8.60299646145837,8.12972008901486,9.06571123178476,9.0843968037169,9.05019927429823,9.07253264151922,8.73768464698247,8.17164759681687,8.65161150777702
"P22392",8.74266334348246,8.64720987937973,8.62893397884542,8.56478197561176,8.58879432836429,8.78547317934966,8.66604727893751,8.49702350162798,8.60086627002002,8.48278312090273,8.70670780613025,8.81548294648911,8.569253845241,8.66282270649689
"P22626",9.26453698649865,9.18057655116125,9.19560350930833,9.02283724970227,8.75783028826933,8.56441465176316,8.59315316151362,9.03947249707296,9.1966467965819,9.20823017043837,9.03948083515539,8.72834493296857,8.55267581189397,8.58188438916104
"P22695",7.60840246019764,7.4533987697195,7.35397460991411,7.26877837666752,7.20262731913631,7.53898421224525,7.79341505321613,7.91330880633643,7.46391984298837,7.13543808926969,7.2276566119449,7.14042733359925,7.0489024858499,6.95568647759096
"P23246",8.67152599825877,8.69069010739166,8.62706753663737,8.43351533591802,8.24978834161642,7.82415637191178,7.76808456469013,8.61999443243458,8.64957167087862,8.58137147037018,8.56026121158271,8.3018496954608,8.04436176200678,7.96972459121337
"P23284",8.97865837159268,9.18461206647098,8.9785044416354,8.67813416258756,8.73627772254627,8.52016633193363,8.77253448272139,8.84274290826432,8.77193275774221,8.85800008501418,8.97083251435127,8.61995330597969,8.62078987636409,8.73456440167971
"P23368",7.2403292702719,7.37589600619324,7.14132863970429,7.10095844410568,7.07390540009128,6.92822196746591,7.32490074199403,7.13730624826267,7.20116495088766,7.16139670995087,7.08507623718323,7.06094911521396,6.52030285123616,7.29989257458214
"P23381",8.29323929595611,8.15197558219044,8.12255241899043,8.10988040102729,7.96581829946326,8.46453057910102,7.85173273005526,8.22857828298594,8.03498745335224,8.09075752063898,8.01429264442134,8.15766454291657,7.94748739120399,7.84840528803276
"P23396",8.9630290291925,8.95993066256247,8.90954487374843,8.56913752016611,8.67335147509357,8.42807304072335,8.25537278789043,8.89959525835132,8.8832695338233,8.85303365060473,8.72531718220614,8.63105681949047,8.36114183926466,8.67512300116751
"P23497",7.14394534628437,7.3371381694067,7.37332617006391,7.24670693026743,7.33566944902541,7.19958699907868,7.79341505321613,7.31497102645722,7.36416935980136,7.40200973054517,7.40538630522568,7.34300063468407,7.79560982290163,7.21845657098537
"P23526",8.25673618656854,8.15615885209156,8.19529454780866,8.00862107657476,7.96683855553999,7.63918459646501,7.51211116294668,8.16513105364857,7.94595149598532,7.98253436295306,8.14159323898719,8.02012486583025,7.51377002110101,8.00458139047135
"P23528",9.49316524672948,9.50852893718646,9.56845737365205,9.52812622465253,9.5191300849882,9.10629746564548,9.31241225713296,9.41158218247792,9.56061456987504,9.56973173322119,9.61470531726994,9.37964026997378,9.14758163301447,9.58793837829875
"P23588",7.8198595794246,7.74161365594038,7.64899836342956,7.73707972498655,7.25663609420092,7.89227615978833,7.6103980056986,7.70713946561149,7.7100038652204,7.60828578921351,7.57303261565813,7.68800828494354,7.52517176427544,7.72844171628631
"P23921",7.2614937802354,7.34096501880125,7.34425001840383,7.12125531566675,7.30208143784201,7.34007083474592,7.29435567355752,7.43922147606465,7.45559434603348,7.26298179762425,7.28473451154611,7.30978848807909,7.07755709055124,7.3673594089117
"P24534",8.69541629556976,8.82140046278504,8.78806091132474,8.66591578089203,8.12868088086056,8.04807618653587,7.98608539614723,8.51051834891542,8.60408758595487,8.78986534600709,8.71894575294366,8.1883811000872,7.81821354785334,8.06048243471883
"P24752",7.55140600734717,7.56677521707837,7.45978859062009,7.26996633701782,7.45526311346176,7.45244433653435,7.17902197559073,7.27211886161935,7.29775142713622,7.23006207885002,7.196229246865,7.31881726617871,6.96776328255233,7.39446311764207
"P24844",7.78908458306512,7.93410071115011,7.95113087401883,7.82279687562717,8.21784564607688,8.1186321616251,8.13165180532282,7.83055749841155,7.82485425410112,7.98327275977501,8.01737791906176,8.29254919953044,8.11125565250122,8.41215501666202
"P25205",7.79637157200035,7.77093963269092,7.81068892922653,7.68436596206155,7.27847568045698,7.5772617001791,7.39649910260463,7.7663104710772,7.83547061986229,7.66788631489847,7.52155025569965,7.50216637160346,7.35169425554412,7.38175414814449
"P25325",7.13856846492901,7.07181871209224,6.85256009451343,7.19638003528215,7.11875168873737,7.15319031998831,7.17902197559073,7.06406509010776,7.16594241571079,7.04421741234795,7.08107294547126,7.02370389366971,6.52030285123616,7.05356018220182
"P25398",8.0853400459903,8.0536633366993,7.95541337958533,7.92586592862863,7.40477420371535,7.41936252760707,7.36935487859179,7.67758498307294,7.95847639124979,7.86495695154075,7.96444716206627,7.49972617319777,7.28950509720481,7.7542663798745
"P25705",8.84038827581506,8.95920939933528,8.83907517689438,8.72047788048104,8.71322204165851,8.46902831379279,8.32929486234469,8.75980701173169,8.90651638110002,8.80772588150608,8.88371598184179,8.75563867459331,8.09144332243631,8.63321901066803
"P25786",8.09041468911169,8.01186081396788,8.07684459226596,7.81084273245046,8.02218691356287,7.57407212868968,7.60691091740179,7.84987857787427,7.6178477691087,7.83221606437777,7.78517269915426,7.86494558731079,7.18490855347166,8.13467676090114
"P25787",7.92594696452451,8.03612472448623,7.95058027642348,7.84671852631674,7.99655578637596,7.79940886125784,7.34433490707764,7.66771822336768,7.9950308924937,7.99854956060645,7.97931826706565,7.63558764908302,7.42791722809449,7.70476529489066
"P25788",7.92097151045463,7.92145899695237,7.96678026035136,7.62864017499275,7.66662028178706,7.65972715937952,7.18605881425191,7.70462278648952,7.58491998264459,7.50627794550209,7.89612549667823,7.77790988061959,7.26711859817174,7.71643066188343
"P25789",7.92339853292295,7.8583997434573,7.92467768432241,7.6919256826597,7.60844740451362,7.12668857093256,7.19778471069222,7.87001748106006,7.96691977696526,7.9765587239756,7.90587278771424,7.69566754264517,7.34992904114344,7.44182262242075
"P26022",7.90932427557359,7.86635749952158,7.84617568106818,7.84355572795355,7.38093299042832,7.5127855585765,7.44919960936176,7.88384260079415,7.73041864197036,7.86299140995567,7.81472103464044,7.12278294115656,7.34455050432937,7.43118896036516
"P26038",9.24522401392241,9.27767386611125,9.13091015124943,8.91080446858383,8.87313883792997,8.72746502202653,8.59775145136598,9.09538651837532,9.1348043854074,9.09327371197205,9.02904887219437,8.96892809673059,8.66581274619071,8.72329208117115
"P26196",7.93721807200424,8.00327197446414,7.96643964892457,7.54227451703968,6.81962138853679,6.87340775618384,7.79341505321613,7.97893119127217,8.00175910906479,7.84875414978839,7.50402144130278,6.99097980994962,7.79560982290163,7.1175153752993
"P26368",8.00173597197278,7.9707317344186,8.20866630373229,7.8887844761748,7.59362415072229,7.46908603624703,7.28088933172368,7.89075739099903,7.96478675480486,8.13673370591126,8.21667238321393,7.35424043225365,7.47797643068802,7.50957791159978
"P26373",8.76250878223189,8.67272862009271,8.50639158527298,8.16948115592183,7.98110137989581,8.03512101691203,7.945656623193,8.54828077468776,8.38951958001153,8.31541949708499,8.0097342770723,7.93370397849885,7.67793596380228,7.98905314303458
"P26599",8.66948209338433,8.67857052128021,8.61202035515227,8.55463905850079,8.17578573178198,8.19734418674158,8.02981944523786,8.60391645238262,8.67348440208588,8.71124854690202,8.54016600005049,8.15017054259751,7.74370874912698,8.04322242604509
"P26639",7.84999449082626,7.61311271165038,8.13181024909894,8.23891890556275,7.7350819226956,7.01180686200146,7.26998922569551,8.30365508585711,7.98143579383229,8.1772593230223,8.11792254506067,7.65222094947003,7.34751653081298,7.61402384299857
"P26640",8.08944602731369,8.05754302428971,7.85166721276526,7.44358532698199,7.41324245801034,7.40872792438161,7.41045129792662,7.98973662334796,7.66503837820233,7.82810967133071,7.70843918466479,7.36367905567718,7.22254287625482,7.15598211740657
"P26641",8.98917586119681,8.93501090060423,8.931257358686,8.8365499838742,8.56465993291505,8.47705767061081,8.11145811864552,8.82901073235362,8.9131509491595,8.88780506503935,8.69334756048349,8.41925143209756,8.24173662133221,8.43721269543917
"P26885",7.63132647241925,7.62433389603075,7.62131256780025,7.61299380082697,7.44745135169656,7.56205869346173,7.27610801057483,7.65687946400141,7.61980811129021,7.57601216011865,7.46479311832917,7.45084536007952,7.30116468539415,7.56366536053583
"P27348",8.4184252170577,8.22877480124382,8.33267744950469,8.35689820555221,7.96008361592545,7.69747204314724,7.63064352789122,8.43763993780911,8.45100562236924,8.42173000434979,8.32253102475178,7.89621090563439,7.67212443498518,7.82192301681715
"P27635",8.36670224368935,8.40617001249171,8.12574552930091,7.71857553775379,7.63195177509043,7.66668774576443,7.24929872332743,8.13753784992728,7.75397894086766,8.12172000740785,8.15414289590932,7.73282416588655,7.40489590249426,7.78750290772982
"P27694",7.32095960489591,7.37359550173299,7.25643388483972,7.09487843649016,7.29582537120934,7.25800220175727,7.11197987948264,7.01302274228702,7.40847073870274,7.22765952681394,7.26794017398671,7.21045276059117,7.23102771929486,7.24659718985526
"P27695",7.39087144768874,7.44053333400872,7.445878880965,7.36401597875567,7.03788865883617,7.02931304374682,6.97319493967683,7.71367214151898,7.39557718642115,7.47931210655242,7.41793349222263,6.97178514451697,6.80300046507785,7.26328427260848
"P27708",7.7411248183192,7.41342986608113,7.58270076882615,7.08140058869029,7.03826188469123,7.73930117835431,7.3339173022407,7.83199753191017,7.84844564915819,7.62443919260556,7.14260590420388,7.18321674185783,7.79560982290163,7.25304046201389
"P27797",9.08555442976471,9.19161379121328,9.12220078897942,9.11159984031996,8.8253926568087,8.86523051286936,8.70789289107382,9.03095198898862,9.08800476755243,9.09463933850307,9.19654268675088,9.05085974918864,8.88980111814725,8.8634924914803
"P27816",8.66645828348316,8.64391620862681,8.73317885444919,8.590446847243,8.49197086929261,8.37856886687832,7.96595962911673,8.56290224966779,8.45693478361532,8.4716078788589,8.55728776821143,8.4317955722912,8.13512864860796,8.65006454157501
"P27824",7.5580156591146,8.36697975043884,7.41174302499081,7.29279363166379,7.45505432556106,6.98293243895315,6.97352036017849,7.31173923005553,7.44327243792957,7.58266369963885,7.34548139499096,7.22781869825067,7.27096598143218,7.23501836739399
"P28066",8.50407421159492,8.48366030436338,8.59183634953651,8.44796808758794,8.1976962527771,8.03339941587382,7.86955186187874,8.3718430616015,8.31849675305175,8.4153882838535,8.52348582436535,8.25878706055028,7.93807270015837,8.10820710260293
"P28070",7.78490667550977,7.95588333767605,7.71244576876182,7.48540737743392,7.46549959330743,7.51847113419585,7.25081118831533,7.66322168366962,7.37642779015751,7.63699099568779,7.60652663781666,7.30092094026639,7.19301672877477,7.38063005245057
"P28072",7.80295660177962,7.79306763240069,7.72188363486787,7.56629748521054,7.56426673825122,7.31553912936088,7.313991692719,7.92298425057632,7.7334109053277,7.5554257271034,7.60258238458196,7.69016245902813,7.37570906915096,7.59369157194186
"P28074",7.92882061921082,7.95916251569453,7.95824786092706,7.82753758502588,7.68354377707194,7.88876926263186,7.58901453856177,7.80063420131428,7.77612981917256,7.96298418024539,7.8385454194735,7.89701729866861,7.37448745226822,7.53709768715167
"P28161",7.10968369709955,6.98566983804493,7.14894853653464,7.43885592618736,7.3129898096846,6.9399122412737,7.79341505321613,7.10397916765987,6.98305023600654,6.96673628677786,7.48454607941358,7.09563738843697,6.52030285123616,7.04794829061697
"P28300",7.76644369044119,7.78522831063578,7.67903931926244,7.64064143288195,7.53904923887844,7.46115871953996,7.23351675452447,7.56895307774936,7.66146925300061,7.53368971240505,7.65967982922228,7.44015180837718,7.11100908277243,7.66471543434364
"P28331",7.29839261758249,7.75109688976549,7.39685272044541,7.23441589776159,7.27274480681471,7.42000453333104,7.17902197559073,7.23660393541869,7.24438376797147,7.39497384925604,7.31794368532049,7.30212147484989,7.09657218142974,7.25665988893051
